id,text,external_id
Superficie total,353 m²,730
Superficie construida,353 m²,730
Antigüedad,0 años,730
Superficie total,70 m²,731
Superficie construida,70 m²,731
Recámaras,2,731
Baños,1,731
Antigüedad,113 años,731
Superficie total,45 m²,732
Superficie construida,45 m²,732
Superficie total,284 m²,733
Superficie construida,284 m²,733
Recámaras,3,733
Baños,3,733
Estacionamientos,2,733
Antigüedad,0 años,733
Superficie total,152 m²,734
Superficie construida,152 m²,734
Ambientes,4,734
Recámaras,2,734
Baños,2,734
Estacionamientos,2,734
Antigüedad,0 años,734
Superficie total,161 m²,735
Superficie construida,161 m²,735
Ambientes,4,735
Recámaras,2,735
Baños,2,735
Estacionamientos,2,735
Antigüedad,0 años,735
Superficie total,194 m²,736
Superficie construida,194 m²,736
Ambientes,5,736
Recámaras,3,736
Baños,2,736
Estacionamientos,2,736
Antigüedad,0 años,736
Superficie total,1455 m²,737
Superficie construida,1455 m²,737
Estacionamientos,24,737
Baños,12,737
Antigüedad,0 años,737
Ambientes,12,737
Superficie total,580 m²,738
Superficie construida,580 m²,738
Superficie total,42 m²,739
Superficie construida,42 m²,739
Recámaras,1,739
Baños,1,739
Antigüedad,113 años,739
Superficie total,232.96 m²,740
Acceso,Otro,740
Superficie construida,166 m²,741
Recámaras,2,741
Baños,2,741
Estacionamientos,2,741
Antigüedad,0 años,741
Superficie total,130 m²,742
Superficie construida,130 m²,742
Recámaras,2,742
Baños,2,742
Estacionamientos,1,742
Antigüedad,4 años,742
Superficie total,3880 m²,743
Superficie construida,3880 m²,743
Estacionamientos,64,743
Baños,20,743
Antigüedad,22 años,743
Ambientes,20,743
Superficie total,70 m²,744
Superficie construida,70 m²,744
Recámaras,3,744
Baños,1,744
Estacionamientos,1,744
Bodegas,1,744
Cantidad de pisos,5,744
Departamentos por piso,3,744
Número de piso de la unidad,15,744
Antigüedad,28 años,744
Cuota mensual de mantenimiento,2 MXN,744
Superficie total,60 m²,745
Superficie construida,60 m²,745
Recámaras,1,745
Baños,1,745
Estacionamientos,1,745
Antigüedad,41 años,745
Superficie total,65 m²,746
Superficie construida,65 m²,746
Recámaras,2,746
Baños,2,746
Estacionamientos,1,746
Superficie total,178 m²,747
Superficie construida,144 m²,747
Recámaras,3,747
Baños,3,747
Estacionamientos,2,747
Antigüedad,0 años,747
Superficie total,83 m²,748
Superficie construida,83 m²,748
Recámaras,2,748
Baños,1,748
Antigüedad,0 años,748
Superficie total,485 m²,749
Superficie construida,485 m²,749
Estacionamientos,8,749
Baños,6,749
Antigüedad,0 años,749
Ambientes,6,749
Superficie total,970 m²,750
Superficie construida,970 m²,750
Estacionamientos,16,750
Baños,8,750
Antigüedad,0 años,750
Ambientes,8,750
Superficie total,39 m²,751
Superficie construida,39 m²,751
Ambientes,3,751
Recámaras,1,751
Baños,1,751
Estacionamientos,1,751
Superficie total,50 m²,752
Superficie construida,50 m²,752
Ambientes,2,752
Recámaras,1,752
Baños,1,752
Estacionamientos,1,752
Antigüedad,2 años,752
Superficie total,62 m²,753
Superficie construida,62 m²,753
Ambientes,3,753
Recámaras,1,753
Baños,1,753
Estacionamientos,1,753
Antigüedad,0 años,753
Superficie total,168 m²,754
Superficie construida,168 m²,754
Recámaras,3,754
Baños,2,754
Cantidad de pisos,4,754
Superficie total,2425 m²,755
Superficie construida,2425 m²,755
Estacionamientos,40,755
Baños,16,755
Antigüedad,22 años,755
Ambientes,16,755
Superficie construida,65 m²,756
Recámaras,2,756
Baños,2,756
Antigüedad,2 años,756
Superficie total,115 m²,757
Superficie construida,115 m²,757
Antigüedad,0 años,757
Superficie total,87 m²,758
Superficie construida,87 m²,758
Recámaras,3,758
Baños,2,758
Estacionamientos,2,758
Superficie total,65 m²,759
Superficie construida,65 m²,759
Recámaras,2,759
Baños,2,759
Estacionamientos,1,759
Antigüedad,8 años,759
Superficie total,90 m²,760
Superficie construida,90 m²,760
Recámaras,2,760
Baños,2,760
Estacionamientos,2,760
Bodegas,1,760
Cantidad de pisos,1,760
Antigüedad,10 años,760
Superficie total,97 m²,761
Superficie construida,97 m²,761
Antigüedad,3 años,761
Superficie total,135 m²,762
Superficie construida,135 m²,762
Ambientes,6,762
Recámaras,3,762
Baños,2,762
Estacionamientos,3,762
Antigüedad,12 años,762
Superficie construida,64 m²,763
Recámaras,2,763
Baños,2,763
Superficie total,80 m²,764
Superficie construida,80 m²,764
Antigüedad,36 años,764
Ambientes,1,764
Superficie total,86 m²,765
Superficie construida,86 m²,765
Recámaras,3,765
Baños,2,765
Estacionamientos,1,765
Antigüedad,34 años,765
Superficie total,200 m²,766
Superficie construida,200 m²,766
Baños,2,766
Oficinas por piso,1,766
Orientación,Norte,766
Disposición,Frente,766
Antigüedad,20 años,766
Superficie total,15 m²,767
Superficie construida,15 m²,767
Baños,1,767
Antigüedad,0 años,767
Ambientes,1,767
Superficie total,4850 m²,768
Superficie construida,4850 m²,768
Estacionamientos,80,768
Baños,24,768
Antigüedad,22 años,768
Ambientes,24,768
Superficie construida,137 m²,769
Recámaras,2,769
Baños,2,769
Cantidad de pisos,4,769
Superficie total,60 m²,770
Superficie construida,60 m²,770
Recámaras,1,770
Baños,1,770
Bodegas,1,770
Cantidad de pisos,2,770
Antigüedad,30 años,770
Cuota mensual de mantenimiento,450 MXN,770
Superficie total,120 m²,771
Superficie construida,120 m²,771
Estacionamientos,1,771
Antigüedad,15 años,771
Superficie total,145 m²,772
Superficie construida,145 m²,772
Ambientes,6,772
Recámaras,3,772
Baños,3,772
Estacionamientos,1,772
Antigüedad,4 años,772
Superficie total,50 m²,773
Superficie construida,50 m²,773
Antigüedad,0 años,773
Ambientes,1,773
Superficie total,42 m²,774
Superficie construida,42 m²,774
Recámaras,1,774
Baños,1,774
Antigüedad,41 años,774
Cuota mensual de mantenimiento,500 MXN,774
Superficie total,103 m²,775
Superficie construida,103 m²,775
Recámaras,2,775
Baños,2,775
Disposición,Frente,775
Orientación,Oriente,775
Antigüedad,50 años,775
Cuota mensual de mantenimiento,1500 MXN,775
Superficie total,129 m²,776
Superficie construida,129 m²,776
Ambientes,5,776
Recámaras,2,776
Baños,2,776
Estacionamientos,1,776
Antigüedad,0 años,776
Superficie total,2795 m²,777
Superficie construida,2795 m²,777
Antigüedad,40 años,777
Cuota mensual de mantenimiento,0 MXN,777
Superficie total,85 m²,778
Superficie construida,85 m²,778
Recámaras,2,778
Baños,2,778
Estacionamientos,2,778
Antigüedad,0 años,778
Superficie total,100 m²,779
Superficie construida,100 m²,779
Estacionamientos,1,779
Baños,1,779
Superficie total,32 m²,780
Superficie construida,32 m²,780
Antigüedad,37 años,780
Ambientes,1,780
Superficie total,54 m²,781
Superficie construida,54 m²,781
Ambientes,2,781
Recámaras,1,781
Baños,1,781
Superficie total,77 m²,782
Superficie construida,77 m²,782
Ambientes,4,782
Recámaras,2,782
Baños,2,782
Estacionamientos,1,782
Antigüedad,0 años,782
Superficie total,67 m²,783
Superficie construida,67 m²,783
Recámaras,2,783
Baños,2,783
Cantidad de pisos,2,783
Superficie total,70 m²,784
Superficie construida,168 m²,784
Recámaras,1,784
Baños,2,784
Estacionamientos,1,784
Bodegas,1,784
Cantidad de pisos,3,784
Antigüedad,0 años,784
Superficie total,60 m²,785
Superficie construida,60 m²,785
Baños,1,785
Antigüedad,41 años,785
Cuota mensual de mantenimiento,800 MXN,785
Superficie total,181 m²,786
Superficie construida,181 m²,786
Ambientes,5,786
Recámaras,2,786
Baños,2,786
Estacionamientos,1,786
Antigüedad,3 años,786
Superficie construida,96 m²,787
Recámaras,2,787
Baños,1,787
Cantidad de pisos,2,787
Superficie total,360 m²,788
Superficie construida,360 m²,788
Estacionamientos,6,788
Antigüedad,27 años,788
Ambientes,6,788
Superficie construida,175 m²,789
Superficie construida,210 m²,790
Baños,2,790
Antigüedad,60 años,790
Superficie total,46 m²,791
Superficie construida,42 m²,791
Baños,2,791
Número de piso de la unidad,1,791
Cuota mensual de mantenimiento,34 MXN,791
Superficie total,65 m²,792
Superficie construida,65 m²,792
Ambientes,2,792
Recámaras,1,792
Baños,1,792
Estacionamientos,1,792
Superficie total,53 m²,793
Superficie construida,53 m²,793
Ambientes,2,793
Recámaras,1,793
Baños,1,793
Estacionamientos,1,793
Antigüedad,3 años,793
Superficie total,185 m²,794
Superficie construida,150 m²,794
Recámaras,3,794
Baños,3,794
Estacionamientos,2,794
Antigüedad,0 años,794
Superficie total,53 m²,795
Superficie construida,53 m²,795
Recámaras,1,795
Baños,1,795
Estacionamientos,1,795
Superficie total,140 m²,796
Superficie construida,140 m²,796
Antigüedad,0 años,796
Superficie total,197 m²,797
Superficie construida,197 m²,797
Ambientes,4,797
Recámaras,2,797
Baños,2,797
Estacionamientos,1,797
Antigüedad,4 años,797
Superficie total,17 m²,798
Superficie construida,17 m²,798
Superficie total,530 m²,799
Acceso,Otro,799
Superficie total,50 m²,800
Superficie construida,50 m²,800
Ambientes,2,800
Recámaras,1,800
Baños,1,800
Antigüedad,0 años,800
Superficie total,42 m²,801
Superficie construida,42 m²,801
Recámaras,1,801
Baños,1,801
Antigüedad,41 años,801
Superficie total,110 m²,802
Superficie construida,110 m²,802
Recámaras,2,802
Baños,1,802
Estacionamientos,1,802
Superficie total,285 m²,803
Superficie construida,285 m²,803
Antigüedad,0 años,803
Superficie total,94 m²,804
Recámaras,2,804
Baños,2,804
Estacionamientos,2,804
Antigüedad,2002 años,804
Cuota mensual de mantenimiento,1750 MXN,804
Superficie total,50 m²,805
Superficie construida,50 m²,805
Recámaras,1,805
Baños,1,805
Estacionamientos,1,805
Antigüedad,0 años,805
Superficie total,47 m²,806
Superficie construida,47 m²,806
Estacionamientos,1,806
Baños,1,806
Antigüedad,36 años,806
Ambientes,1,806
Superficie total,110 m²,807
Superficie construida,110 m²,807
Ambientes,5,807
Recámaras,2,807
Baños,2,807
Estacionamientos,2,807
Antigüedad,11 años,807
Superficie total,25 m²,808
Superficie construida,21 m²,808
Baños,2,808
Número de piso de la unidad,3,808
Cuota mensual de mantenimiento,34 MXN,808
Superficie total,150 m²,809
Superficie construida,150 m²,809
Ambientes,6,809
Recámaras,3,809
Baños,3,809
Estacionamientos,1,809
Superficie total,96 m²,810
Superficie construida,96 m²,810
Recámaras,3,810
Baños,2,810
Estacionamientos,1,810
Antigüedad,10 años,810
Superficie total,86 m²,811
Superficie construida,86 m²,811
Recámaras,3,811
Baños,2,811
Estacionamientos,1,811
Antigüedad,36 años,811
Superficie total,110 m²,812
Superficie construida,110 m²,812
Ambientes,4,812
Recámaras,2,812
Baños,2,812
Estacionamientos,2,812
Antigüedad,0 años,812
Superficie total,77 m²,813
Superficie construida,77 m²,813
Recámaras,2,813
Baños,2,813
Estacionamientos,1,813
Bodegas,1,813
Cantidad de pisos,1,813
Antigüedad,0 años,813
Superficie total,60 m²,814
Superficie construida,60 m²,814
Recámaras,1,814
Baños,1,814
Bodegas,1,814
Cantidad de pisos,1,814
Antigüedad,40 años,814
Superficie total,173 m²,815
Superficie construida,173 m²,815
Estacionamientos,2,815
Antigüedad,0 años,815
Ambientes,2,815
Superficie total,40 m²,816
Superficie construida,40 m²,816
Ambientes,2,816
Recámaras,1,816
Baños,1,816
Antigüedad,0 años,816
Superficie total,100 m²,817
Superficie construida,100 m²,817
Recámaras,2,817
Baños,2,817
Superficie total,71 m²,818
Superficie construida,71 m²,818
Recámaras,2,818
Baños,2,818
Estacionamientos,1,818
Antigüedad,2 años,818
Superficie total,42 m²,819
Superficie construida,42 m²,819
Recámaras,1,819
Baños,1,819
Estacionamientos,1,819
Antigüedad,41 años,819
Superficie total,48.5 m²,820
Superficie construida,48.5 m²,820
Bodegas,1,820
Antigüedad,5 años,820
Superficie total,63 m²,821
Superficie construida,63 m²,821
Recámaras,1,821
Baños,1,821
Estacionamientos,1,821
Superficie total,394 m²,822
Superficie construida,394 m²,822
Estacionamientos,9,822
Baños,4,822
Número de oficinas,5,822
Número de piso de la unidad,7,822
Oficinas por piso,1,822
Baños por piso,2,822
Bodegas,1,822
Antigüedad,41 años,822
Cuota mensual de mantenimiento,22000 MXN,822
Superficie total,107 m²,823
Superficie construida,107 m²,823
Ambientes,4,823
Recámaras,2,823
Baños,2,823
Estacionamientos,1,823
Antigüedad,15 años,823
Superficie total,89 m²,824
Superficie construida,89 m²,824
Recámaras,2,824
Baños,1,824
Cantidad de pisos,3,824
Superficie total,60 m²,825
Superficie construida,60 m²,825
Recámaras,1,825
Baños,1,825
Antigüedad,0 años,825
Cuota mensual de mantenimiento,800 MXN,825
Superficie total,60 m²,826
Superficie construida,60 m²,826
Recámaras,1,826
Baños,1,826
Antigüedad,41 años,826
Superficie total,750 m²,827
Superficie construida,750 m²,827
Estacionamientos,15,827
Orientación,Oriente,827
Disposición,Interno,827
Antigüedad,20 años,827
Cuota mensual de mantenimiento,0 MXN,827
Superficie total,27 m²,828
Superficie construida,27 m²,828
Estacionamientos,1,828
Baños,2,828
Número de oficinas,15,828
Número de piso de la unidad,3,828
Superficie construida,310 m²,829
Antigüedad,17 años,829
Superficie total,95 m²,830
Superficie construida,95 m²,830
Antigüedad,62 años,830
Ambientes,2,830
Superficie total,402 m²,831
Superficie construida,2812 m²,831
Estacionamientos,25,831
Antigüedad,0 años,831
Superficie total,158 m²,832
Superficie construida,158 m²,832
Recámaras,2,832
Baños,2,832
Estacionamientos,2,832
Antigüedad,0 años,832
Cuota mensual de mantenimiento,1 MXN,832
Superficie total,60 m²,833
Superficie construida,60 m²,833
Recámaras,1,833
Baños,1,833
Antigüedad,0 años,833
Superficie total,114 m²,834
Superficie construida,114 m²,834
Recámaras,3,834
Baños,2,834
Estacionamientos,2,834
Superficie total,2197 m²,835
Superficie construida,2197 m²,835
Baños,2,835
Superficie total,105 m²,836
Superficie construida,105 m²,836
Recámaras,3,836
Baños,2,836
Estacionamientos,2,836
Antigüedad,7 años,836
Superficie total,635 m²,837
Superficie construida,635 m²,837
Antigüedad,0 años,837
Superficie total,1 m²,838
Superficie construida,1 m²,838
Antigüedad,0 años,838
Superficie total,42 m²,839
Superficie construida,42 m²,839
Antigüedad,41 años,839
Superficie total,4 m²,840
Superficie construida,4 m²,840
Baños,5,840
Antigüedad,0 años,840
Superficie total,142 m²,841
Superficie construida,127 m²,841
Baños,1,841
Cuota mensual de mantenimiento,0 MXN,841
Superficie total,200 m²,842
Superficie construida,720 m²,842
Estacionamientos,2,842
Antigüedad,0 años,842
Superficie total,75 m²,843
Superficie construida,75 m²,843
Recámaras,1,843
Baños,1,843
Estacionamientos,1,843
Antigüedad,2 años,843
Superficie total,86 m²,844
Superficie construida,86 m²,844
Recámaras,3,844
Baños,2,844
Estacionamientos,1,844
Antigüedad,0 años,844
Superficie total,284 m²,845
Superficie construida,284 m²,845
Recámaras,3,845
Baños,3,845
Estacionamientos,2,845
Antigüedad,1 años,845
Superficie total,750 m²,846
Estacionamientos,15,846
Orientación,Oriente,846
Disposición,Interno,846
Antigüedad,20 años,846
Cuota mensual de mantenimiento,0 MXN,846
Superficie total,46 m²,847
Superficie construida,42 m²,847
Baños,2,847
Número de piso de la unidad,1,847
Cuota mensual de mantenimiento,34 MXN,847
Superficie total,99 m²,848
Superficie construida,99 m²,848
Ambientes,4,848
Recámaras,2,848
Baños,2,848
Estacionamientos,1,848
Antigüedad,0 años,848
Superficie total,158 m²,849
Superficie construida,158 m²,849
Recámaras,1,849
Baños,2,849
Estacionamientos,2,849
Bodegas,1,849
Cantidad de pisos,1,849
Antigüedad,0 años,849
Superficie total,129 m²,850
Superficie construida,129 m²,850
Recámaras,2,850
Baños,2,850
Estacionamientos,1,850
Bodegas,1,850
Cantidad de pisos,2,850
Antigüedad,2020 años,850
Superficie total,82 m²,851
Superficie construida,82 m²,851
Recámaras,3,851
Baños,1,851
Estacionamientos,1,851
Cantidad de pisos,6,851
Antigüedad,45 años,851
Superficie total,42 m²,852
Superficie construida,42 m²,852
Recámaras,1,852
Baños,1,852
Antigüedad,41 años,852
Superficie total,37 m²,853
Superficie construida,37 m²,853
Baños,1,853
Número de oficinas,1,853
Superficie total,151 m²,854
Superficie construida,151 m²,854
Recámaras,3,854
Baños,3,854
Estacionamientos,2,854
Antigüedad,1 años,854
Superficie total,202.19 m²,855
Superficie construida,202.19 m²,855
Recámaras,3,855
Baños,2,855
Estacionamientos,2,855
Bodegas,1,855
Cantidad de pisos,1,855
Antigüedad,0 años,855
Superficie construida,93 m²,856
Recámaras,3,856
Baños,2,856
Estacionamientos,2,856
Cantidad de pisos,6,856
Número de piso de la unidad,2,856
Cuota mensual de mantenimiento,2000 MXN,856
Superficie total,93 m²,857
Superficie construida,93 m²,857
Ambientes,5,857
Recámaras,3,857
Baños,2,857
Estacionamientos,2,857
Antigüedad,0 años,857
Superficie total,52 m²,858
Superficie construida,52 m²,858
Ambientes,2,858
Recámaras,1,858
Baños,1,858
Antigüedad,60 años,858
Superficie total,99 m²,859
Superficie construida,99 m²,859
Ambientes,5,859
Recámaras,2,859
Baños,2,859
Estacionamientos,2,859
Antigüedad,0 años,859
Superficie total,71 m²,860
Superficie construida,71 m²,860
Recámaras,2,860
Baños,2,860
Estacionamientos,1,860
Antigüedad,2 años,860
Superficie total,284 m²,861
Superficie construida,284 m²,861
Recámaras,3,861
Baños,3,861
Estacionamientos,2,861
Antigüedad,2 años,861
Superficie total,122 m²,862
Superficie construida,122 m²,862
Recámaras,2,862
Baños,2,862
Estacionamientos,2,862
Antigüedad,1 años,862
Cuota mensual de mantenimiento,1 MXN,862
Superficie total,86 m²,863
Superficie construida,86 m²,863
Recámaras,3,863
Baños,2,863
Estacionamientos,1,863
Antigüedad,0 años,863
Superficie total,71 m²,864
Superficie construida,71 m²,864
Recámaras,2,864
Baños,2,864
Estacionamientos,1,864
Antigüedad,2 años,864
Superficie total,60 m²,865
Superficie construida,60 m²,865
Recámaras,1,865
Baños,1,865
Antigüedad,41 años,865
Superficie construida,177 m²,866
Recámaras,3,866
Baños,2,866
Cantidad de pisos,5,866
