id,attribute_name,attribute_value
1045,Vendedor(a):,Inmobiliaria
1046,Recámara(s):,2
1046,Baños:,2
1046,Garage:,2
1046,Terreno:,183m2
1046,Vendedor(a):,Inmobiliaria
1047,Recámara(s):,1
1047,Baños:,2
1047,Garage:,2
1047,Terreno:,128m2
1047,Vendedor(a):,Inmobiliaria
1048,Recámara(s):,2
1048,Baños:,2
1048,Garage:,2
1048,Terreno:,71m2
1048,Vendedor(a):,Inmobiliaria
1049,Recámara(s):,2
1049,Baños:,2
1049,Garage:,1
1049,Terreno:,90m2
1049,Vendedor(a):,Inmobiliaria
1050,Recámara(s):,2
1050,Baños:,2
1050,Garage:,1
1050,Terreno:,70m2
1050,Vendedor(a):,Inmobiliaria
1051,Recámara(s):,3
1051,Baños:,3
1051,Garage:,2
1051,Terreno:,180m2
1051,Vendedor(a):,Inmobiliaria
1052,Recámara(s):,2
1052,Baños:,3
1052,Garage:,2
1052,Terreno:,140m2
1052,Vendedor(a):,Inmobiliaria
1053,Recámara(s):,3
1053,Baños:,2
1053,Garage:,2
1053,Terreno:,70m2
1053,Vendedor(a):,Inmobiliaria
1054,Recámara(s):,2
1054,Baños:,1
1054,Terreno:,92m2
1054,Vendedor(a):,Inmobiliaria
1055,Recámara(s):,2
1055,Baños:,2
1055,Garage:,1
1055,Terreno:,99m2
1055,Vendedor(a):,Inmobiliaria
1056,Recámara(s):,2
1056,Baños:,2
1056,Garage:,2
1056,Terreno:,90m2
1056,Vendedor(a):,Inmobiliaria
1057,Recámara(s):,2
1057,Baños:,2
1057,Garage:,2
1057,Terreno:,85m2
1057,Vendedor(a):,Inmobiliaria
1058,Recámara(s):,1
1058,Baños:,1
1058,Garage:,1
1058,Terreno:,50m2
1058,Vendedor(a):,Inmobiliaria
1059,Recámara(s):,2
1059,Baños:,1
1059,Terreno:,80m2
1059,Vendedor(a):,Inmobiliaria
1060,Estatus:,Preventa
1060,Metros Cuadrados:,62-172m2
1060,Recámara(s):,2
1060,Baños:,2
1060,Medio Baños:,—
1060,Garage:,1
1060,Año de Construccion:,—
1060,Superficie Total:,—
1060,Entrega:,—
1061,Estatus:,Preventa
1061,Metros Cuadrados:,64-127m2
1061,Recámara(s):,1-3
1061,Baños:,1-2
1061,Medio Baños:,1
1061,Garage:,1-2
1061,Año de Construccion:,2022
1061,Superficie Total:,—
1061,Entrega:,enero 2023
1062,Recámara(s):,2
1062,Baños:,1
1062,Garage:,1
1062,Terreno:,65m2
1062,Vendedor(a):,Inmobiliaria
1063,Recámara(s):,3
1063,Baños:,2
1063,Garage:,1
1063,Terreno:,183m2
1063,Vendedor(a):,Inmobiliaria
1064,Recámara(s):,3
1064,Baños:,3
1064,Garage:,1
1064,Terreno:,154m2
1064,Vendedor(a):,Inmobiliaria
1065,Recámara(s):,1
1065,Baños:,2
1065,Garage:,1
1065,Terreno:,75m2
1065,Vendedor(a):,Inmobiliaria
1066,Recámara(s):,3
1066,Baños:,3
1066,Garage:,1
1066,Terreno:,190m2
1066,Vendedor(a):,Inmobiliaria
1067,Recámara(s):,2
1067,Baños:,2
1067,Garage:,1
1067,Terreno:,120m2
1067,Vendedor(a):,Inmobiliaria
1068,Recámara(s):,2
1068,Baños:,1
1068,Terreno:,56m2
1068,Vendedor(a):,Inmobiliaria
1069,Recámara(s):,3
1069,Baños:,1
1069,Terreno:,140m2
1069,Vendedor(a):,Inmobiliaria
1070,Recámara(s):,2
1070,Baños:,2
1070,Garage:,2
1070,Terreno:,122m2
1070,Vendedor(a):,Inmobiliaria
1071,Recámara(s):,1
1071,Baños:,2
1071,Garage:,2
1071,Terreno:,100m2
1071,Vendedor(a):,Inmobiliaria
1072,Recámara(s):,2
1072,Baños:,2
1072,Garage:,2
1072,Terreno:,110m2
1072,Vendedor(a):,Inmobiliaria
1073,Recámara(s):,3
1073,Baños:,2
1073,Garage:,2
1073,Terreno:,117m2
1073,Vendedor(a):,Inmobiliaria
1074,Recámara(s):,2
1074,Baños:,2
1074,Garage:,1
1074,Terreno:,90m2
1074,Vendedor(a):,Inmobiliaria
1075,Recámara(s):,3
1075,Baños:,2
1075,Garage:,2
1075,Terreno:,273m2
1075,Vendedor(a):,Inmobiliaria
1076,Recámara(s):,2
1076,Baños:,2
1076,Garage:,1
1076,Terreno:,111m2
1076,Vendedor(a):,Inmobiliaria
1077,Recámara(s):,2
1077,Baños:,1
1077,Terreno:,130m2
1077,Vendedor(a):,Inmobiliaria
1078,Recámara(s):,2
1078,Baños:,2
1078,Garage:,2
1078,Terreno:,97m2
1078,Vendedor(a):,Inmobiliaria
1079,Recámara(s):,3
1079,Baños:,2
1079,Garage:,1
1079,Terreno:,115m2
1079,Vendedor(a):,Inmobiliaria
1080,Recámara(s):,3
1080,Baños:,2
1080,Garage:,2
1080,Terreno:,117m2
1080,Vendedor(a):,Inmobiliaria
1081,Recámara(s):,2
1081,Baños:,2
1081,Garage:,1
1081,Terreno:,90m2
1081,Vendedor(a):,Inmobiliaria
1082,Estatus:,Preventa
1082,Metros Cuadrados:,62-172m2
1082,Recámara(s):,2
1082,Baños:,2
1082,Medio Baños:,—
1082,Garage:,1
1082,Año de Construccion:,—
1082,Superficie Total:,—
1082,Entrega:,—
1083,Estatus:,Preventa
1083,Metros Cuadrados:,64-127m2
1083,Recámara(s):,1-3
1083,Baños:,1-2
1083,Medio Baños:,1
1083,Garage:,1-2
1083,Año de Construccion:,2022
1083,Superficie Total:,—
1083,Entrega:,enero 2023
1084,Recámara(s):,2
1084,Baños:,2
1084,Garage:,1
1084,Terreno:,71m2
1084,Vendedor(a):,Inmobiliaria
1085,Recámara(s):,1
1085,Baños:,1
1085,Terreno:,58m2
1085,Vendedor(a):,Inmobiliaria
1086,Recámara(s):,2
1086,Baños:,2
1086,Garage:,2
1086,Terreno:,123m2
1086,Vendedor(a):,Inmobiliaria
1087,Recámara(s):,1
1087,Baños:,1
1087,Garage:,1
1087,Terreno:,54m2
1087,Vendedor(a):,Inmobiliaria
1088,Recámara(s):,1
1088,Baños:,1
1088,Garage:,1
1088,Terreno:,44m2
1088,Vendedor(a):,Inmobiliaria
1089,Recámara(s):,2
1089,Baños:,2
1089,Terreno:,64m2
1089,Vendedor(a):,Inmobiliaria
1090,Recámara(s):,2
1090,Baños:,1
1090,Terreno:,86m2
1090,Vendedor(a):,Inmobiliaria
1091,Recámara(s):,2
1091,Baños:,2
1091,Garage:,2
1091,Terreno:,125m2
1091,Vendedor(a):,Inmobiliaria
1092,Recámara(s):,3
1092,Baños:,2
1092,Garage:,2
1092,Terreno:,192m2
1092,Vendedor(a):,Inmobiliaria
1093,Recámara(s):,3
1093,Baños:,2
1093,Terreno:,116m2
1093,Vendedor(a):,Inmobiliaria
1094,Recámara(s):,2
1094,Baños:,2
1094,Garage:,2
1094,Terreno:,165m2
1094,Vendedor(a):,Inmobiliaria
1095,Recámara(s):,3
1095,Baños:,2
1095,Garage:,2
1095,Terreno:,117m2
1095,Vendedor(a):,Inmobiliaria
1096,Recámara(s):,3
1096,Baños:,3
1096,Garage:,1
1096,Terreno:,156m2
1096,Vendedor(a):,Inmobiliaria
1097,Recámara(s):,2
1097,Baños:,2
1097,Garage:,2
1097,Terreno:,128m2
1097,Vendedor(a):,Inmobiliaria
1098,Recámara(s):,3
1098,Baños:,3
1098,Garage:,2
1098,Terreno:,141m2
1098,Vendedor(a):,Inmobiliaria
1099,Recámara(s):,2
1099,Baños:,2
1099,Garage:,1
1099,Terreno:,73m2
1099,Vendedor(a):,Inmobiliaria
1100,Recámara(s):,2
1100,Baños:,1
1100,Vendedor(a):,Inmobiliaria
1101,Recámara(s):,3
1101,Baños:,3
1101,Garage:,2
1101,Terreno:,192m2
1101,Vendedor(a):,Inmobiliaria
1102,Recámara(s):,2
1102,Baños:,2
1102,Vendedor(a):,Inmobiliaria
1103,Recámara(s):,3
1103,Baños:,2
1103,Medio Baños:,2
1103,Garage:,2
1103,Vendedor(a):,Inmobiliaria
