id,attribute_name,attribute_value
232,Vendedor(a):,Inmobiliaria
233,Recámara(s):,1
233,Baños:,1
233,Terreno:,58m2
233,Vendedor(a):,Inmobiliaria
234,Recámara(s):,1
234,Baños:,1
234,Terreno:,91m2
234,Vendedor(a):,Inmobiliaria
235,Recámara(s):,2
235,Baños:,2
235,Terreno:,122m2
235,Vendedor(a):,Inmobiliaria
236,Recámara(s):,2
236,Baños:,2
236,Medio Baños:,1
236,Terreno:,208m2
236,Vendedor(a):,Inmobiliaria
237,Recámara(s):,3
237,Baños:,2
237,Medio Baños:,1
237,Terreno:,208m2
237,Vendedor(a):,Inmobiliaria
238,Recámara(s):,2
238,Baños:,2
238,Terreno:,146m2
238,Vendedor(a):,Inmobiliaria
239,Recámara(s):,2
239,Baños:,2
239,Terreno:,97m2
239,Vendedor(a):,Inmobiliaria
240,Recámara(s):,4
240,Baños:,2
240,Terreno:,192m2
240,Vendedor(a):,Inmobiliaria
241,Recámara(s):,3
241,Baños:,2
241,Terreno:,179m2
241,Vendedor(a):,Inmobiliaria
242,Recámara(s):,1
242,Baños:,1
242,Garage:,1
242,Terreno:,41m2
242,Vendedor(a):,Inmobiliaria
243,Recámara(s):,1
243,Baños:,1
243,Garage:,1
243,Terreno:,56m2
243,Vendedor(a):,Inmobiliaria
244,Recámara(s):,2
244,Baños:,2
244,Garage:,2
244,Vendedor(a):,Inmobiliaria
245,Recámara(s):,2
245,Baños:,2
245,Garage:,1
245,Vendedor(a):,Inmobiliaria
246,Estatus:,Preventa
246,Metros Cuadrados:,62-172m2
246,Recámara(s):,2
246,Baños:,2
246,Medio Baños:,—
246,Garage:,1
246,Año de Construccion:,—
246,Superficie Total:,—
246,Entrega:,—
247,Estatus:,Preventa
247,Metros Cuadrados:,64-127m2
247,Recámara(s):,1-3
247,Baños:,1-2
247,Medio Baños:,1
247,Garage:,1-2
247,Año de Construccion:,2022
247,Superficie Total:,—
247,Entrega:,enero 2023
248,Recámara(s):,3
248,Baños:,3
248,Garage:,2
248,Terreno:,180m2
249,Recámara(s):,2
249,Baños:,2
249,Garage:,1
249,Vendedor(a):,Inmobiliaria
250,Recámara(s):,2
250,Baños:,2
250,Garage:,1
250,Terreno:,107m2
250,Vendedor(a):,Inmobiliaria
251,Recámara(s):,2
251,Baños:,2
251,Garage:,2
251,Terreno:,74m2
251,Vendedor(a):,Inmobiliaria
252,Recámara(s):,3
252,Baños:,2
252,Garage:,1
252,Terreno:,208m2
252,Vendedor(a):,Inmobiliaria
253,Recámara(s):,2
253,Baños:,2
253,Garage:,1
253,Terreno:,103m2
253,Vendedor(a):,Inmobiliaria
254,Recámara(s):,2
254,Baños:,2
254,Garage:,2
254,Terreno:,89m2
254,Vendedor(a):,Inmobiliaria
255,Recámara(s):,1
255,Baños:,1
255,Garage:,1
255,Terreno:,116m2
255,Vendedor(a):,Inmobiliaria
256,Recámara(s):,2
256,Baños:,2
256,Garage:,2
256,Terreno:,161m2
256,Vendedor(a):,Inmobiliaria
257,Recámara(s):,3
257,Baños:,2
257,Garage:,2
257,Terreno:,202m2
257,Vendedor(a):,Inmobiliaria
258,Recámara(s):,3
258,Baños:,2
258,Garage:,2
258,Terreno:,114m2
258,Vendedor(a):,Inmobiliaria
259,Recámara(s):,2
259,Baños:,2
259,Garage:,1
259,Terreno:,77m2
259,Vendedor(a):,Inmobiliaria
260,Recámara(s):,3
260,Baños:,2
260,Garage:,1
260,Terreno:,109m2
260,Vendedor(a):,Inmobiliaria
261,Recámara(s):,2
261,Baños:,2
261,Garage:,1
261,Terreno:,79m2
261,Vendedor(a):,Inmobiliaria
262,Recámara(s):,2
262,Baños:,2
262,Terreno:,83m2
262,Vendedor(a):,Inmobiliaria
263,Recámara(s):,2
263,Baños:,2
263,Garage:,1
263,Terreno:,80m2
263,Vendedor(a):,Inmobiliaria
264,Recámara(s):,2
264,Baños:,2
264,Garage:,2
264,Terreno:,83m2
264,Vendedor(a):,Inmobiliaria
265,Recámara(s):,2
265,Baños:,2
265,Garage:,1
265,Terreno:,68m2
265,Vendedor(a):,Inmobiliaria
266,Recámara(s):,2
266,Baños:,2
266,Garage:,2
266,Terreno:,90m2
266,Vendedor(a):,Inmobiliaria
267,Recámara(s):,2
267,Baños:,2
267,Garage:,2
267,Terreno:,122m2
267,Vendedor(a):,Inmobiliaria
268,Estatus:,Preventa
268,Metros Cuadrados:,62-172m2
268,Recámara(s):,2
268,Baños:,2
268,Medio Baños:,—
268,Garage:,1
268,Año de Construccion:,—
268,Superficie Total:,—
268,Entrega:,—
269,Estatus:,Preventa
269,Metros Cuadrados:,64-127m2
269,Recámara(s):,1-3
269,Baños:,1-2
269,Medio Baños:,1
269,Garage:,1-2
269,Año de Construccion:,2022
269,Superficie Total:,—
269,Entrega:,enero 2023
270,Recámara(s):,2
270,Baños:,2
270,Garage:,2
270,Terreno:,117m2
270,Vendedor(a):,Inmobiliaria
271,Recámara(s):,1
271,Baños:,1
271,Garage:,1
271,Terreno:,63m2
271,Vendedor(a):,Inmobiliaria
272,Recámara(s):,2
272,Baños:,2
272,Terreno:,102m2
272,Vendedor(a):,Inmobiliaria
273,Recámara(s):,2
273,Baños:,2
273,Garage:,1
273,Terreno:,117m2
273,Vendedor(a):,Inmobiliaria
274,Recámara(s):,2
274,Baños:,3
274,Garage:,2
274,Terreno:,125m2
274,Vendedor(a):,Inmobiliaria
275,Recámara(s):,1
275,Baños:,1
275,Garage:,1
275,Terreno:,33m2
275,Vendedor(a):,Inmobiliaria
276,Recámara(s):,3
276,Baños:,2
276,Terreno:,177m2
276,Vendedor(a):,Inmobiliaria
277,Recámara(s):,2
277,Baños:,2
277,Garage:,2
277,Terreno:,128m2
277,Vendedor(a):,Inmobiliaria
278,Recámara(s):,2
278,Baños:,2
278,Garage:,1
278,Terreno:,113m2
278,Vendedor(a):,Inmobiliaria
279,Recámara(s):,2
279,Baños:,2
279,Garage:,2
279,Terreno:,90m2
279,Vendedor(a):,Inmobiliaria
280,Recámara(s):,3
280,Baños:,2
280,Garage:,1
280,Terreno:,91m2
280,Vendedor(a):,Inmobiliaria
281,Recámara(s):,3
281,Baños:,2
281,Garage:,2
281,Terreno:,110m2
281,Vendedor(a):,Inmobiliaria
282,Recámara(s):,3
282,Baños:,3
282,Garage:,2
282,Terreno:,284m2
282,Vendedor(a):,Inmobiliaria
283,Recámara(s):,2
283,Baños:,2
283,Garage:,2
283,Terreno:,93m2
283,Vendedor(a):,Inmobiliaria
284,Recámara(s):,3
284,Baños:,2
284,Garage:,2
284,Terreno:,93m2
284,Vendedor(a):,Inmobiliaria
285,Recámara(s):,1
285,Baños:,1
285,Terreno:,37m2
285,Vendedor(a):,Inmobiliaria
286,Recámara(s):,2
286,Baños:,2
286,Garage:,2
286,Terreno:,140m2
286,Vendedor(a):,Inmobiliaria
287,Recámara(s):,3
287,Baños:,2
287,Garage:,2
287,Terreno:,93m2
287,Vendedor(a):,Inmobiliaria
288,Recámara(s):,3
288,Baños:,2
288,Garage:,2
288,Terreno:,114m2
288,Vendedor(a):,Inmobiliaria
289,Recámara(s):,1
289,Baños:,1
289,Terreno:,29m2
289,Vendedor(a):,Inmobiliaria
290,Estatus:,Preventa
290,Metros Cuadrados:,62-172m2
290,Recámara(s):,2
290,Baños:,2
290,Medio Baños:,—
290,Garage:,1
290,Año de Construccion:,—
290,Superficie Total:,—
290,Entrega:,—
291,Estatus:,Preventa
291,Metros Cuadrados:,64-127m2
291,Recámara(s):,1-3
291,Baños:,1-2
291,Medio Baños:,1
291,Garage:,1-2
291,Año de Construccion:,2022
291,Superficie Total:,—
291,Entrega:,enero 2023
292,Recámara(s):,2
292,Baños:,2
292,Garage:,1
292,Terreno:,87m2
292,Vendedor(a):,Inmobiliaria
293,Recámara(s):,3
293,Baños:,2
293,Garage:,2
293,Terreno:,114m2
293,Vendedor(a):,Inmobiliaria
294,Recámara(s):,1
294,Baños:,1
294,Garage:,1
294,Terreno:,53m2
294,Vendedor(a):,Inmobiliaria
295,Recámara(s):,3
295,Baños:,3
295,Garage:,2
295,Terreno:,143m2
295,Vendedor(a):,Inmobiliaria
296,Recámara(s):,2
296,Baños:,1
296,Garage:,1
296,Terreno:,65m2
296,Vendedor(a):,Inmobiliaria
297,Recámara(s):,2
297,Baños:,2
297,Garage:,1
297,Terreno:,65m2
297,Vendedor(a):,Inmobiliaria
298,Recámara(s):,3
298,Baños:,3
298,Garage:,2
298,Terreno:,184m2
298,Vendedor(a):,Inmobiliaria
299,Recámara(s):,1
299,Baños:,1
299,Terreno:,50m2
299,Vendedor(a):,Inmobiliaria
300,Recámara(s):,2
300,Baños:,2
300,Garage:,1
300,Terreno:,90m2
300,Vendedor(a):,Inmobiliaria
301,Recámara(s):,3
301,Baños:,3
301,Garage:,2
301,Terreno:,125m2
301,Vendedor(a):,Inmobiliaria
302,Recámara(s):,3
302,Baños:,2
302,Garage:,2
302,Terreno:,162m2
302,Vendedor(a):,Inmobiliaria
303,Recámara(s):,2
303,Baños:,2
303,Garage:,2
303,Terreno:,90m2
303,Vendedor(a):,Inmobiliaria
304,Recámara(s):,3
304,Baños:,2
304,Garage:,1
304,Terreno:,86m2
304,Vendedor(a):,Inmobiliaria
305,Recámara(s):,1
305,Baños:,2
305,Garage:,1
305,Terreno:,70m2
305,Vendedor(a):,Inmobiliaria
306,Recámara(s):,2
306,Baños:,1
306,Terreno:,90m2
306,Vendedor(a):,Inmobiliaria
307,Recámara(s):,2
307,Baños:,2
307,Garage:,1
307,Terreno:,110m2
307,Vendedor(a):,Inmobiliaria
308,Recámara(s):,2
308,Baños:,1
308,Garage:,1
308,Terreno:,110m2
308,Vendedor(a):,Inmobiliaria
309,Recámara(s):,3
309,Baños:,2
309,Garage:,2
309,Terreno:,115m2
309,Vendedor(a):,Inmobiliaria
310,Recámara(s):,2
310,Baños:,2
310,Garage:,1
310,Terreno:,103m2
310,Vendedor(a):,Inmobiliaria
311,Recámara(s):,2
311,Baños:,2
311,Garage:,2
311,Terreno:,99m2
311,Vendedor(a):,Inmobiliaria
312,Estatus:,Preventa
312,Metros Cuadrados:,62-172m2
312,Recámara(s):,2
312,Baños:,2
312,Medio Baños:,—
312,Garage:,1
312,Año de Construccion:,—
312,Superficie Total:,—
312,Entrega:,—
313,Estatus:,Preventa
313,Metros Cuadrados:,64-127m2
313,Recámara(s):,1-3
313,Baños:,1-2
313,Medio Baños:,1
313,Garage:,1-2
313,Año de Construccion:,2022
313,Superficie Total:,—
313,Entrega:,enero 2023
314,Recámara(s):,3
314,Baños:,2
314,Garage:,2
314,Terreno:,213m2
314,Vendedor(a):,Inmobiliaria
315,Recámara(s):,2
315,Baños:,2
315,Garage:,1
315,Terreno:,129m2
315,Vendedor(a):,Inmobiliaria
316,Recámara(s):,2
316,Baños:,2
316,Garage:,2
316,Terreno:,89m2
316,Vendedor(a):,Inmobiliaria
317,Recámara(s):,1
317,Baños:,1
317,Garage:,1
317,Terreno:,70m2
317,Vendedor(a):,Inmobiliaria
318,Recámara(s):,1
318,Baños:,1
318,Terreno:,47m2
318,Vendedor(a):,Inmobiliaria
319,Recámara(s):,3
319,Baños:,2
319,Garage:,2
319,Terreno:,245m2
319,Vendedor(a):,Inmobiliaria
320,Recámara(s):,1
320,Baños:,1
320,Terreno:,58m2
320,Vendedor(a):,Inmobiliaria
321,Recámara(s):,2
321,Baños:,2
321,Terreno:,74m2
321,Vendedor(a):,Inmobiliaria
322,Recámara(s):,2
322,Baños:,2
322,Garage:,2
322,Terreno:,168m2
322,Vendedor(a):,Inmobiliaria
323,Recámara(s):,2
323,Baños:,2
323,Garage:,1
323,Terreno:,85m2
323,Vendedor(a):,Inmobiliaria
324,Recámara(s):,2
324,Baños:,3
324,Garage:,1
324,Terreno:,112m2
324,Vendedor(a):,Inmobiliaria
325,Recámara(s):,1
325,Baños:,1
325,Garage:,1
325,Terreno:,41m2
325,Vendedor(a):,Inmobiliaria
326,Recámara(s):,3
326,Baños:,3
326,Garage:,1
326,Terreno:,149m2
326,Vendedor(a):,Inmobiliaria
327,Recámara(s):,2
327,Baños:,2
327,Garage:,1
327,Terreno:,96m2
327,Vendedor(a):,Inmobiliaria
328,Recámara(s):,3
328,Baños:,3
328,Garage:,1
328,Terreno:,135m2
328,Vendedor(a):,Inmobiliaria
329,Recámara(s):,2
329,Baños:,2
329,Garage:,1
329,Terreno:,91m2
329,Vendedor(a):,Inmobiliaria
330,Recámara(s):,2
330,Baños:,2
330,Garage:,2
330,Terreno:,117m2
330,Vendedor(a):,Inmobiliaria
331,Recámara(s):,1
331,Baños:,1
331,Garage:,1
331,Terreno:,63m2
331,Vendedor(a):,Inmobiliaria
332,Recámara(s):,2
332,Baños:,2
332,Garage:,2
332,Terreno:,127m2
332,Vendedor(a):,Inmobiliaria
333,Recámara(s):,3
333,Baños:,3
333,Garage:,2
333,Terreno:,200m2
333,Vendedor(a):,Inmobiliaria
334,Estatus:,Preventa
334,Metros Cuadrados:,62-172m2
334,Recámara(s):,2
334,Baños:,2
334,Medio Baños:,—
334,Garage:,1
334,Año de Construccion:,—
334,Superficie Total:,—
334,Entrega:,—
335,Estatus:,Preventa
335,Metros Cuadrados:,64-127m2
335,Recámara(s):,1-3
335,Baños:,1-2
335,Medio Baños:,1
335,Garage:,1-2
335,Año de Construccion:,2022
335,Superficie Total:,—
335,Entrega:,enero 2023
336,Recámara(s):,1
336,Baños:,1
336,Garage:,1
336,Terreno:,60m2
336,Vendedor(a):,Inmobiliaria
337,Recámara(s):,3
337,Baños:,3
337,Garage:,1
337,Terreno:,163m2
337,Vendedor(a):,Inmobiliaria
338,Recámara(s):,2
338,Baños:,2
338,Terreno:,77m2
338,Vendedor(a):,Inmobiliaria
339,Recámara(s):,1
339,Baños:,1
339,Garage:,1
339,Terreno:,39m2
339,Vendedor(a):,Inmobiliaria
340,Recámara(s):,1
340,Baños:,1
340,Terreno:,58m2
340,Vendedor(a):,Inmobiliaria
341,Recámara(s):,1
341,Baños:,1
341,Garage:,1
341,Terreno:,64m2
341,Vendedor(a):,Inmobiliaria
342,Recámara(s):,1
342,Baños:,1
342,Garage:,1
342,Terreno:,47m2
342,Vendedor(a):,Inmobiliaria
343,Recámara(s):,3
343,Baños:,2
343,Garage:,2
343,Terreno:,115m2
343,Vendedor(a):,Inmobiliaria
344,Recámara(s):,3
344,Baños:,2
344,Garage:,2
344,Terreno:,187m2
344,Vendedor(a):,Inmobiliaria
345,Recámara(s):,2
345,Baños:,2
345,Garage:,1
345,Terreno:,129m2
345,Vendedor(a):,Inmobiliaria
346,Recámara(s):,2
346,Baños:,1
346,Terreno:,76m2
346,Vendedor(a):,Inmobiliaria
347,Recámara(s):,2
347,Baños:,3
347,Garage:,1
347,Terreno:,100m2
347,Vendedor(a):,Inmobiliaria
348,Recámara(s):,3
348,Baños:,4+
348,Garage:,2
348,Vendedor(a):,Inmobiliaria
349,Recámara(s):,3
349,Baños:,3
349,Medio Baños:,1
349,Garage:,2
349,Vendedor(a):,Inmobiliaria
350,Recámara(s):,3
350,Baños:,2
350,Garage:,1
350,Vendedor(a):,Inmobiliaria
351,Recámara(s):,3
351,Baños:,2
351,Garage:,1
351,Vendedor(a):,Inmobiliaria
352,Recámara(s):,2
352,Baños:,2
352,Garage:,2
352,Vendedor(a):,Inmobiliaria
353,Recámara(s):,3
353,Baños:,3
353,Medio Baños:,1
353,Garage:,2
353,Vendedor(a):,Inmobiliaria
354,Recámara(s):,3
354,Baños:,3
354,Garage:,2
354,Vendedor(a):,Inmobiliaria
355,Recámara(s):,3
355,Baños:,3
355,Medio Baños:,1
355,Garage:,2
355,Vendedor(a):,Inmobiliaria
356,Estatus:,Preventa
356,Metros Cuadrados:,62-172m2
356,Recámara(s):,2
356,Baños:,2
356,Medio Baños:,—
356,Garage:,1
356,Año de Construccion:,—
356,Superficie Total:,—
356,Entrega:,—
357,Estatus:,Preventa
357,Metros Cuadrados:,64-127m2
357,Recámara(s):,1-3
357,Baños:,1-2
357,Medio Baños:,1
357,Garage:,1-2
357,Año de Construccion:,2022
357,Superficie Total:,—
357,Entrega:,enero 2023
358,Recámara(s):,2
358,Baños:,2
358,Garage:,1
358,Terreno:,90m2
358,Vendedor(a):,Inmobiliaria
359,Recámara(s):,2
359,Baños:,2
359,Garage:,2
359,Vendedor(a):,Inmobiliaria
360,Recámara(s):,3
360,Baños:,3
360,Medio Baños:,1
360,Garage:,2
360,Vendedor(a):,Inmobiliaria
361,Recámara(s):,2
361,Baños:,1
361,Garage:,1
361,Terreno:,70m2
361,Vendedor(a):,Inmobiliaria
362,Recámara(s):,1
362,Baños:,1
362,Vendedor(a):,Inmobiliaria
363,Recámara(s):,3
363,Baños:,3
363,Garage:,2
363,Terreno:,230m2
363,Vendedor(a):,Inmobiliaria
364,Recámara(s):,2
364,Baños:,2
364,Garage:,2
364,Terreno:,229m2
364,Vendedor(a):,Inmobiliaria
365,Recámara(s):,2
365,Baños:,2
365,Medio Baños:,1
365,Garage:,2
365,Terreno:,130m2
365,Vendedor(a):,Inmobiliaria
366,Recámara(s):,1
366,Baños:,1
366,Medio Baños:,1
366,Garage:,1
366,Terreno:,117m2
366,Vendedor(a):,Inmobiliaria
367,Recámara(s):,2
367,Baños:,2
367,Garage:,2
367,Terreno:,125m2
367,Vendedor(a):,Inmobiliaria
368,Recámara(s):,2
368,Baños:,2
368,Medio Baños:,1
368,Garage:,2
368,Terreno:,143m2
368,Vendedor(a):,Inmobiliaria
369,Recámara(s):,2
369,Baños:,2
369,Medio Baños:,1
369,Garage:,2
369,Terreno:,144m2
369,Vendedor(a):,Inmobiliaria
370,Recámara(s):,1
370,Baños:,1
370,Terreno:,37m2
370,Vendedor(a):,Inmobiliaria
371,Recámara(s):,1
371,Baños:,1
371,Terreno:,43m2
371,Vendedor(a):,Inmobiliaria
372,Recámara(s):,3
372,Baños:,2
372,Garage:,2
372,Terreno:,252m2
372,Vendedor(a):,Inmobiliaria
373,Recámara(s):,3
373,Baños:,2
373,Garage:,2
373,Terreno:,129m2
373,Vendedor(a):,Inmobiliaria
374,Recámara(s):,2
374,Baños:,2
374,Garage:,2
374,Terreno:,107m2
374,Vendedor(a):,Inmobiliaria
375,Recámara(s):,2
375,Baños:,2
375,Garage:,2
375,Terreno:,154m2
375,Vendedor(a):,Inmobiliaria
376,Recámara(s):,3
376,Baños:,2
376,Medio Baños:,1
376,Garage:,2
376,Terreno:,145m2
376,Vendedor(a):,Inmobiliaria
377,Recámara(s):,2
377,Baños:,2
377,Garage:,2
377,Terreno:,75m2
377,Vendedor(a):,Inmobiliaria
378,Estatus:,Preventa
378,Metros Cuadrados:,62-172m2
378,Recámara(s):,2
378,Baños:,2
378,Medio Baños:,—
378,Garage:,1
378,Año de Construccion:,—
378,Superficie Total:,—
378,Entrega:,—
379,Estatus:,Preventa
379,Metros Cuadrados:,64-127m2
379,Recámara(s):,1-3
379,Baños:,1-2
379,Medio Baños:,1
379,Garage:,1-2
379,Año de Construccion:,2022
379,Superficie Total:,—
379,Entrega:,enero 2023
380,Recámara(s):,1
380,Baños:,1
380,Garage:,1
380,Terreno:,42m2
380,Vendedor(a):,Inmobiliaria
381,Recámara(s):,1
381,Baños:,1
381,Medio Baños:,1
381,Garage:,1
381,Terreno:,38m2
381,Vendedor(a):,Inmobiliaria
382,Recámara(s):,2
382,Baños:,2
382,Garage:,1
382,Terreno:,93m2
382,Vendedor(a):,Inmobiliaria
383,Recámara(s):,2
383,Baños:,2
383,Garage:,1
383,Terreno:,97m2
383,Vendedor(a):,Inmobiliaria
384,Recámara(s):,2
384,Baños:,2
384,Garage:,1
384,Terreno:,65m2
384,Vendedor(a):,Inmobiliaria
385,Recámara(s):,1
385,Baños:,1
385,Garage:,1
385,Vendedor(a):,Inmobiliaria
386,Recámara(s):,1
386,Baños:,1
386,Garage:,1
386,Vendedor(a):,Inmobiliaria
387,Recámara(s):,1
387,Baños:,1
387,Garage:,1
387,Vendedor(a):,Inmobiliaria
388,Recámara(s):,2
388,Baños:,2
388,Garage:,1
388,Vendedor(a):,Inmobiliaria
389,Recámara(s):,2
389,Baños:,2
389,Garage:,1
389,Terreno:,120m2
389,Vendedor(a):,Inmobiliaria
390,Recámara(s):,1
390,Baños:,1
390,Vendedor(a):,Inmobiliaria
391,Recámara(s):,2
391,Baños:,2
391,Vendedor(a):,Inmobiliaria
392,Recámara(s):,3
392,Baños:,2
392,Vendedor(a):,Inmobiliaria
393,Recámara(s):,1
393,Baños:,1
393,Terreno:,60m2
393,Vendedor(a):,Inmobiliaria
394,Recámara(s):,3
394,Baños:,2
394,Garage:,1
394,Terreno:,86m2
394,Vendedor(a):,Inmobiliaria
395,Recámara(s):,1
395,Baños:,1
395,Terreno:,42m2
395,Vendedor(a):,Inmobiliaria
396,Recámara(s):,1
396,Baños:,1
396,Vendedor(a):,Inmobiliaria
397,Recámara(s):,1
397,Baños:,1
397,Terreno:,58m2
397,Vendedor(a):,Inmobiliaria
398,Recámara(s):,1
398,Baños:,1
398,Terreno:,58m2
398,Vendedor(a):,Inmobiliaria
399,Recámara(s):,3
399,Baños:,3
399,Garage:,1
399,Terreno:,145m2
399,Vendedor(a):,Inmobiliaria
400,Estatus:,Preventa
400,Metros Cuadrados:,62-172m2
400,Recámara(s):,2
400,Baños:,2
400,Medio Baños:,—
400,Garage:,1
400,Año de Construccion:,—
400,Superficie Total:,—
400,Entrega:,—
401,Estatus:,Preventa
401,Metros Cuadrados:,64-127m2
401,Recámara(s):,1-3
401,Baños:,1-2
401,Medio Baños:,1
401,Garage:,1-2
401,Año de Construccion:,2022
401,Superficie Total:,—
401,Entrega:,enero 2023
402,Recámara(s):,1
402,Baños:,1
402,Garage:,1
402,Terreno:,42m2
402,Vendedor(a):,Inmobiliaria
403,Recámara(s):,1
403,Baños:,1
403,Garage:,1
403,Vendedor(a):,Inmobiliaria
404,Recámara(s):,3
404,Baños:,2
404,Medio Baños:,1
404,Garage:,2
404,Terreno:,138m2
404,Vendedor(a):,Inmobiliaria
405,Recámara(s):,2
405,Baños:,2
405,Medio Baños:,1
405,Garage:,2
405,Vendedor(a):,Inmobiliaria
406,Recámara(s):,2
406,Baños:,2
406,Garage:,1
406,Vendedor(a):,Inmobiliaria
407,Recámara(s):,3
407,Baños:,1
407,Vendedor(a):,Inmobiliaria
408,Recámara(s):,3
408,Baños:,2
408,Garage:,2
408,Vendedor(a):,Inmobiliaria
409,Recámara(s):,2
409,Baños:,2
409,Garage:,2
409,Vendedor(a):,Inmobiliaria
410,Recámara(s):,2
410,Baños:,2
410,Garage:,1
410,Vendedor(a):,Inmobiliaria
411,Recámara(s):,2
411,Baños:,2
411,Vendedor(a):,Inmobiliaria
412,Recámara(s):,2
412,Baños:,2
412,Garage:,1
412,Vendedor(a):,Inmobiliaria
413,Recámara(s):,1
413,Baños:,1
413,Vendedor(a):,Inmobiliaria
414,Recámara(s):,4
414,Baños:,4+
414,Garage:,2
414,Vendedor(a):,Inmobiliaria
415,Recámara(s):,2
415,Baños:,2
415,Garage:,2
415,Vendedor(a):,Inmobiliaria
416,Recámara(s):,2
416,Baños:,2
416,Garage:,2
416,Vendedor(a):,Inmobiliaria
417,Recámara(s):,2
417,Baños:,2
417,Garage:,1
417,Vendedor(a):,Inmobiliaria
418,Recámara(s):,2
418,Baños:,3
418,Garage:,1
418,Vendedor(a):,Inmobiliaria
419,Recámara(s):,3
419,Baños:,3
419,Garage:,2
419,Vendedor(a):,Inmobiliaria
420,Recámara(s):,2
420,Baños:,2
420,Terreno:,117m2
420,Vendedor(a):,Inmobiliaria
421,Recámara(s):,3
421,Baños:,2
421,Garage:,1
421,Vendedor(a):,Inmobiliaria
422,Estatus:,Preventa
422,Metros Cuadrados:,62-172m2
422,Recámara(s):,2
422,Baños:,2
422,Medio Baños:,—
422,Garage:,1
422,Año de Construccion:,—
422,Superficie Total:,—
422,Entrega:,—
423,Estatus:,Preventa
423,Metros Cuadrados:,64-127m2
423,Recámara(s):,1-3
423,Baños:,1-2
423,Medio Baños:,1
423,Garage:,1-2
423,Año de Construccion:,2022
423,Superficie Total:,—
423,Entrega:,enero 2023
424,Recámara(s):,3
424,Baños:,2
424,Garage:,1
424,Vendedor(a):,Inmobiliaria
425,Recámara(s):,1
425,Baños:,1
425,Vendedor(a):,Inmobiliaria
426,Recámara(s):,3
426,Baños:,2
426,Vendedor(a):,Inmobiliaria
427,Recámara(s):,3
427,Baños:,2
427,Garage:,2
427,Vendedor(a):,Inmobiliaria
428,Recámara(s):,1
428,Baños:,1
428,Terreno:,112m2
428,Vendedor(a):,Inmobiliaria
429,Recámara(s):,2
429,Baños:,2
429,Vendedor(a):,Inmobiliaria
430,Recámara(s):,1
430,Baños:,1
430,Garage:,1
430,Terreno:,43m2
430,Vendedor(a):,Inmobiliaria
431,Recámara(s):,3
431,Baños:,3
431,Medio Baños:,1
431,Garage:,3
431,Vendedor(a):,Inmobiliaria
432,Recámara(s):,2
432,Baños:,2
432,Medio Baños:,1
432,Terreno:,168m2
432,Vendedor(a):,Inmobiliaria
433,Recámara(s):,3
433,Baños:,3
433,Garage:,2
433,Vendedor(a):,Inmobiliaria
434,Recámara(s):,2
434,Baños:,2
434,Garage:,2
434,Vendedor(a):,Inmobiliaria
435,Recámara(s):,2
435,Baños:,2
435,Garage:,1
435,Vendedor(a):,Inmobiliaria
436,Recámara(s):,2
436,Baños:,2
436,Garage:,1
436,Vendedor(a):,Inmobiliaria
437,Recámara(s):,4
437,Baños:,3
437,Vendedor(a):,Inmobiliaria
438,Recámara(s):,2
438,Baños:,2
438,Garage:,1
438,Terreno:,65m2
438,Vendedor(a):,Inmobiliaria
439,Recámara(s):,3
439,Baños:,2
439,Vendedor(a):,Inmobiliaria
440,Recámara(s):,2
440,Baños:,1
440,Vendedor(a):,Inmobiliaria
441,Recámara(s):,2
441,Baños:,2
441,Garage:,2
441,Vendedor(a):,Inmobiliaria
442,Recámara(s):,3
442,Baños:,2
442,Garage:,2
442,Terreno:,180m2
443,Recámara(s):,2
443,Baños:,2
443,Garage:,2
443,Vendedor(a):,Inmobiliaria
444,Estatus:,Preventa
444,Metros Cuadrados:,62-172m2
444,Recámara(s):,2
444,Baños:,2
444,Medio Baños:,—
444,Garage:,1
444,Año de Construccion:,—
444,Superficie Total:,—
444,Entrega:,—
445,Estatus:,Preventa
445,Metros Cuadrados:,64-127m2
445,Recámara(s):,1-3
445,Baños:,1-2
445,Medio Baños:,1
445,Garage:,1-2
445,Año de Construccion:,2022
445,Superficie Total:,—
445,Entrega:,enero 2023
446,Recámara(s):,2
446,Baños:,2
446,Garage:,1
446,Vendedor(a):,Inmobiliaria
447,Recámara(s):,2
447,Baños:,2
447,Garage:,2
447,Vendedor(a):,Inmobiliaria
448,Recámara(s):,2
448,Baños:,2
448,Garage:,2
448,Vendedor(a):,Inmobiliaria
449,Recámara(s):,2
449,Baños:,2
449,Garage:,2
449,Vendedor(a):,Inmobiliaria
450,Recámara(s):,2
450,Baños:,2
450,Garage:,2
450,Vendedor(a):,Inmobiliaria
451,Recámara(s):,3
451,Baños:,2
451,Garage:,2
451,Vendedor(a):,Inmobiliaria
452,Recámara(s):,3
452,Baños:,2
452,Garage:,2
452,Vendedor(a):,Inmobiliaria
453,Recámara(s):,3
453,Baños:,2
453,Garage:,2
453,Terreno:,180m2
453,Vendedor(a):,Inmobiliaria
454,Recámara(s):,3
454,Baños:,2
454,Garage:,1
454,Terreno:,120m2
455,Recámara(s):,2
455,Baños:,2
455,Garage:,1
455,Vendedor(a):,Inmobiliaria
456,Recámara(s):,1
456,Baños:,1
456,Garage:,1
456,Vendedor(a):,Inmobiliaria
457,Recámara(s):,2
457,Baños:,2
457,Garage:,1
457,Vendedor(a):,Inmobiliaria
