link,price,lowest_price,highest_price,id
/propiedades/hermoso-departamento-en-la-condesa-62435678.html,"MN 10,871,000",,,270
/propiedades/hermoso-departamento-en-venta-en-la-condesa-62435733.html,"MN 10,600,000",,,271
/propiedades/departamento-en-venta-roma-norte-av-chapultepec-22-63080121.html,"MN 6,650,005",,,272
/propiedades/departamento-pent-house-nuevo-en-venta-en-colonia-roma-62515218.html,"MN 9,086,780",,,273
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte-gis.-62676557.html,"MN 3,640,000",,,274
/propiedades/ph-en-venta-en-roma-norte-61087648.html,"MN 10,050,000",,,275
/propiedades/departamento-en-venta-en-22840ru-62402727.html,"MN 4,269,672",,,276
/propiedades/departamento-en-roma-norte-63016276.html,"MN 6,500,000",,,277
/propiedades/departamento-en-venta-cuauhtemoc-roma-norte-rt-22-63112883.html,"MN 14,654,425",,,278
/propiedades/departamento-en-venta-en-av-chapultepec-roma-norte.-62904096.html,"MN 4,913,504",,,279
/propiedades/pent-house-en-preventa-calle-guanajuato-col.-roma-60413650.html,"MN 9,350,000",,,280
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte.-ru-62660301.html,"MN 9,935,984",,,281
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte-gis.-62683103.html,"MN 4,250,000",,,282
/propiedades/departamento-en-venta-en-la-roma-62515366.html,"MN 4,495,000",,,283
/propiedades/departamento-en-venta-en-andador-queretaro-roma-62881486.html,"MN 10,800,004",,,284
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte-gis.-62180041.html,"MN 14,700,000",,,285
/propiedades/departamento-en-venta-en-calle-san-luis-potosi-roma-62873213.html,"MN 4,492,244",,,286
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte-gis.-62676866.html,"MN 3,725,000",,,287
/propiedades/departamento-en-venta-roma-norte-calle-cordoba-21-62679368.html,"MN 4,495,005",,,288
/propiedades/departamento-en-venta-en-calle-colima-roma-norte.-ru-63282894.html,"MN 10,249,474",,,289
/propiedades/departamento-en-venta-en-calle-coahuila-roma-norte.-62881031.html,"MN 6,600,004",,,290
/propiedades/departamento-en-venta-en-cuauhtemoc-roma-norte-gis.-62721217.html,"MN 12,900,000",,,291
/propiedades/estrena-departamento-en-la-roma-norte-62037186.html,"MN 3,853,504",,,292
