id,coords
469,19.4233356%2C-99.1606209
470,19.414596%2C-99.156664
471,19.413758%2C-99.160785
472,19.418153%2C-99.1652014
473,19.423094%2C-99.164185
474,19.4165065%2C-99.1666218
475,19.4202688%2C-99.1642694
476,19.4052563%2C-99.1662026
477,19.422946%2C-99.1652713
478,19.4159266%2C-99.1655973
479,19.416%2C-99.1585
480,19.424552%2C-99.15833
481,19.4199566%2C-99.1614991
482,19.4093329%2C-99.1365482
483,19.4203875%2C-99.1647512
484,19.4138%2C-99.1617
485,19.4239921%2C-99.1600565
486,19.4178279%2C-99.1614316
487,19.4093329%2C-99.1365482
488,19.418153%2C-99.1652014
489,19.4195256%2C-99.162549
490,19.4202%2C-99.1684
491,19.4202448%2C-99.1695894
492,19.4202%2C-99.1684
493,19.414535%2C-99.16394
494,19.4195256%2C-99.162549
495,19.4161875%2C-99.1656875
496,19.418153%2C-99.1652014
497,19.4233356%2C-99.1606209
498,19.4222565%2C-99.1564692
499,19.4147%2C-99.1619
500,19.419525%2C-99.162549
501,19.4195381%2C-99.1645074
502,19.4159266%2C-99.1655973
503,19.4137406%2C-99.1610013
504,19.4072945%2C-99.1651583
505,19.413676%2C-99.1654703
506,19.4093329%2C-99.1365482
507,19.42234%2C-99.164163
508,19.4195256%2C-99.162549
509,19.419525%2C-99.162549
510,19.419296%2C-99.163584
511,19.4222565%2C-99.1564692
512,19.422802%2C-99.156144
513,19.4181605%2C-99.1584569
514,19.4102578%2C-99.1675193
515,19.4197401%2C-99.1584369
516,19.4183108%2C-99.1644718
517,19.4056562%2C-99.1583775
518,19.4150371%2C-99.1616755
519,19.419525%2C-99.162549
520,19.4215029%2C-99.1714493
521,19.4183108%2C-99.1644718
522,19.4159266%2C-99.1655973
523,19.4229918%2C-99.1642322
524,19.4195256%2C-99.162549
525,19.4132467%2C-99.1609747
526,19.419525%2C-99.162549
527,19.4205193%2C-99.1676058
528,19.4229547%2C-99.1652534
529,19.4225813%2C-99.1591505
530,19.4155552%2C-99.1615919
531,19.4210127%2C-99.1589883
532,19.4188284%2C-99.1605344
533,19.418153%2C-99.1652014
534,19.4159657%2C-99.163205
535,19.4225256%2C-99.159549
536,19.4119%2C-99.1571
537,19.418153%2C-99.1652014
538,19.4130842%2C-99.1608389
539,19.4189%2C-99.1588
540,19.418153%2C-99.1652014
541,19.4221155%2C-99.1650541
542,19.4226245%2C-99.1546529
543,19.4109247%2C-99.1651635
544,19.4109247%2C-99.1651635
545,19.4109247%2C-99.1651635
546,19.4109247%2C-99.1651635
547,19.4109247%2C-99.1651635
548,19.4109247%2C-99.1651635
549,19.4109247%2C-99.1651635
550,19.4109247%2C-99.1651635
551,19.4109247%2C-99.1651635
552,19.4109247%2C-99.1651635
553,19.4109247%2C-99.1651635
554,19.4109247%2C-99.1651635
555,19.4109247%2C-99.1651635
556,19.4109247%2C-99.1651635
557,19.4109247%2C-99.1651635
558,19.4109247%2C-99.1651635
559,19.4109247%2C-99.1651635
560,19.4109247%2C-99.1651635
561,19.4109247%2C-99.1651635
562,19.4109247%2C-99.1651635
563,19.4109247%2C-99.1651635
564,19.4109247%2C-99.1651635
565,19.4109247%2C-99.1651635
566,19.4109247%2C-99.1651635
567,19.4109247%2C-99.1651635
568,19.4109247%2C-99.1651635
569,19.4109247%2C-99.1651635
570,19.4109247%2C-99.1651635
571,19.4109247%2C-99.1651635
572,19.4109247%2C-99.1651635
573,19.4109247%2C-99.1651635
574,19.4109247%2C-99.1651635
575,19.4109247%2C-99.1651635
576,19.4109247%2C-99.1651635
577,19.4109247%2C-99.1651635
578,19.4109247%2C-99.1651635
579,19.4109247%2C-99.1651635
580,19.4109247%2C-99.1651635
581,19.4109247%2C-99.1651635
582,19.4109247%2C-99.1651635
583,19.4109247%2C-99.1651635
584,19.4109247%2C-99.1651635
585,19.415675%2C-99.1640642
586,19.4153499%2C-99.1582168
587,19.4207855%2C-99.1554583
588,19.418153%2C-99.1652014
589,19.4109231%2C-99.1651722
590,19.4356338%2C-99.1495107
591,19.4156597%2C-99.164933
592,19.4153499%2C-99.1582168
593,19.4202688%2C-99.1642694
594,19.4175123%2C-99.1701999
595,19.4195256%2C-99.162549
596,19.4153499%2C-99.1582168
597,19.421924%2C-99.1557415
598,19.4195381%2C-99.1645074
599,19.4109231%2C-99.1651722
600,19.4153499%2C-99.1582168
601,19.4153499%2C-99.1582168
602,19.4159207%2C-99.1622597
603,19.4109231%2C-99.1651722
604,19.4109231%2C-99.1651722
605,19.418153%2C-99.1652014
606,19.418153%2C-99.1652014
607,19.417364%2C-99.159454
608,19.415965%2C-99.1632
609,19.4200787%2C-99.1674487
610,19.412471%2C-99.156222
611,19.4109231%2C-99.1651722
612,19.4136766%2C-99.1654682
613,19.418153%2C-99.1652014
614,19.4155552%2C-99.1615919
615,19.4129403%2C-99.1615832
616,19.4193%2C-99.1564
617,19.4130341%2C-99.1614773
618,19.4109231%2C-99.1651722
619,19.4109231%2C-99.1651722
620,19.4203875%2C-99.1647512
621,19.419863%2C-99.1682223
622,19.419525%2C-99.162549
623,19.4195256%2C-99.162549
624,19.4109231%2C-99.1651722
625,19.4109231%2C-99.1651722
626,19.4195381%2C-99.1645074
627,19.4193%2C-99.1564
628,19.4156105%2C-99.1605994
629,19.4159731%2C-99.1553079
630,19.404154%2C-99.1618353
631,19.4109231%2C-99.1651722
632,19.4109231%2C-99.1651722
633,19.4109231%2C-99.1651722
634,19.4109231%2C-99.1651722
635,19.4113464%2C-99.1629528
636,19.4172947%2C-99.1636647
637,19.4202418%2C-99.1659623
638,19.4195256%2C-99.162549
639,19.4130341%2C-99.1614773
640,19.4177022%2C-99.1716873
641,19.4205026%2C-99.1561016
642,19.4209401%2C-99.1638233
643,19.4195256%2C-99.162549
644,19.4114666%2C-99.1627194
645,19.438631%2C-99.14881
646,19.4109231%2C-99.1651722
647,19.4109231%2C-99.1651722
648,19.4109231%2C-99.1651722
649,19.4109231%2C-99.1651722
650,19.4109231%2C-99.1651722
651,19.4109231%2C-99.1651722
652,19.4109231%2C-99.1651722
653,19.4109231%2C-99.1651722
654,19.3907336%2C-99.1436127
655,19.4116387%2C-99.1657027
656,19.4109231%2C-99.1651722
657,19.4109231%2C-99.1651722
658,19.4109231%2C-99.1651722
659,19.4109231%2C-99.1651722
660,19.4109231%2C-99.1651722
661,19.4109231%2C-99.1651722
662,19.4109231%2C-99.1651722
663,19.4109231%2C-99.1651722
664,19.4109231%2C-99.1651722
665,19.4109231%2C-99.1651722
666,19.4109231%2C-99.1651722
667,19.4109231%2C-99.1651722
668,19.4109231%2C-99.1651722
669,19.4109231%2C-99.1651722
670,19.4109231%2C-99.1651722
671,19.4109231%2C-99.1651722
672,19.4109231%2C-99.1651722
673,19.4109231%2C-99.1651722
674,19.4109231%2C-99.1651722
675,19.4109231%2C-99.1651722
676,19.4109231%2C-99.1651722
677,19.4109231%2C-99.1651722
678,19.4109231%2C-99.1651722
679,19.4109231%2C-99.1651722
680,19.4109231%2C-99.1651722
681,19.4109231%2C-99.1651722
682,19.4109231%2C-99.1651722
683,19.4109231%2C-99.1651722
684,19.4109231%2C-99.1651722
685,19.4109231%2C-99.1651722
686,19.4109231%2C-99.1651722
687,19.4109231%2C-99.1651722
688,19.4109231%2C-99.1651722
689,19.4221155%2C-99.1650541
690,19.4195381%2C-99.1645074
691,19.4128016%2C-99.1572693
692,19.4219017%2C-99.1635997
693,19.4247291%2C-99.1549124
694,19.413676%2C-99.16547
695,19.4202312%2C-99.1673532
696,19.4202418%2C-99.1659623
697,19.4356338%2C-99.1495107
698,19.4195256%2C-99.162549
699,19.4254379%2C-99.154743
700,19.4141846%2C-99.1597243
701,19.4202688%2C-99.1642694
702,19.412471%2C-99.156222
703,19.4182766%2C-99.166438
704,19.420885%2C-99.15575
705,19.418153%2C-99.1652014
706,19.4138%2C-99.1617
707,19.4109231%2C-99.1651722
708,19.421949%2C-99.1689171
709,19.418369%2C-99.144638
710,19.4155552%2C-99.1615919
711,19.419525%2C-99.162549
712,19.4218756%2C-99.1603614
713,19.418153%2C-99.1652014
714,19.4114263%2C-99.1643063
715,19.4224961%2C-99.1548608
716,19.4155552%2C-99.1615919
717,19.418153%2C-99.1652014
718,19.4195256%2C-99.162549
719,19.4118161%2C-99.1634968
720,19.4355396%2C-99.1494763
721,19.4169559%2C-99.1708221
722,19.4221155%2C-99.1650541
723,19.413879%2C-99.160909
724,19.4225561%2C-99.1545455
725,19.418153%2C-99.1652014
726,19.4215948%2C-99.1590856
727,19.418153%2C-99.1652014
728,19.4138615%2C-99.1640139
729,19.4113464%2C-99.1629528
730,19.4174203%2C-99.162391
731,19.4211%2C-99.1597
732,19.419478%2C-99.174526
733,19.4195256%2C-99.162549
734,19.4141846%2C-99.1597243
735,19.4158401%2C-99.1596792
736,19.4158401%2C-99.1596792
737,19.4200098%2C-99.1663115
738,19.419525%2C-99.162549
739,19.4211%2C-99.1597
740,19.440172%2C-99.202519
741,19.421399%2C-99.1587768
742,19.424644%2C-99.1583449
743,19.4200098%2C-99.1663115
744,19.4114785%2C-99.1643187
745,19.4195256%2C-99.162549
746,19.424549%2C-99.15832
747,19.4159657%2C-99.163205
748,19.4356338%2C-99.1495107
749,19.4200098%2C-99.1663115
750,19.4200098%2C-99.1663115
751,19.4222428%2C-99.1627869
752,19.4198868%2C-99.1720176
753,19.4211605%2C-99.1554569
754,19.420885%2C-99.15575
755,19.4200098%2C-99.1663115
756,19.405973%2C-99.166385
757,19.4196971%2C-99.1665131
758,19.4239732%2C-99.1609111
759,19.4239626%2C-99.1609669
760,19.418153%2C-99.1652014
761,19.4183512%2C-99.1572547
762,19.4130874%2C-99.1634537
763,19.41987%2C-99.169508
764,19.4451%2C-99.1461
765,19.4181605%2C-99.1584569
766,19.4304844%2C-99.158441
767,19.4165065%2C-99.1666218
768,19.4200098%2C-99.1663115
769,19.420885%2C-99.15575
770,19.4212897%2C-99.1626908
771,19.4177022%2C-99.1716873
772,19.413676%2C-99.1654703
773,19.4219559%2C-99.1658221
774,19.4195256%2C-99.162549
775,19.4164506%2C-99.1581666
776,19.4245374%2C-99.1573777
777,19.4148447%2C-99.1602414
778,19.4144349%2C-99.1635051
779,19.4180216%2C-99.1742476
780,19.4451%2C-99.1461
781,19.4210293%2C-99.1635414
782,19.4153499%2C-99.1582168
783,19.400025%2C-99.167727
784,19.4201%2C-99.1736
785,19.4195256%2C-99.162549
786,19.4183512%2C-99.1572547
787,19.4128016%2C-99.1572693
788,19.4188488%2C-99.1613324
789,19.419525%2C-99.162549
790,19.4209%2C-99.1638
791,19.419249%2C-99.162167
792,19.4171424%2C-99.1703275
793,19.4198868%2C-99.1720176
794,19.4159657%2C-99.163205
795,19.413757%2C-99.161
796,19.4181836%2C-99.1671901
797,19.41751%2C-99.1595999
798,19.4153848%2C-99.1619716
799,19.4171562%2C-99.1703316
800,19.4128016%2C-99.1572693
801,19.4195256%2C-99.162549
802,19.421857%2C-99.165886
803,19.4129144%2C-99.1645999
804,19.4130842%2C-99.1608389
805,19.4356338%2C-99.1495107
806,19.414922%2C-99.1613129
807,19.419863%2C-99.1682223
808,19.41933%2C-99.162188
809,19.4168211%2C-99.1596475
810,19.4195256%2C-99.162549
811,19.4195256%2C-99.162549
812,19.4180712%2C-99.1653339
813,19.418153%2C-99.1652014
814,19.418153%2C-99.1652014
815,19.4208992%2C-99.1660863
816,19.42064%2C-99.1702226
817,19.419525%2C-99.162549
818,19.4356338%2C-99.1495107
819,19.4195256%2C-99.162549
820,19.418153%2C-99.1652014
821,19.423214%2C-99.1543
822,19.4228866%2C-99.1592835
823,19.4219472%2C-99.1689252
824,19.419525%2C-99.162549
825,19.4184344%2C-99.1558187
826,19.4356338%2C-99.1495107
827,19.425475%2C-99.162384
828,19.4221155%2C-99.1650541
829,19.4213433%2C-99.1640592
830,19.438631%2C-99.14881
831,19.4143121%2C-99.1620666
832,19.4137406%2C-99.1610013
833,19.4196927%2C-99.1560364
834,19.414648%2C-99.16047
835,19.4219444%2C-99.1561111
836,19.4173639%2C-99.1594532
837,19.4129144%2C-99.1645999
838,19.4183108%2C-99.1644718
839,19.4356338%2C-99.1495107
840,19.4147%2C-99.1619
841,19.4188488%2C-99.1613324
842,19.4093329%2C-99.1365482
843,19.4356338%2C-99.1495107
844,19.4181605%2C-99.1584569
845,19.4158401%2C-99.1596792
846,19.425475%2C-99.162384
847,19.419249%2C-99.162146
848,19.4141846%2C-99.1597243
849,19.418153%2C-99.1652014
850,19.4066719%2C-99.1638453
851,19.4205%2C-99.1715
852,19.4356338%2C-99.1495107
853,19.4228989%2C-99.1552602
854,19.4195256%2C-99.162549
855,19.418153%2C-99.1652014
856,19.4221155%2C-99.1650541
857,19.4195256%2C-99.162549
858,19.4109567%2C-99.1660421
859,19.4206466%2C-99.170547
860,19.4195256%2C-99.162549
861,19.4356338%2C-99.1495107
862,19.4137406%2C-99.1610013
863,19.4195256%2C-99.162549
864,19.4195256%2C-99.162549
865,19.4143573%2C-99.1546714
866,19.4148447%2C-99.1602414
867,19.4148447%2C-99.1602414
868,19.419249%2C-99.162167
869,19.419249%2C-99.162167
870,19.4141846%2C-99.1597243
871,19.4141846%2C-99.1597243
872,19.4196927%2C-99.1560364
873,19.4195256%2C-99.162549
874,19.4173639%2C-99.1594532
875,19.4195256%2C-99.162549
876,19.4196927%2C-99.1560364
