id,coords
877,19.422274%2C-99.1561233
878,19.4193249%2C-99.1621509
879,19.4175206%2C-99.1676453
880,19.4192287%2C-99.1621509
881,19.4192389%2C-99.1621348
882,19.418153%2C-99.1652014
883,19.4202688%2C-99.1642694
884,19.4184822%2C-99.1614643
885,19.4195256%2C-99.162549
886,19.419525%2C-99.162549
887,19.4195256%2C-99.162549
888,19.4195256%2C-99.162549
889,19.4195256%2C-99.162549
890,19.419249%2C-99.162146
891,19.419249%2C-99.162146
892,19.419249%2C-99.162146
893,19.4195256%2C-99.162549
894,19.4164506%2C-99.1581666
895,19.418153%2C-99.1652014
896,19.4194151%2C-99.1632699
897,19.4155552%2C-99.1615919
898,19.4356338%2C-99.1495107
899,19.4158401%2C-99.1596792
900,19.4356338%2C-99.1495107
901,19.4195256%2C-99.162549
902,19.4189983%2C-99.1640265
903,19.4356338%2C-99.1495107
904,19.4093329%2C-99.1365482
905,19.4195256%2C-99.162549
906,19.4143121%2C-99.1620666
907,19.4195256%2C-99.162549
908,19.416001%2C-99.15497
909,19.4356338%2C-99.1495107
910,19.4195256%2C-99.162549
911,19.419249%2C-99.162167
912,19.419249%2C-99.162146
913,19.419249%2C-99.162146
914,19.419249%2C-99.162146
915,19.4164496%2C-99.1618624
916,19.4376338%2C-99.1475107
917,19.4184898%2C-99.1637389
918,19.4356338%2C-99.1495107
919,19.4195256%2C-99.162549
920,19.4356338%2C-99.1495107
921,19.4195256%2C-99.162549
922,19.4172193%2C-99.1706106
923,19.4124914%2C-99.1572585
924,19.4195256%2C-99.162549
925,19.423454%2C-99.161918
926,19.419249%2C-99.162167
927,19.4125569%2C-99.155507
928,19.4356338%2C-99.1495107
929,19.4195256%2C-99.162549
930,19.4356338%2C-99.1495107
931,19.4356338%2C-99.1495107
932,19.4195256%2C-99.162549
933,19.4195256%2C-99.162549
934,19.4195256%2C-99.162549
935,19.4195256%2C-99.162549
936,21.0634817%2C-89.6110378
937,19.3994425%2C-99.1221351
938,19.4195256%2C-99.162549
939,19.4195256%2C-99.162549
940,19.4196971%2C-99.1665131
941,19.4195256%2C-99.162549
942,19.422548%2C-99.1594652
943,19.4126449%2C-99.1612825
944,19.4356338%2C-99.1495107
945,19.4195256%2C-99.162549
946,19.4356338%2C-99.1495107
947,19.4188284%2C-99.1605344
948,19.4195256%2C-99.162549
949,19.4356338%2C-99.1495107
950,19.4137406%2C-99.1610013
951,19.4195256%2C-99.162549
952,19.4195256%2C-99.162549
953,19.4195256%2C-99.162549
954,19.4195256%2C-99.162549
955,19.4181605%2C-99.1584569
956,19.4195256%2C-99.162549
957,19.4195256%2C-99.162549
958,19.4127648%2C-99.1605674
959,19.412471%2C-99.156222
960,19.4243182%2C-99.1550102
961,19.4158401%2C-99.1596792
962,19.4356338%2C-99.1495107
963,19.4356338%2C-99.1495107
964,19.4188284%2C-99.1605344
965,19.4356338%2C-99.1495107
966,19.4195256%2C-99.162549
967,19.4195256%2C-99.162549
968,19.4195256%2C-99.162549
969,19.4181605%2C-99.1584569
970,19.4196927%2C-99.1560364
971,19.4356338%2C-99.1495107
972,19.4195256%2C-99.162549
973,19.419899%2C-99.1752084
974,19.4195256%2C-99.162549
975,19.4195256%2C-99.162549
976,19.4188488%2C-99.1613324
977,19.4173639%2C-99.1594532
978,19.414531%2C-99.16038
979,19.420564%2C-99.173463
980,19.4185297%2C-99.1636371
981,19.4162958%2C-99.1574946
982,19.4148155%2C-99.1603133
983,19.4003499%2C-99.1709146
984,19.4159266%2C-99.1655973
985,19.4356338%2C-99.1495107
986,19.4356338%2C-99.1495107
987,19.4356338%2C-99.1495107
988,19.4195256%2C-99.162549
989,19.4195256%2C-99.162549
990,19.4174243%2C-99.1623716
991,19.4202688%2C-99.1642694
992,19.4451%2C-99.1461
993,19.413879%2C-99.160909
994,19.4173639%2C-99.1594532
995,19.4181531%2C-99.1652014
996,19.4137406%2C-99.1610013
997,19.4243182%2C-99.1550102
998,19.4195256%2C-99.162549
999,19.4195256%2C-99.162549
1000,19.4356338%2C-99.1495107
1001,19.4195256%2C-99.162549
1002,19.4195256%2C-99.162549
1003,19.4195256%2C-99.162549
1004,19.4356338%2C-99.1495107
1005,19.424548%2C-99.157323
1006,19.412471%2C-99.156222
1007,19.4195256%2C-99.162549
1008,19.4165043%2C-99.1732041
1009,19.413084%2C-99.16083
1010,19.417908%2C-99.17007
1011,19.4195256%2C-99.162549
1012,19.416666%2C-99.1624056
1013,19.4145283%2C-99.1639519
1014,19.4204591%2C-99.1614862
1015,19.4206466%2C-99.170547
1016,19.4195256%2C-99.162549
1017,19.413676%2C-99.1654703
1018,19.4161278%2C-99.161594
1019,19.4195256%2C-99.162549
1020,19.419863%2C-99.1682223
1021,19.4195256%2C-99.162549
1022,19.4195256%2C-99.162549
1023,19.4181947%2C-99.1596791
1024,19.418153%2C-99.1652014
1025,19.412896%2C-99.1623996
1026,19.420114%2C-99.170194
1027,19.418863%2C-99.1580577
1028,19.438631%2C-99.14881
1029,19.412471%2C-99.156222
1030,19.4168211%2C-99.1596475
1031,19.4195256%2C-99.162549
1032,19.4195256%2C-99.162549
1033,19.4195256%2C-99.162549
1034,19.4356338%2C-99.1495107
1035,19.422946%2C-99.1652713
1036,19.419188%2C-99.162146
1037,19.4195256%2C-99.162549
1038,19.4246%2C-99.1583
1039,19.4184822%2C-99.1614643
1040,19.4195256%2C-99.162549
1041,19.4195256%2C-99.162549
1042,19.4210727%2C-99.1557975
1043,19.4195256%2C-99.162549
1044,19.4356338%2C-99.1495107
1045,19.4195256%2C-99.162549
1046,19.4191%2C-99.1588
1047,19.4117559%2C-99.1649783
1048,19.4180772%2C-99.1758893
1049,19.4180772%2C-99.1758893
1050,19.43613%2C-99.1573842
1051,19.417133%2C-99.15454
1052,19.4356338%2C-99.1495107
1053,19.4356338%2C-99.1495107
1054,19.4356338%2C-99.1495107
1055,19.4356338%2C-99.1495107
1056,19.4178992%2C-99.1690863
1057,19.4243182%2C-99.1550102
1058,19.419526%2C-99.162549
1059,19.4195256%2C-99.162549
1060,19.4356338%2C-99.1495107
1061,19.418153%2C-99.1652014
1062,19.4180125%2C-99.1748189
1063,19.4272036%2C-99.1612106
1064,19.4195256%2C-99.162549
1065,19.4079776%2C-99.1693662
1066,19.417759%2C-99.167813
1067,19.4181605%2C-99.1584569
1068,19.4195256%2C-99.162549
1069,19.4147648%2C-99.1578207
1070,19.413747%2C-99.1615559
1071,19.414309%2C-99.1580519
1072,19.420505%2C-99.15878
1073,19.418153%2C-99.1652014
1074,19.4145621%2C-99.1566187
1075,19.419249%2C-99.162167
1076,19.414309%2C-99.1580519
1077,19.4356338%2C-99.1495107
1078,19.4191235%2C-99.1646152
1079,19.4173639%2C-99.1594532
1080,19.4195256%2C-99.162549
1081,19.4239626%2C-99.1609669
1082,19.4196971%2C-99.1665131
1083,19.4195256%2C-99.162549
1084,19.4356338%2C-99.1495107
1085,19.4356338%2C-99.1495107
1086,19.4149444%2C-99.1600968
1087,19.4195256%2C-99.162549
1088,19.4195256%2C-99.162549
1089,19.422946%2C-99.1652713
1090,19.418153%2C-99.1652014
1091,19.400025%2C-99.167727
1092,19.4127033%2C-99.1619273
1093,19.4212093%2C-99.1727219
1094,19.418153%2C-99.1652014
1095,19.4119026%2C-99.1596531
1096,19.4356338%2C-99.1495107
1097,19.4155552%2C-99.1615919
1098,19.419526%2C-99.162549
1099,19.419526%2C-99.162549
1100,19.4188284%2C-99.1605344
1101,19.4356338%2C-99.1495107
1102,19.4356338%2C-99.1495107
1103,19.4356338%2C-99.1495107
1104,19.4356338%2C-99.1495107
1105,19.4356338%2C-99.1495107
1106,19.4137406%2C-99.1610013
1107,19.4137406%2C-99.1610013
1108,19.4195256%2C-99.162549
1109,19.4195256%2C-99.162549
1110,19.4195256%2C-99.162549
1111,19.4150948%2C-99.1583507
1112,19.4205542%2C-99.1650972
1113,19.4183512%2C-99.1572547
1114,19.415306%2C-99.158211
1115,19.4146332%2C-99.1605601
1116,19.4195256%2C-99.162549
1117,19.4095846%2C-99.1575732
1118,19.4159657%2C-99.163205
1119,19.4356338%2C-99.1495107
1120,19.4196927%2C-99.1560364
1121,19.4356338%2C-99.1495107
1122,19.4195256%2C-99.162549
1123,19.4195256%2C-99.162549
1124,19.4168211%2C-99.1596475
1125,19.4037937%2C-99.1631623
1126,19.4197681%2C-99.172099
1127,19.4213875%2C-99.1637512
1128,19.4230787%2C-99.1644487
1129,19.417042%2C-99.15546
1130,19.416007%2C-99.163765
1131,19.4209%2C-99.1638
1132,19.4272036%2C-99.1612106
1133,19.4189983%2C-99.1640265
1134,19.4195256%2C-99.162549
1135,19.4195256%2C-99.162549
1136,19.4356338%2C-99.1495107
1137,19.4356338%2C-99.1495107
1138,19.418828%2C-99.160534
1139,19.4137406%2C-99.1610013
1140,19.4195256%2C-99.162549
1141,19.4195256%2C-99.162549
1142,19.4195256%2C-99.162549
1143,19.4213897%2C-99.1604944
1144,19.419249%2C-99.162167
1145,19.419526%2C-99.162549
1146,19.419526%2C-99.162549
1147,19.4356338%2C-99.1495107
1148,19.4356338%2C-99.1495107
1149,19.4195256%2C-99.162549
1150,19.4195256%2C-99.162549
1151,19.4156973%2C-99.1649402
1152,19.4356338%2C-99.1495107
1153,19.4156973%2C-99.1649402
1154,19.4356338%2C-99.1495107
1155,19.4173639%2C-99.1594532
1156,19.4168211%2C-99.1596475
1157,19.414309%2C-99.1580519
1158,19.4177022%2C-99.1716873
1159,19.4221518%2C-99.1603614
1160,19.418153%2C-99.1652014
1161,19.4184822%2C-99.1614643
1162,19.419863%2C-99.1682223
1163,19.4105302%2C-99.1656737
1164,19.4195256%2C-99.162549
1165,19.402295%2C-99.166614
1166,19.4127648%2C-99.1605674
1167,19.4203875%2C-99.1647512
1168,19.440172%2C-99.202519
1169,19.4195256%2C-99.162549
1170,19.4137406%2C-99.1610013
1171,19.4356338%2C-99.1495107
1172,19.418071%2C-99.165334
1173,19.421902%2C-99.1636
1174,19.419863%2C-99.1682223
1175,19.4156597%2C-99.164933
1176,19.4161012%2C-99.1653105
1177,19.4213841%2C-99.1690072
1178,19.418153%2C-99.1652014
1179,19.4195256%2C-99.162549
1180,19.4155552%2C-99.1615919
1181,19.414765%2C-99.157821
1182,19.4148864%2C-99.1549892
1183,19.4195256%2C-99.162549
1184,19.4356338%2C-99.1495107
1185,19.4213841%2C-99.1690072
1186,19.4173639%2C-99.1594532
1187,19.4356338%2C-99.1495107
1188,19.4195256%2C-99.162549
1189,19.4195256%2C-99.162549
1190,19.4195256%2C-99.162549
1191,19.4189983%2C-99.1640265
1192,19.4104231%2C-99.1633804
1193,19.418153%2C-99.1652014
1194,19.419526%2C-99.162549
1195,19.4213841%2C-99.1690072
1196,19.4188284%2C-99.1605344
1197,19.4188284%2C-99.1605344
1198,19.4356338%2C-99.1495107
1199,19.4173639%2C-99.1594532
1200,19.4137406%2C-99.1610013
1201,19.418153%2C-99.1652014
1202,19.4195256%2C-99.162549
1203,19.4195256%2C-99.162549
1204,19.4195256%2C-99.162549
1205,19.4195256%2C-99.162549
1206,19.4356338%2C-99.1495107
1207,19.4184822%2C-99.1614643
1208,19.422946%2C-99.1652713
1209,19.4197978%2C-99.1645782
1210,19.4181947%2C-99.1596791
1211,19.4148032%2C-99.1578299
1212,19.419526%2C-99.162549
1213,19.4213841%2C-99.1690072
1214,19.4213841%2C-99.1690072
1215,19.4237407%2C-99.1585876
1216,19.4356338%2C-99.1495107
1217,19.417484%2C-99.164558
1218,19.4173639%2C-99.1594532
1219,19.4173639%2C-99.1594532
1220,19.4145621%2C-99.1566187
1221,19.4195256%2C-99.162549
1222,19.4195256%2C-99.162549
1223,19.4195256%2C-99.162549
1224,19.4164496%2C-99.1618624
1225,19.4239626%2C-99.1609669
1226,19.418153%2C-99.1652014
1227,19.4195256%2C-99.162549
1228,19.4203706%2C-99.1739533
1229,19.417364%2C-99.159454
1230,19.4189983%2C-99.1640265
1231,19.419526%2C-99.162549
1232,19.417484%2C-99.164558
1233,19.417484%2C-99.164558
1234,19.4356338%2C-99.1495107
1235,19.4195256%2C-99.162549
1236,19.4195256%2C-99.162549
1237,19.4195256%2C-99.162549
1238,19.4168766%2C-99.1619583
1239,19.4147532%2C-99.1605853
1240,19.414309%2C-99.1580519
1241,19.4195256%2C-99.162549
1242,19.422946%2C-99.1652713
1243,19.4177889%2C-99.1672057
1244,19.4174257%2C-99.171952
1245,19.4164169%2C-99.1577302
1246,19.4155552%2C-99.1615919
1247,19.4178696%2C-99.1679157
1248,19.4195256%2C-99.162549
1249,19.418153%2C-99.1652014
1250,19.422406%2C-99.16488
1251,19.418153%2C-99.1652014
1252,19.4195256%2C-99.162549
1253,19.4153993%2C-99.1636908
1254,19.4148447%2C-99.1602414
1255,19.422147%2C-99.15908
1256,19.4127648%2C-99.1605674
1257,19.4219472%2C-99.1689252
1258,19.4356338%2C-99.1495107
1259,19.4195256%2C-99.162549
1260,19.4168211%2C-99.1596475
1261,19.4176059%2C-99.1678653
1262,19.4196579%2C-99.1691629
1263,19.4173639%2C-99.1594532
1264,19.4196971%2C-99.1665131
1265,19.419436%2C-99.16253
1266,19.4210814%2C-99.1560368
1267,19.4137406%2C-99.1610013
1268,19.4195256%2C-99.162549
1269,19.4195256%2C-99.162549
1270,19.4195256%2C-99.162549
1271,19.4176534%2C-99.1624605
1272,19.4188488%2C-99.1613324
1273,19.4139923%2C-99.1592154
1274,19.4243182%2C-99.1550102
1275,19.4243182%2C-99.1550102
1276,19.4173639%2C-99.1594532
1277,19.4155552%2C-99.1615919
1278,19.4195256%2C-99.162549
1279,19.4356338%2C-99.1495107
1280,19.4195256%2C-99.162549
1281,19.4245959%2C-99.157884
1282,19.4195256%2C-99.162549
1283,19.4148447%2C-99.1602414
1284,19.4127648%2C-99.1605674
1285,19.415%2C-99.163
1286,19.421304%2C-99.1666543
1287,19.4047228%2C-99.1693665
1288,19.4148447%2C-99.1602414
1289,19.4147532%2C-99.1605853
1290,19.4195256%2C-99.162549
1291,19.4115632%2C-99.1605358
1292,19.4356338%2C-99.1495107
1293,19.4173639%2C-99.1594532
1294,19.4195256%2C-99.162549
1295,19.4195256%2C-99.162549
1296,19.4195256%2C-99.162549
1297,19.4160872%2C-99.1653105
1298,19.4195256%2C-99.162549
1299,19.4168211%2C-99.1596475
1300,19.4183483%2C-99.1633695
1301,19.4173639%2C-99.1594532
1302,19.4356338%2C-99.1495107
1303,19.4361214%2C-99.1504741
1304,19.4195256%2C-99.162549
1305,19.4356338%2C-99.1495107
1306,19.4195256%2C-99.162549
1307,19.420904%2C-99.1559089
1308,19.4195256%2C-99.162549
1309,19.4195256%2C-99.162549
1310,19.4195256%2C-99.162549
1311,19.4195256%2C-99.162549
1312,19.4195256%2C-99.162549
1313,19.4195256%2C-99.162549
1314,19.4195256%2C-99.162549
1315,19.420232%2C-99.1696743
1316,19.4148447%2C-99.1602414
1317,19.4147532%2C-99.1605853
1318,19.4115632%2C-99.1605358
1319,19.4173639%2C-99.1594532
1320,19.4356338%2C-99.1495107
1321,19.4361214%2C-99.1499162
1322,19.4173639%2C-99.1594532
1323,19.4195256%2C-99.162549
1324,19.4195256%2C-99.162549
1325,19.4195256%2C-99.162549
1326,19.413747%2C-99.1615559
1327,19.4221343%2C-99.15656
1328,19.4189983%2C-99.1640265
1329,19.4189983%2C-99.1640265
1330,19.4240896%2C-99.1598208
1331,19.4240896%2C-99.1598208
1332,19.419526%2C-99.162549
1333,19.4195256%2C-99.162549
1334,19.4356338%2C-99.1495107
1335,19.4195256%2C-99.162549
1336,19.419526%2C-99.162549
1337,19.419526%2C-99.162549
1338,19.390358%2C-99.168687
1339,19.4195256%2C-99.162549
1340,19.4195256%2C-99.162549
1341,19.4195256%2C-99.162549
1342,19.4195256%2C-99.162549
1343,19.4195256%2C-99.162549
1344,19.420405%2C-99.17167
1345,19.4118188%2C-99.1631624
1346,19.4148447%2C-99.1602414
1347,19.4195256%2C-99.162549
1348,19.4129403%2C-99.1615832
1349,19.4117924%2C-99.1651247
1350,19.419525%2C-99.162549
1351,19.4229547%2C-99.1652534
1352,19.4114785%2C-99.1643187
1353,19.4221155%2C-99.1650541
1354,19.4451%2C-99.1461
1355,19.4091797%2C-99.1632065
1356,19.418153%2C-99.1652014
1357,19.4195256%2C-99.162549
1358,19.4203748%2C-99.168491
1359,19.4195256%2C-99.162549
1360,19.412393%2C-99.156231
1361,19.4195256%2C-99.162549
1362,19.4173639%2C-99.1594532
1363,19.4148447%2C-99.1602414
1364,19.418153%2C-99.1652014
1365,19.4168211%2C-99.1596475
1366,19.419525%2C-99.162549
1367,19.4210814%2C-99.1560368
1368,19.4229547%2C-99.1652534
1369,19.4202688%2C-99.1642694
1370,19.4229547%2C-99.1652534
1371,19.4229547%2C-99.1652534
1372,19.4147924%2C-99.1621247
1373,19.4170874%2C-99.1700435
1374,19.4158401%2C-99.1596792
1375,19.4203437%2C-99.1560889
1376,19.4173639%2C-99.1594532
1377,19.4158401%2C-99.1596792
1378,19.418153%2C-99.1652014
1379,19.4173639%2C-99.1594532
1380,19.4356338%2C-99.1495107
1381,19.4356338%2C-99.1495107
1382,19.4195256%2C-99.162549
1383,19.419526%2C-99.162549
1384,19.418507%2C-99.1649941
1385,19.4195256%2C-99.162549
1386,19.4356338%2C-99.1495107
1387,19.4148447%2C-99.1602414
1388,19.4356338%2C-99.1495107
1389,19.4210999%2C-99.1690795
1390,19.4047228%2C-99.1693665
1391,19.4229547%2C-99.1652534
1392,19.4173639%2C-99.1594532
1393,19.4173639%2C-99.1594532
1394,19.4356338%2C-99.1495107
1395,19.4356338%2C-99.1495107
1396,19.4195256%2C-99.162549
1397,19.4173639%2C-99.1594532
1398,19.4356338%2C-99.1495107
1399,19.4195256%2C-99.162549
1400,19.4356338%2C-99.1495107
1401,19.4356338%2C-99.1495107
1402,19.4356338%2C-99.1495107
1403,19.4356338%2C-99.1495107
1404,19.4195256%2C-99.162549
1405,19.418153%2C-99.1652014
1406,19.4181531%2C-99.1652014
1407,19.413747%2C-99.1615559
1408,19.4356338%2C-99.1495107
1409,19.4181605%2C-99.1584569
1410,19.4189983%2C-99.1640265
1411,19.4173639%2C-99.1594532
1412,19.4173639%2C-99.1594532
1413,19.4173639%2C-99.1594532
1414,19.4148155%2C-99.1603133
1415,19.42064%2C-99.17022
1416,19.4200874%2C-99.1670435
1417,19.4356338%2C-99.1495107
1418,19.4356338%2C-99.1495107
1419,19.4195256%2C-99.162549
1420,19.4109242%2C-99.1651853
1421,19.4189%2C-99.1631
1422,19.4356338%2C-99.1495107
1423,19.419249%2C-99.162167
1424,19.4240896%2C-99.1598208
1425,19.419526%2C-99.162549
1426,19.419526%2C-99.162549
1427,19.4185352%2C-99.1604955
1428,19.4356338%2C-99.1495107
1429,19.418276%2C-99.166438
1430,19.419525%2C-99.162549
1431,19.4195256%2C-99.162549
1432,19.4195256%2C-99.162549
1433,19.4188284%2C-99.1605344
1434,19.4160066%2C-99.1637646
1435,19.41566%2C-99.164933
1436,19.4183108%2C-99.1644718
1437,19.4195256%2C-99.162549
1438,19.4195256%2C-99.162549
1439,19.4195256%2C-99.162549
1440,19.4188284%2C-99.1605344
1441,19.41368%2C-99.1654
1442,19.4192507%2C-99.1741499
1443,19.4193691%2C-99.1743199
1444,19.4195256%2C-99.162549
1445,19.4196366%2C-99.1665661
1446,19.4173108%2C-99.1654718
1447,19.4195256%2C-99.162549
1448,20.9897912%2C-89.6469334
1449,19.4194601%2C-99.1581372
1450,19.4195256%2C-99.162549
1451,19.4137159%2C-99.1662755
1452,19.4195256%2C-99.162549
1453,19.4176534%2C-99.1624605
1454,19.4195256%2C-99.162549
1455,19.4217314%2C-99.160594
1456,19.421948%2C-99.16916
1457,19.4227165%2C-99.1541989
1458,19.418153%2C-99.1652014
1459,19.4168211%2C-99.1596475
1460,19.4202688%2C-99.1642694
1461,19.4148447%2C-99.1602414
1462,19.418153%2C-99.1652014
1463,19.415659%2C-99.164933
1464,19.4143332%2C-99.1595289
1465,19.420087%2C-99.16704
1466,19.4168211%2C-99.1596475
1467,19.418153%2C-99.1652014
1468,19.4150948%2C-99.1583507
1469,19.4195256%2C-99.162549
1470,19.4112713%2C-99.1633655
1471,19.4194601%2C-99.1581372
1472,19.4356338%2C-99.1495107
1473,19.4135853%2C-99.1652162
1474,19.4164496%2C-99.1618624
1475,19.4195256%2C-99.162549
1476,19.4195256%2C-99.162549
1477,19.4189983%2C-99.1640265
1478,19.4218906%2C-99.1684817
1479,19.4195256%2C-99.162549
1480,19.4157572%2C-99.1561936
1481,19.418153%2C-99.1652014
1482,19.419525%2C-99.162549
1483,19.4112559%2C-99.1642982
1484,19.4201278%2C-99.17505
1485,19.414793%2C-99.156543
1486,19.41618%2C-99.163456
1487,19.414091%2C-99.164571
1488,19.4195256%2C-99.162549
1489,19.4173639%2C-99.1594532
1490,19.4173639%2C-99.1594532
1491,19.4173639%2C-99.1594532
1492,19.4356338%2C-99.1495107
1493,19.4195256%2C-99.162549
1494,19.4195256%2C-99.162549
1495,19.4195256%2C-99.162549
1496,19.4181605%2C-99.1584569
1497,19.4356338%2C-99.1495107
1498,19.4201278%2C-99.17505
1499,19.4201278%2C-99.17505
1500,19.4228992%2C-99.1640863
1501,19.4194601%2C-99.1581372
1502,19.413754%2C-99.165467
1503,19.420087%2C-99.167044
1504,19.4193%2C-99.162146
1505,19.4141267%2C-99.1647512
1506,19.4173639%2C-99.1594532
1507,19.4173639%2C-99.1594532
1508,19.4356338%2C-99.1495107
1509,19.4114785%2C-99.1643187
1510,19.4123937%2C-99.1562314
1511,19.4195256%2C-99.162549
1512,19.4195256%2C-99.162549
1513,19.4195256%2C-99.162549
1514,19.4188598%2C-99.167649
1515,19.4195256%2C-99.162549
1516,19.416128%2C-99.161594
1517,19.4168211%2C-99.1596475
1518,19.4043698%2C-99.1636062
1519,19.4159657%2C-99.163205
1520,19.419526%2C-99.162549
1521,19.419526%2C-99.162549
1522,19.417364%2C-99.159453
1523,19.3556277%2C-99.3077015
1524,19.4195256%2C-99.162549
1525,19.4195256%2C-99.162549
1526,19.4356338%2C-99.1495107
1527,19.4356338%2C-99.1495107
1528,19.4188284%2C-99.1605344
1529,19.4195256%2C-99.162549
1530,19.4201278%2C-99.17505
1531,19.4183108%2C-99.1644718
1532,19.4176534%2C-99.1624605
1533,19.4176534%2C-99.1624605
1534,19.419526%2C-99.162549
1535,19.419526%2C-99.162549
1536,19.419526%2C-99.162549
1537,19.419526%2C-99.162549
1538,19.419526%2C-99.162549
1539,19.4201278%2C-99.17505
1540,19.4225813%2C-99.1591505
1541,19.4174243%2C-99.1623716
1542,19.422675%2C-99.1634429
1543,19.4186195%2C-99.1567143
1544,19.4178125%2C-99.1585625
1545,19.4211937%2C-99.157191
1546,19.4127102%2C-99.1601639
1547,19.420405%2C-99.17167
1548,19.4119107%2C-99.159609
1549,19.4196927%2C-99.1560364
1550,19.4207579%2C-99.1653895
1551,19.4211981%2C-99.1726124
1552,19.4158536%2C-99.1604155
1553,19.4239626%2C-99.1609669
1554,19.416902%2C-99.1608338
1555,19.4239626%2C-99.1609669
1556,19.4205083%2C-99.1669138
1557,19.4195256%2C-99.162549
1558,19.4205%2C-99.1715
1559,19.4211981%2C-99.1726124
1560,19.416795%2C-99.16322
1561,19.4119201%2C-99.1666267
1562,19.4149292%2C-99.1596998
1563,19.4239626%2C-99.1609669
1564,19.417933%2C-99.169595
1565,19.4142239%2C-99.1639119
1566,19.4124914%2C-99.1572585
1567,19.4180537%2C-99.1585252
1568,19.4155907%2C-99.1621995
1569,19.413747%2C-99.161555
1570,19.4125049%2C-99.1560507
1571,19.4146547%2C-99.1619063
1572,19.4126181%2C-99.1608245
1573,19.4156973%2C-99.1649402
1574,19.4192176%2C-99.1541182
1575,19.415946%2C-99.1633672
1576,19.4112713%2C-99.1633655
1577,19.418153%2C-99.1652014
1578,19.4205256%2C-99.161549
1579,19.4196971%2C-99.1665131
1580,19.4225256%2C-99.159549
1581,19.418153%2C-99.1652014
1582,19.4143555%2C-99.1578402
1583,19.418153%2C-99.1652014
1584,19.4223875%2C-99.1627512
1585,19.4207579%2C-99.1653895
1586,19.4187351%2C-99.1710228
1587,19.4195256%2C-99.162549
1588,19.4213628%2C-99.1679593
1589,19.4166856%2C-99.1612588
1590,19.2857748%2C-99.2108649
1591,19.4159266%2C-99.1655973
1592,19.4239626%2C-99.1609669
1593,19.418153%2C-99.1652014
1594,19.4194945%2C-99.1547193
1595,19.4197%2C-99.1692
1596,19.4220585%2C-99.1661464
1597,19.4168211%2C-99.1596475
1598,19.4150148%2C-99.1617165
1599,19.4203875%2C-99.1647512
1600,19.414149%2C-99.1645398
1601,19.4168211%2C-99.1596475
1602,19.4224809%2C-99.1609863
1603,19.409876%2C-99.1611948
1604,19.4356338%2C-99.1495107
1605,19.4112713%2C-99.1633655
1606,19.4195256%2C-99.162549
1607,19.4157%2C-99.1649
1608,19.420079%2C-99.167449
1609,19.4228987%2C-99.1552584
1610,19.4124711%2C-99.1562223
1611,19.4156597%2C-99.164933
1612,19.4187681%2C-99.173099
1613,19.4108649%2C-99.1625506
1614,19.4124914%2C-99.1572585
1615,19.4195256%2C-99.162549
1616,19.4200787%2C-99.1674487
1617,19.4356338%2C-99.1495107
1618,19.4346038%2C-99.1483283
1619,19.4195256%2C-99.162549
1620,19.4195256%2C-99.162549
1621,19.4168211%2C-99.1596475
1622,19.4195256%2C-99.162549
1623,19.4195256%2C-99.162549
1624,19.4168211%2C-99.1596475
1625,19.412663%2C-99.157815
1626,19.4168211%2C-99.1596475
1627,19.4195256%2C-99.162549
1628,19.418004%2C-99.155611
1629,19.4173639%2C-99.1594532
1630,19.4356338%2C-99.1495107
1631,19.4195256%2C-99.162549
1632,19.418153%2C-99.1652014
1633,19.418153%2C-99.1652014
1634,19.4195256%2C-99.162549
1635,19.4195256%2C-99.162549
1636,19.4195256%2C-99.162549
1637,19.4190772%2C-99.1748893
1638,19.4239626%2C-99.1609669
1639,19.419526%2C-99.162549
1640,19.419526%2C-99.162549
1641,19.4195256%2C-99.162549
1642,19.4212433%2C-99.1727206
1643,19.4195256%2C-99.162549
1644,19.4195256%2C-99.162549
1645,19.4195256%2C-99.162549
1646,19.4195256%2C-99.162549
1647,19.4195256%2C-99.162549
1648,19.420569%2C-99.1667958
1649,19.4356338%2C-99.1495107
1650,19.4356338%2C-99.1495107
1651,19.4157%2C-99.1649
1652,19.4117092%2C-99.1613624
1653,19.4213628%2C-99.1679593
1654,19.417364%2C-99.159454
1655,19.417364%2C-99.159454
1656,19.419526%2C-99.162549
1657,19.419526%2C-99.162549
1658,19.4195256%2C-99.162549
1659,19.4200787%2C-99.1674487
1660,19.416127%2C-99.16159
1661,19.416372%2C-99.16095
1662,19.4195256%2C-99.162549
1663,19.4191235%2C-99.1646152
1664,19.4195256%2C-99.162549
1665,19.4195256%2C-99.162549
1666,19.4195256%2C-99.162549
1667,19.4356338%2C-99.1495107
1668,19.4356338%2C-99.1495107
1669,19.4205083%2C-99.1669138
1670,19.4133955%2C-99.1544148
1671,19.4239626%2C-99.1609669
1672,19.4239626%2C-99.1609669
1673,19.4243182%2C-99.1550102
1674,19.4243182%2C-99.1550102
1675,19.4356338%2C-99.1495107
1676,19.419526%2C-99.162549
1677,19.419526%2C-99.162549
1678,19.419526%2C-99.162549
1679,19.419526%2C-99.162549
1680,19.4195256%2C-99.162549
1681,19.4195256%2C-99.162549
1682,19.4195256%2C-99.162549
1683,19.4116332%2C-99.1610265
1684,19.4195256%2C-99.162549
1685,19.420904%2C-99.1559
1686,19.4210735%2C-99.1610498
1687,19.413848%2C-99.1615815
1688,19.4114785%2C-99.1643187
1689,19.4133955%2C-99.1544148
