main_name|subtitle|link|location|price|attributes|id|address|lat|lon|since
Departamento En Venta En Roma Sur Bajio Cat221995|Departamento en venta|https://departamento.metroscubicos.com/MLM-1348689938-departamento-en-venta-en-roma-sur-bajio-cat221995-_JM#position=37&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Roma Norte, Cuauhtémoc, Distrito Federal|6426000 pesos|111 m² construidos,3 recs.|1525||19.39068|-99.2836995|Publicado hace 2 meses
Departamento En Venta Roma Norte, Calle Durango. R.k|Departamento en venta|https://departamento.metroscubicos.com/MLM-1343726034-departamento-en-venta-roma-norte-calle-durango-rk-_JM#position=38&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Roma Norte, Cuauhtémoc, Distrito Federal|8400000 pesos|122 m² construidos,2 recs.|1526||19.39068|-99.2836995|Publicado hace 2 meses
Bello Departamento En Arts Roma Venta Mls #21-2985|Departamento en venta|https://departamento.metroscubicos.com/MLM-1339653456-bello-departamento-en-arts-roma-venta-mls-21-2985-_JM#position=39&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Roma Norte, Cuauhtémoc, Distrito Federal|5289380 pesos|78 m² construidos,2 recs.|1527||19.39068|-99.2836995|Publicado hace 3 meses
Oficinas En Renta En Col. Roma Norte, Del. Cuauhtémoc, Cdmx|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1336938830-oficinas-en-renta-en-col-roma-norte-del-cuauhtemoc-cdmx-_JM#position=40&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Av. Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal|700840 pesos|16,759 m² construidos|1528|Av. Álvaro Obregón|19.39068|-99.2836995|Publicado hace 3 meses
Departamento En Venta En Cuauhtemoc Roma Norte Zacatecas 211897ig|Departamento en venta|https://departamento.metroscubicos.com/MLM-1320538423-departamento-en-venta-en-cuauhtemoc-roma-norte-zacatecas-211897ig-_JM#position=41&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Roma Norte, Cuauhtémoc, Distrito Federal|4278000 pesos|67 m² construidos,1 rec.|1529||19.39068|-99.2836995|Publicado hace 4 meses
Oficina Amueblada En Roma Norte De 15 M2 En Renta|Oficina en renta|https://inmueble.metroscubicos.com/MLM-949431061-oficina-amueblada-en-roma-norte-de-15-m2-en-renta-_JM#position=42&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Puebla, Roma Norte, Cuauhtémoc, Distrito Federal|29000 pesos|15 m² construidos|1530|Puebla|19.39068|-99.2836995|Publicado hace 7 meses
Edificio En Renta, Cuauhtémoc, Ciudad De México|Edificio en renta|https://inmueble.metroscubicos.com/MLM-1370931292-edificio-en-renta-cuauhtemoc-ciudad-de-mexico-_JM#position=43&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Insurgentes Sur, Roma Norte, Cuauhtémoc, Distrito Federal|300 pesos|12,311 m² construidos|1531|Insurgentes Sur|19.39068|-99.2836995|Publicado hace 18 días
Oficina En Renta, Cuauhtémoc, Ciudad De México|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1370911702-oficina-en-renta-cuauhtemoc-ciudad-de-mexico-_JM#position=44&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Av. Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal|280 pesos|2,476 m² construidos|1532|Av. Álvaro Obregón|19.39068|-99.2836995|Publicado hace 18 días
Oficina En Renta, Cuauhtémoc, Ciudad De México|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1370924734-oficina-en-renta-cuauhtemoc-ciudad-de-mexico-_JM#position=45&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Av. Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal|693280 pesos|2,476 m² construidos|1533|Av. Álvaro Obregón|19.39068|-99.2836995|Publicado hace 18 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365808493-departamento-en-venta-roma-norte-_JM#position=46&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|4442000 pesos|36 m² construidos,1 rec.|1534|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365820624-departamento-en-venta-roma-norte-_JM#position=47&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|4421000 pesos|36 m² construidos,1 rec.|1535|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365788320-departamento-en-venta-roma-norte-_JM#position=48&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|5363485 pesos|83 m² construidos,2 recs.|1536|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365800702-departamento-en-venta-roma-norte-_JM#position=1&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|4472000 pesos|43 m² construidos,1 rec.|1537|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1365807120-departamento-en-venta-roma-norte-_JM#position=2&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Snsn, Roma Norte, Cuauhtémoc, Distrito Federal|5041000 pesos|51 m² construidos,1 rec.|1538|Snsn|19.39068|-99.2836995|Publicado hace 32 días
Oficina Amueblada En Roma Norte De 40 M2 En Renta|Oficina en renta|https://inmueble.metroscubicos.com/MLM-949429045-oficina-amueblada-en-roma-norte-de-40-m2-en-renta-_JM#position=3&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Puebla, Roma Norte, Cuauhtémoc, Distrito Federal|79000 pesos|40 m² construidos|1539|Puebla|19.39068|-99.2836995|Publicado hace 7 meses
Oficina En Renta  Col. Roma|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1330311567-oficina-en-renta-col-roma-_JM#position=4&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Cordoba 42, Roma Norte, Cuauhtémoc, Distrito Federal|66000 pesos|200 m² construidos|1540|Cordoba 42|19.39068|-99.2836995|Publicado hace 2 años
Amplio Departamento De 2 Niveles|Departamento en renta|https://departamento.metroscubicos.com/MLM-1347167628-amplio-departamento-de-2-niveles-_JM#position=5&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Tonalá 100, Roma Norte, Cuauhtémoc, Distrito Federal|50000 pesos|148 m² construidos,2 recs.|1541|Tonalá 100|19.39068|-99.2836995|Publicado hace 2 meses
Local Comercial Insurgentes|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-919196887-local-comercial-insurgentes-_JM#position=6&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Insurgentes 161, Roma Norte, Cuauhtémoc, Distrito Federal|35000 pesos|200 m² construidos|1542|Insurgentes 161|19.39068|-99.2836995|Publicado hace 9 meses
Roma Norte. Álvaro Obregón. Excelente Ubicación. Mucha Luz|Departamento en renta|https://departamento.metroscubicos.com/MLM-825256326-roma-norte-alvaro-obregon-excelente-ubicacion-mucha-luz-_JM#position=7&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Álvaro Obregón 42, Roma Norte, Cuauhtémoc, Distrito Federal|17500 pesos|120 m² construidos,2 recs.|1543|Álvaro Obregón 42|19.39068|-99.2836995|Publicado hace 1 año
"Renta Departamento Remodelado, Área De Lavado... | Planta Baja | Acepta Mascota | 50 M²"|Departamento en renta|https://departamento.metroscubicos.com/MLM-1360420967-renta-departamento-remodelado-area-de-lavado-planta-baja-acepta-mascota-50-m-_JM#position=8&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Cuauhtémoc, Distrito Federal|12000 pesos|50 m² construidos,1 rec.|1544||19.39068|-99.2836995|Publicado hace 48 días
Bonito Y Ubicado Departamento En Cerrada|Departamento en renta|https://departamento.metroscubicos.com/MLM-1330467139-bonito-y-ubicado-departamento-en-cerrada-_JM#position=9&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Cerrada De Colima 5, Roma Norte, Cuauhtémoc, Distrito Federal|12000 pesos|72 m² construidos,2 recs.|1545|Cerrada De Colima 5|19.39068|-99.2836995|Publicado hace 6 meses
Casa Catalogada Y Equipada Con Uso De Suelo Para 500m De Bar|Local comercial en venta|https://inmueble.metroscubicos.com/MLM-1366920570-casa-catalogada-y-equipada-con-uso-de-suelo-para-500m-de-bar-_JM#position=10&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av. Yucatán 138, Roma Norte, Cuauhtémoc, Distrito Federal|32000000 pesos|500 m² construidos|1546|Av. Yucatán 138|19.39068|-99.2836995|Publicado hace 29 días
7630 Puebla, Roma Norte|Casa en venta|https://casa.metroscubicos.com/MLM-1317152354-7630-puebla-roma-norte-_JM#position=11&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Puebla, Roma Norte, Cuauhtémoc, Distrito Federal|5985000 pesos|113 m² construidos,2 recs.|1547|Puebla|19.39068|-99.2836995|
Venta Departamento Una Recamara En La Roma|Departamento en venta|https://departamento.metroscubicos.com/MLM-949350156-venta-departamento-una-recamara-en-la-roma-_JM#position=12&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal|1800000 pesos|40 m² construidos,1 rec.|1548|Coahuila|19.39068|-99.2836995|Publicado hace 6 meses
Excelente Casa En Venta - Roma Norte|Casa en venta|https://casa.metroscubicos.com/MLM-1352014187-excelente-casa-en-venta-roma-norte-_JM#position=13&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Frontera, Roma Norte, Cuauhtémoc, Distrito Federal|12850000 pesos|370 m² construidos,5 recs.|1549|Frontera|19.39068|-99.2836995|Publicado hace 2 meses
Hermoso Departamento Roma Oportunidad De Adquirirlo // Bonfi|Departamento en venta|https://departamento.metroscubicos.com/MLM-1354970673-hermoso-departamento-roma-oportunidad-de-adquirirlo-bonfi-_JM#position=14&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Oaxaca 56, Roma Norte, Cuauhtémoc, Distrito Federal|4100000 pesos|90 m² construidos,3 recs.|1550|Oaxaca 56|19.39068|-99.2836995|Publicado hace 2 meses
Hermoso Departamento Roma Norte !!! Cm|Departamento en venta|https://departamento.metroscubicos.com/MLM-1324516188-hermoso-departamento-roma-norte-cm-_JM#position=15&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av. Chapultepec 504, Roma Norte, Cuauhtémoc, Distrito Federal|1180000 pesos|80 m² construidos,3 recs.|1551|Av. Chapultepec 504|19.39068|-99.2836995|Publicado hace 4 meses
Roma Norte, Casa Con Fachada Catalogada, Para Remodelar|Casa en venta|https://casa.metroscubicos.com/MLM-872596588-roma-norte-casa-con-fachada-catalogada-para-remodelar-_JM#position=16&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal|17000000 pesos|358 m² construidos|1552|Jalapa|19.39068|-99.2836995|
Excelente Departamento En Av Chapultepec|Departamento en venta|https://departamento.metroscubicos.com/MLM-1325705395-excelente-departamento-en-av-chapultepec-_JM#position=17&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av Chapultepec 246, Roma Norte, Cuauhtémoc, Distrito Federal|2038000 pesos|85 m² construidos,2 recs.|1553|Av Chapultepec 246|19.39068|-99.2836995|Publicado hace 8 meses
Departamento De 123 M2 En Venta - Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1344200498-departamento-de-123-m2-en-venta-roma-norte-_JM#position=18&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Jalapa, Roma Norte, Cuauhtémoc, Distrito Federal|7000000 pesos|123 m² construidos,2 recs.|1554|Jalapa|19.39068|-99.2836995|Publicado hace 2 meses
Remate Bancario !    Departamento En  Col Roma  Cdmx  !!|Casa en venta|https://casa.metroscubicos.com/MLM-1324468294-remate-bancario-departamento-en-col-roma-cdmx--_JM#position=19&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av Chapultepec 246, Roma Norte, Cuauhtémoc, Distrito Federal|2080000 pesos|102 m² construidos,3 recs.|1555|Av Chapultepec 246|19.39068|-99.2836995|Publicado hace 9 meses
Roma Norte, Frente A La Fuente De La Cibeles. Magnifico|Departamento en venta|https://departamento.metroscubicos.com/MLM-1326035240-roma-norte-frente-a-la-fuente-de-la-cibeles-magnifico-_JM#position=20&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Medellín 43, Roma Norte, Cuauhtémoc, Distrito Federal|22500 pesos|65 m² construidos,1 rec.|1556|Medellín 43|19.39068|-99.2836995|Publicado hace 4 meses
Venta De Departamentos Con Balcón Roma Norte Apa_2797 Rf|Departamento en venta|https://departamento.metroscubicos.com/MLM-1356978244-venta-de-departamentos-con-balcon-roma-norte-apa2797-rf-_JM#position=21&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|4030000 pesos|58 m² construidos,1 rec.|1557|Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 58 días
Departamento En Renta En La Colonia Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1371298537-departamento-en-renta-en-la-colonia-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Puebla, Roma Norte, Cuauhtémoc, Distrito Federal|14500 pesos|75 m² construidos,2 recs.|1558|Puebla|19.39068|-99.2836995|Publicado hace 18 días
Departamento En Av. Chapultepec, Colonia Roma Abr|Departamento en venta|https://departamento.metroscubicos.com/MLM-1324578195-departamento-en-av-chapultepec-colonia-roma-abr-_JM#position=23&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Avenida Chapultepec 504, Roma Norte, Cuauhtémoc, Distrito Federal|1180000 pesos|80 m² construidos,3 recs.|1559|Avenida Chapultepec 504|19.39068|-99.2836995|Publicado hace 4 meses
Se Vende Local A 100 Metros De Av Monterrey Frente A La Universidad Latina|Local comercial en venta|https://inmueble.metroscubicos.com/MLM-1334528009-se-vende-local-a-100-metros-de-av-monterrey-frente-a-la-universidad-latina-_JM#position=24&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Chihuahua 205, Roma Norte, Cuauhtémoc, Distrito Federal|4800000 pesos|68 m² construidos|1560|Chihuahua 205|19.39068|-99.2836995|Publicado hace 3 meses
Renta De Oficina En Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-939692628-renta-de-oficina-en-roma-norte-_JM#position=25&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Cuauhtémoc, Distrito Federal|7000 pesos|12 m² construidos|1561||19.39068|-99.2836995|Publicado hace 7 meses
35129|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-1339170272-35129-_JM#position=26&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal|80000 pesos|130 m² construidos|1562|Queretaro|19.39068|-99.2836995|Publicado hace 3 meses
¡¡¡gran Departamento Lujoso En Venta!!!  Sf|Departamento en venta|https://departamento.metroscubicos.com/MLM-1324603531-gran-departamento-lujoso-en-venta-sf-_JM#position=27&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av Chapultepec 246 246, Roma Norte, Cuauhtémoc, Distrito Federal|2038000 pesos|85 m² construidos,2 recs.|1563|Av Chapultepec 246 246|19.39068|-99.2836995|Publicado hace 8 meses
Oficina Comercial En Renta Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1366350227-oficina-comercial-en-renta-roma-norte-_JM#position=28&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Colima367, Roma Norte, Cuauhtémoc, Distrito Federal|10000 pesos|25 m² construidos|1564|Colima367|19.39068|-99.2836995|Publicado hace 30 días
Departamento En Venta,  3 Recamaras Calle Queretaro|Departamento en venta|https://departamento.metroscubicos.com/MLM-1346695414-departamento-en-venta-3-recamaras-calle-queretaro-_JM#position=29&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal|6500000 pesos|136 m² construidos,3 recs.|1565|Queretaro|19.39068|-99.2836995|Publicado hace 2 meses
Ph En Venta Super Iluminado - Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1370063151-ph-en-venta-super-iluminado-roma-norte-_JM#position=30&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal|8850000 pesos|127 m² construidos,2 recs.|1566|Cordoba|19.39068|-99.2836995|Publicado hace 20 días
Departamento En Colonia Roma Norte, Oportunidad|Departamento en venta|https://departamento.metroscubicos.com/MLM-1348783325-departamento-en-colonia-roma-norte-oportunidad-_JM#position=31&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Cuauhtémoc, Distrito Federal|902000 pesos|70 m² construidos,3 recs.|1567||19.39068|-99.2836995|Publicado hace 2 meses
Excelente Edificio De Departamentos En Venta En Roma Norte|Edificio en venta|https://inmueble.metroscubicos.com/MLM-1333376926-excelente-edificio-de-departamentos-en-venta-en-roma-norte-_JM#position=32&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Tonalá 127, Roma Norte, Cuauhtémoc, Distrito Federal|30000000 pesos|1,462 m² construidos|1568|Tonalá 127|19.39068|-99.2836995|Publicado hace 6 meses
Renta Roma Norte Departamento Funcional Y Moderno|Departamento en renta|https://departamento.metroscubicos.com/MLM-1337391869-renta-roma-norte-departamento-funcional-y-moderno-_JM#position=33&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal|24000 pesos|75 m² construidos,2 recs.|1569|San Luis Potosi|19.39068|-99.2836995|Publicado hace 3 meses
Roma Norte, Preventa De Departamentos|Departamento en venta|https://departamento.metroscubicos.com/MLM-931058111-roma-norte-preventa-de-departamentos-_JM#position=34&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal|3429250 pesos|43 m² construidos,2 recs.|1570|Coahuila|19.39068|-99.2836995|Publicado hace 8 meses
Consultorios- Espacios De Trabajo - Oficinas Noox Tonalá 149|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1345530353-consultorios-espacios-de-trabajo-oficinas-noox-tonala-149-_JM#position=35&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Tonalá 149, Roma Norte, Cuauhtémoc, Distrito Federal|9500 pesos|9 m² construidos|1571|Tonalá 149|19.39068|-99.2836995|Publicado hace 1 año
2 Habitaciones 2 Baños   Chiapas 112 Col Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1358451252-2-habitaciones-2-banos-chiapas-112-col-roma-norte-_JM#position=36&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Chiapas 112, Roma Norte, Cuauhtémoc, Distrito Federal|23000 pesos|98 m² construidos,2 recs.|1572|Chiapas 112|19.39068|-99.2836995|Publicado hace 54 días
Oficinas En Venta En Guanajuato Col. Roma Norte|Oficina en venta|https://inmueble.metroscubicos.com/MLM-924322154-oficinas-en-venta-en-guanajuato-col-roma-norte-_JM#position=37&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal|4100000 pesos|120 m² construidos|1573|Guanajuato|19.39068|-99.2836995|Publicado hace 8 meses
Departamento En Venta Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1349434681-departamento-en-venta-roma-norte-_JM#position=38&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Avenida Cuauhtemoc 132, Roma Norte, Cuauhtémoc, Distrito Federal|4100000 pesos|86 m² construidos,2 recs.|1574|Avenida Cuauhtemoc 132|19.39068|-99.2836995|Publicado hace 4 meses
** Departamento De Lujo En Remate Bancario Cuauhtemoc Cdmx**|Departamento en venta|https://departamento.metroscubicos.com/MLM-1317833864--departamento-de-lujo-en-remate-bancario-cuauhtemoc-cdmx-_JM#position=39&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Calle Guanajuato 200, Roma Norte, Cuauhtémoc, Distrito Federal|1889309 pesos|90 m² construidos,3 recs.|1575|Calle Guanajuato 200|19.39068|-99.2836995|Publicado hace 4 meses
¡¡¡hermoso Departamento En Venta, En Colonia Roma!!! Sf|Departamento en venta|https://departamento.metroscubicos.com/MLM-1324462219-hermoso-departamento-en-venta-en-colonia-roma-sf-_JM#position=40&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Coahuila 159, Roma Norte, Cuauhtémoc, Distrito Federal|2428000 pesos|90 m² construidos,2 recs.|1576|Coahuila 159|19.39068|-99.2836995|Publicado hace 5 meses
Departamento En Roma Norte, Cuauhtémoc|Departamento en renta|https://departamento.metroscubicos.com/MLM-1369952113-departamento-en-roma-norte-cuauhtemoc-_JM#position=41&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Av Chapultepec 322, Roma Norte, Cuauhtémoc, Distrito Federal|19000 pesos|85 m² construidos,2 recs.|1577|Av Chapultepec 322|19.39068|-99.2836995|Publicado hace 20 días
Renta Oficina Roma Nte Cuauhtemoc|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1346972570-renta-oficina-roma-nte-cuauhtemoc-_JM#position=42&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Cuauhtémoc, Distrito Federal|15000 pesos|89 m² construidos|1578||19.39068|-99.2836995|Publicado hace 2 meses
Excelente Local En Venta , Roma Norte|Local comercial en venta|https://inmueble.metroscubicos.com/MLM-921925043-excelente-local-en-venta-roma-norte-_JM#position=43&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal|15000000 pesos|199 m² construidos|1579|Oaxaca|19.39068|-99.2836995|Publicado hace 8 meses
Renta Oficina Roma Norte Cuauhtémoc|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1346991705-renta-oficina-roma-norte-cuauhtemoc-_JM#position=44&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Cuauhtémoc, Distrito Federal|12000 pesos|58 m² construidos|1580||19.39068|-99.2836995|Publicado hace 2 meses
Terreno En Venta En Roma Norte|Terreno en venta|https://terreno.metroscubicos.com/MLM-1302361083-terreno-en-venta-en-roma-norte-_JM#position=45&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Medellin  95, Roma Norte, Cuauhtémoc, Distrito Federal|25000000 pesos|325 m² de terreno|1581|Medellin  95|19.39068|-99.2836995|Publicado hace 5 meses
Departamento Con Roof Garden|Departamento en renta|https://departamento.metroscubicos.com/MLM-1368446929-departamento-con-roof-garden-_JM#position=46&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|San Luis Potosi  70, Roma Norte, Cuauhtémoc, Distrito Federal|33000 pesos|196 m² construidos,1 rec.|1582|San Luis Potosi  70|19.39068|-99.2836995|Publicado hace 2 meses
Roma Vende Depto Con Terraza |Departamento en venta|https://departamento.metroscubicos.com/MLM-1330124011-roma-vende-depto-con-terraza-_JM#position=47&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal|8000000 pesos|140 m² construidos,140 recs.|1583|Chihuahua|19.39068|-99.2836995|Publicado hace 3 meses
Local En Renta 3er Nivel, Roma Norte, Cuauhtémoc|Local comercial en renta|https://inmueble.metroscubicos.com/MLM-924754028-local-en-renta-3er-nivel-roma-norte-cuauhtemoc-_JM#position=48&search_layout=grid&type=item&tracking_id=125f83b2-cfad-493e-a1d5-9d7dca2ebba5|Roma Norte, Cuauhtémoc, Distrito Federal|180000 pesos|580 m² construidos|1584||19.39068|-99.2836995|Publicado hace 8 meses
Un Departamento Para Un Gran Estilo De Vida, Roma Norte Cgc|Departamento en venta|https://departamento.metroscubicos.com/MLM-1355541179-un-departamento-para-un-gran-estilo-de-vida-roma-norte-cgc-_JM#position=1&search_layout=grid&type=item&tracking_id=c1842161-cb3f-46dc-bd56-199cf38d7ef9|Oaxaca 56, Roma Norte, Cuauhtémoc, Distrito Federal|4100000 pesos|180 m² construidos,2 recs.|1585|Oaxaca 56|19.39068|-99.2836995|Publicado hace 2 meses
Oficinas En Renta Colonia Roma|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1367501843-oficinas-en-renta-colonia-roma-_JM#position=2&search_layout=grid&type=item&tracking_id=c1842161-cb3f-46dc-bd56-199cf38d7ef9|Durango, Roma Norte, Cuauhtémoc, Distrito Federal|23500 pesos|80 m² construidos|1586|Durango|19.39068|-99.2836995|Publicado hace 27 días
Departamento Venta Zacatecas Roma Norte Pent House,|Departamento en venta|https://departamento.metroscubicos.com/MLM-952489107-departamento-venta-zacatecas-roma-norte-pent-house-_JM#position=3&search_layout=grid&type=item&tracking_id=c1842161-cb3f-46dc-bd56-199cf38d7ef9|Zacatecas 0, Roma Norte, Cuauhtémoc, Distrito Federal|15700000 pesos|270 m² construidos,3 recs.|1587|Zacatecas 0|19.39068|-99.2836995|Publicado hace 6 meses
