main_name|subtitle|link|location|price|attributes|id|address|lat|lon|since
Departamento En Venta En Calle Articulo 123,centro. Ru 22-3130|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379523882-departamento-en-venta-en-calle-articulo-123centro-ru-22-3130-_JM#position=5&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|4730004 pesos|104 m² construidos,3 recs.|197||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Calle Coahuila,roma Norte. Ru 21-2366 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379533583-departamento-en-venta-en-calle-coahuilaroma-norte-ru-21-2366-_JM#position=6&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|6600004 pesos|126 m² construidos,2 recs.|198||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Calle Coahuila,roma Norte. Ru 21-2364|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379467334-departamento-en-venta-en-calle-coahuilaroma-norte-ru-21-2364-_JM#position=7&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|3370004 pesos|43 m² construidos,1 rec.|199||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Cuauhtemoc Roma Norte 211712ru|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379467260-departamento-en-venta-en-cuauhtemoc-roma-norte-211712ru-_JM#position=8&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|9350000 pesos|194 m² construidos,2 recs.|200||19.39068|-99.2836995|Publicado hace 1 día
Hermoso Departamento Con Vista Panorámica En Venta Roma Nort|Departamento en venta|https://departamento.metroscubicos.com/MLM-1378957956-hermoso-departamento-con-vista-panoramica-en-venta-roma-nort-_JM#position=9&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Colima, Roma Norte, Cuauhtémoc, Distrito Federal|5700000 pesos|142 m² construidos,2 recs.|201|Colima|19.39068|-99.2836995|Publicado hace 1 día
Venta Departamento Nuevo En Zacatecas, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376935865-venta-departamento-nuevo-en-zacatecas-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|9950000 pesos|162 m² construidos,3 recs.|202|Zacatecas|19.39068|-99.2836995|Publicado hace 5 días
Muy Bien Ubicado Depa En El Corazón De Roma Norte, 23877|Departamento en renta|https://departamento.metroscubicos.com/MLM-1378137897-muy-bien-ubicado-depa-en-el-corazon-de-roma-norte-23877-_JM#position=11&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Mérida, Roma Norte, Cuauhtémoc, Distrito Federal|19000 pesos|63 m² construidos,1 rec.|203|Mérida|19.39068|-99.2836995|
14157 Querétaro, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376668114-14157-queretaro-roma-norte-_JM#position=12&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal|3000000 pesos|30 m² construidos,2 recs.|204|Querétaro|19.39068|-99.2836995|
Departamento Renta En La Roma En Chihuahua|Departamento en renta|https://departamento.metroscubicos.com/MLM-1377551328-departamento-renta-en-la-roma-en-chihuahua-_JM#position=13&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|21000 pesos|159 m² construidos,3 recs.|205||19.39068|-99.2836995|Publicado hace 4 días
Departamento En Venta En Colonia Roma|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376955485-departamento-en-venta-en-colonia-roma-_JM#position=14&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Sinaloa, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|4300000 pesos|85 m² construidos,2 recs.|206|Sinaloa, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 5 días
Venta Departamentos En Coahuila Roma Norte En Coahuila|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377590030-venta-departamentos-en-coahuila-roma-norte-en-coahuila-_JM#position=15&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|4419100 pesos|74 m² construidos,2 recs.|207||19.39068|-99.2836995|Publicado hace 4 días
14005 Frontera, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376600730-14005-frontera-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Frontera, Roma Norte, Cuauhtémoc, Distrito Federal|6214800 pesos|103 m² construidos,2 recs.|208|Frontera|19.39068|-99.2836995|
14134 - Querétaro, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376524263-14134-queretaro-roma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal|5800000 pesos|77 m² construidos,2 recs.|209|Querétaro|19.39068|-99.2836995|
Colonia Roma Se Renta Oficina|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379561222-colonia-roma-se-renta-oficina-_JM#position=18&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|400 pesos|170 m² construidos|210||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Roma Norte Coahuila 212364ru|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379523767-departamento-en-venta-en-roma-norte-coahuila-212364ru-_JM#position=19&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|3370000 pesos|43 m² construidos,1 rec.|211||19.39068|-99.2836995|Publicado hace 1 día
Amplia Oficina En Renta Colonia Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379045135-amplia-oficina-en-renta-colonia-roma-norte-_JM#position=20&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|280 pesos|359 m² construidos|212||19.39068|-99.2836995|Publicado hace 1 día
13944 Frontera, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377961373-13944-frontera-roma-norte-_JM#position=21&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Frontera, Roma Norte, Cuauhtémoc, Distrito Federal|4980000 pesos|83 m² construidos,2 recs.|213|Frontera|19.39068|-99.2836995|
14657 Zacatecas, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376638313-14657-zacatecas-roma-norte-_JM#position=22&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal|8398000 pesos|161 m² construidos,2 recs.|214|Zacatecas|19.39068|-99.2836995|
14650 Av. Chapultepec, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376520962-14650-av-chapultepec-roma-norte-_JM#position=23&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal|4695000 pesos|85 m² construidos,2 recs.|215|Av  Chapultepec|19.39068|-99.2836995|
Renta Oficina En Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1375976918-renta-oficina-en-roma-norte-_JM#position=24&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|37000 pesos|175 m² construidos|216||19.39068|-99.2836995|Publicado hace 6 días
Oficinas En Renta Calle Durango En Durango|Edificio en renta|https://inmueble.metroscubicos.com/MLM-1377583711-oficinas-en-renta-calle-durango-en-durango-_JM#position=25&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|500 pesos|403 m² construidos|217||19.39068|-99.2836995|Publicado hace 4 días
Venta Departamentos En Coahuila Roma Norte En Coahuila|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377551198-venta-departamentos-en-coahuila-roma-norte-en-coahuila-_JM#position=26&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Sur, Cuauhtémoc, Distrito Federal|3889440 pesos|70 m² construidos,2 recs.|218||19.39068|-99.2836995|Publicado hace 4 días
14345 Calle Querétaro, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1376686962-14345-calle-queretaro-roma-norte-_JM#position=27&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Calle Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal|5800000 pesos|79 m² construidos,2 recs.|219|Calle Querétaro|19.39068|-99.2836995|
Amplia Oficina En Renta Colonia Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379561216-amplia-oficina-en-renta-colonia-roma-norte-_JM#position=28&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|400 pesos|167 m² construidos|220||19.39068|-99.2836995|Publicado hace 1 día
Renta De Oficina En Colonia Roma Norte|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379015803-renta-de-oficina-en-colonia-roma-norte-_JM#position=29&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Avd. Alvaro Obregon, Hipódromo, Cuauhtémoc, Distrito Federal|26500 pesos|52 m² construidos|221|Avd. Alvaro Obregon|19.39068|-99.2836995|Publicado hace 1 día
14145 Querétaro, Roma Norte|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377935579-14145-queretaro-roma-norte-_JM#position=30&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal|8165300 pesos|114 m² construidos,3 recs.|222|Querétaro|19.39068|-99.2836995|
Exclusivo Pent House Con Roof Privado, Roma|Departamento en renta|https://departamento.metroscubicos.com/MLM-1376932475-exclusivo-pent-house-con-roof-privado-roma-_JM#position=31&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Plaza Río De Janeiro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|90000 pesos|150 m² construidos,2 recs.|223|Plaza Río De Janeiro 1 - 300, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 5 días
Departamento Con Excelentes Acabados En Una Extraordinaria Ubicación|Departamento en renta|https://departamento.metroscubicos.com/MLM-1378822523-departamento-con-excelentes-acabados-en-una-extraordinaria-ubicacion-_JM#position=32&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Córdoba, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|26000 pesos|100 m² construidos,1 rec.|224|Córdoba, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Coahuila, Colonia Roma Norte|Departamento en renta|https://departamento.metroscubicos.com/MLM-1378638573-coahuila-colonia-roma-norte-_JM#position=33&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Coahuila, Colonia Roma Norte, Cuauhtémoc, Distrito Federal|19900 pesos|93 m² construidos,3 recs.|225|Coahuila, Colonia Roma Norte|19.39068|-99.2836995|
Departamento En Venta En Calle Colima,roma Norte. Ru 22-1855|Departamento en venta|https://departamento.metroscubicos.com/MLM-1375953573-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1855-_JM#position=34&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|10249474 pesos|162 m² construidos,3 recs.|226||19.39068|-99.2836995|Publicado hace 6 días
Departamento En Venta En Calle Colima,roma Norte. Ru 22-1855|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379504592-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1855-_JM#position=35&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|10249474 pesos|162 m² construidos,3 recs.|227||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Calle Colima,roma Norte. Ru 22-1883 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379529854-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1883-_JM#position=36&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|8250004 pesos|167 m² construidos,2 recs.|228||19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta En Avenida Chapultepec,roma Norte. Ru 22-499 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379517303-departamento-en-venta-en-avenida-chapultepecroma-norte-ru-22-499-_JM#position=37&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|5950004 pesos|90 m² construidos,2 recs.|229||19.39068|-99.2836995|Publicado hace 1 día
Precioso Departamento A Espaldas De Avenida Reforma Amp|Departamento en venta|https://departamento.metroscubicos.com/MLM-1378847698-precioso-departamento-a-espaldas-de-avenida-reforma-amp-_JM#position=38&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Avenida Chapultepec 504, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|1180000 pesos|80 m² construidos,2 recs.|230|Avenida Chapultepec 504, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Departamento En Venta, Roma Norte, Coahuila (303)|Departamento en venta|https://departamento.metroscubicos.com/MLM-1378429306-departamento-en-venta-roma-norte-coahuila-303-_JM#position=39&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Coahuila, Cuauhtémoc, Distrito Federal|4134720 pesos|70 m² construidos,2 recs.|231|Coahuila|19.39068|-99.2836995|Publicado hace 2 días
Departamento En Venta, Roma Norte , Coahuila (602)|Departamento en venta|https://departamento.metroscubicos.com/MLM-1378391485-departamento-en-venta-roma-norte-coahuila-602-_JM#position=40&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Coahuila, Cuauhtémoc, Distrito Federal|7597110 pesos|97 m² construidos,2 recs.|232|Coahuila|19.39068|-99.2836995|Publicado hace 2 días
Departamento En Venta En Roma Norte En Colima|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377538327-departamento-en-venta-en-roma-norte-en-colima-_JM#position=41&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|9305538 pesos|130 m² construidos,3 recs.|233||19.39068|-99.2836995|Publicado hace 4 días
Departamento En Venta En Roma Norte  En Colima|Departamento en venta|https://departamento.metroscubicos.com/MLM-1377564112-departamento-en-venta-en-roma-norte-en-colima-_JM#position=42&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|9305533 pesos|130 m² construidos,3 recs.|234||19.39068|-99.2836995|Publicado hace 4 días
Departamento En Venta En Calle Colima,roma Norte. Ru 22-1883 |Departamento en venta|https://departamento.metroscubicos.com/MLM-1375889946-departamento-en-venta-en-calle-colimaroma-norte-ru-22-1883-_JM#position=43&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|8250004 pesos|167 m² construidos,2 recs.|235||19.39068|-99.2836995|Publicado hace 7 días
Oficina En La Colonia Roma Norte En Renta|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379586476-oficina-en-la-colonia-roma-norte-en-renta-_JM#position=44&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|400 pesos|68 m² construidos|236||19.39068|-99.2836995|Publicado hace 1 día
Puebla, Roma Norte|Oficina en venta|https://inmueble.metroscubicos.com/MLM-1379494587-puebla-roma-norte-_JM#position=45&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Roma Norte, Cuauhtémoc, Distrito Federal|3814374 pesos|63 m² construidos|237||19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379271908-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=46&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|1562000 pesos|49 m² construidos,1 rec.|238|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379452462-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=47&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|1618000 pesos|53 m² construidos,1 rec.|239|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379400665-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=48&search_layout=grid&type=item&tracking_id=06ee5cd6-8bd5-4e83-a7d6-f9a31515e59f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|1646000 pesos|54 m² construidos,1 rec.|240|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379400665-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=1&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|1646000 pesos|54 m² construidos,1 rec.|241|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379400624-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=2&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|3220000 pesos|78 m² construidos,1 rec.|242|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria |Departamento en venta|https://departamento.metroscubicos.com/MLM-1379168359-suite-roma-norte-gran-oportunidad-recuperacion-hipotecaria-_JM#position=3&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Cuauhtemoc, Cuauhtémoc, Distrito Federal|2695000 pesos|85 m² construidos,1 rec.|243|Cuauhtemoc|19.39068|-99.2836995|Publicado hace 1 día
#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!|Casa en venta|https://casa.metroscubicos.com/MLM-1379164208-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=4&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Tabasco 88, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|860000 pesos|500 m² construidos,5 recs.|244|Tabasco 88, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Terreno Habitacional En Venta En Roma Norte, Cuauhtémoc, Distrito Federal|Terreno en venta|https://terreno.metroscubicos.com/MLM-1378647520-terreno-habitacional-en-venta-en-roma-norte-cuauhtemoc-distrito-federal-_JM#position=5&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Roma Norte, Cuauhtémoc, Distrito Federal|5000000 pesos|148 m² de terreno|245||19.39068|-99.2836995|Publicado hace 1 día
#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!|Casa en venta|https://casa.metroscubicos.com/MLM-1379561841-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=6&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|María Hernández Zarco, Álamos, Ciudad De México, Cdmx, México, Alamos, Benito Juárez, Distrito Federal|949998 pesos|129 m² construidos,4 recs.|246|María Hernández Zarco, Álamos, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Casa En Remate En La Roma *lm|Casa en venta|https://casa.metroscubicos.com/MLM-1379525576-casa-en-remate-en-la-roma-lm-_JM#position=7&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Guanajuato 200, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|1889309 pesos|200 m² construidos,3 recs.|247|Guanajuato 200, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
#009-20 Remate Bancario, Casa Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!|Casa en venta|https://casa.metroscubicos.com/MLM-1379439096-009-20-remate-bancario-casa-col-roma-norte-en-una-de-las-mejores-zonas-de-la-ciudad-de-mexico-trato-directo-ante-notario-excelente-oportunidad-para-invertir-_JM#position=8&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Morelos 50, Del Carmen, Ciudad De México, Cdmx, México, Del Carmen, Coyoacán, Distrito Federal|839000 pesos|150 m² construidos,3 recs.|248|Morelos 50, Del Carmen, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Se Renta Oficina Amueblada En Roma Norte 12m2 , $3500 , (1)|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379062918-se-renta-oficina-amueblada-en-roma-norte-12m2-3500-1-_JM#position=9&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Real De Romita, Roma Norte, Cuauhtémoc, Distrito Federal|3500 pesos|12 m² construidos|249|Real De Romita|19.39068|-99.2836995|
Se Renta Oficina Amueblada En Roma Norte 12m2 , $3500|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379050671-se-renta-oficina-amueblada-en-roma-norte-12m2-3500-_JM#position=10&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Real De Romita, Roma Norte, Cuauhtémoc, Distrito Federal|3500 pesos|12 m² construidos|250|Real De Romita|19.39068|-99.2836995|
#009-20 Remate De Casa Grande! Roma Norte Benito Juarez. Propiedad Para Invertir!!!|Casa en venta|https://casa.metroscubicos.com/MLM-1378841278-009-20-remate-de-casa-grande-roma-norte-benito-juarez-propiedad-para-invertir-_JM#position=11&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Nicolás San Juan 235, Código 2, Colonia Del Valle Centro, Ciudad De México, Cdmx, México, Del Valle Norte, Benito Juárez, Distrito Federal|829000 pesos|190 m² construidos,3 recs.|251|Nicolás San Juan 235, Código 2, Colonia Del Valle Centro, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Terreno Venta Roma Norte En Durango|Terreno en venta|https://terreno.metroscubicos.com/MLM-1377538504-terreno-venta-roma-norte-en-durango-_JM#position=12&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Roma Norte, Cuauhtémoc, Distrito Federal|38000000 pesos|700 m² de terreno|252||19.39068|-99.2836995|Publicado hace 4 días
Departamento En Venta  Col. Roma Norte, Condesa|Departamento en venta|https://departamento.metroscubicos.com/MLM-1379536891-departamento-en-venta-col-roma-norte-condesa-_JM#position=13&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Avenida Álvaro Obregón 120, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal|4290000 pesos|90 m² construidos,2 recs.|253|Avenida Álvaro Obregón 120, Roma Norte, Ciudad De México, Cdmx, México|19.39068|-99.2836995|Publicado hace 1 día
Roma Norte / Oficina No. 12 1.4m2 , $1500|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379057083-roma-norte-oficina-no-12-14m2-1500-_JM#position=14&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Real De Romita, Roma Norte, Cuauhtémoc, Distrito Federal|1500 pesos|1 m² construidos|254|Real De Romita|19.39068|-99.2836995|
Oficina Amueblada Roma Norte 5m2 , $2500|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379062997-oficina-amueblada-roma-norte-5m2-2500-_JM#position=15&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Real De Romita, Roma Norte, Cuauhtémoc, Distrito Federal|2500 pesos|5 m² construidos|255|Real De Romita|19.39068|-99.2836995|
Roma Norte 2m2 , $900|Oficina en renta|https://inmueble.metroscubicos.com/MLM-1379038171-roma-norte-2m2-900-_JM#position=16&search_layout=grid&type=item&tracking_id=4a58b271-4dfc-4ef0-8991-f06e1253bb7f|Real De Romita, Roma Norte, Cuauhtémoc, Distrito Federal|900 pesos|2 m² construidos|256|Real De Romita|19.39068|-99.2836995|
