property_type,price_type,lat,lon,years,CVEGEO,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,precio_m2_final,nearest_50_pct_price,nearest_75_pct_price,nearest_25_pct_price,nearest_std_price,ageb_precio_m2_25_pct,ageb_precio_m2_50_pct,ageb_precio_m2_75_pct
depto,venta,19.4356338,-99.1495107,41.0,0901500010729,1771,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,56583.333333333336,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1772,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52267.44186046512,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,41.0,0901500010729,1773,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,61785.71428571428,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1774,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52267.48837209302,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1775,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,60956.94478527607,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1777,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52255.82558139535,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1778,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52267.44186046512,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1779,372.0,7.0,55.0,56.0,4.0,1,2.0,1.0,63850.74626865672,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1780,372.0,7.0,55.0,56.0,4.0,1,1.0,3.0,52267.5,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1781,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,45422.54929577465,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1782,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,68703.67088607595,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,12.0,0901500010729,1783,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,47000.0,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1784,372.0,7.0,55.0,56.0,4.0,1,2.0,1.0,63432.835820895525,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1785,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,65789.47368421052,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1786,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,65350.929824561405,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1787,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,60956.95705521473,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
casa,renta,19.4356338,-99.1495107,0.0,0901500010729,1790,372.0,7.0,55.0,56.0,4.0,0,2.0,2.0,59690.501121914735,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1791,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,45422.55281690141,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1792,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,65350.94736842105,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1793,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,65782.59649122808,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1794,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,65782.59649122808,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1795,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,65782.59649122808,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1796,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,71523.17880794701,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1797,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52267.44186046512,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1798,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,65350.87719298246,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1799,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,63859.73684210526,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1801,372.0,7.0,55.0,56.0,4.0,1,3.0,3.0,45422.535211267605,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1803,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,65350.9649122807,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1804,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,61831.02816901408,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,34.0,0901500010729,1806,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,52267.5,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1807,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,52900.8323699422,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1809,372.0,7.0,55.0,56.0,4.0,1,1.0,2.0,57484.66666666666,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1810,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,81498.84090909091,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1811,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,84834.25,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1812,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,74870.73333333334,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1813,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,61883.333333333336,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1814,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,67812.61538461539,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1815,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,52900.80924855491,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1816,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54400.04,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1817,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54400.0,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1818,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54400.032,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1820,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,79048.78723404255,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1821,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,76410.2564102564,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1822,372.0,7.0,55.0,56.0,4.0,1,2.0,1.0,72622.95081967213,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1823,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54065.07317073171,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1824,372.0,7.0,55.0,56.0,4.0,1,4.0,3.0,49748.76884422111,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1825,372.0,7.0,55.0,56.0,4.0,1,3.0,2.0,48195.87628865979,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1826,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54065.0406504065,58525.217054263565,64303.00499913059,51334.346400222814,7987.586315919898,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1827,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,57133.72093023256,58525.217054263565,64303.00499913059,50567.1763302663,8081.750633636789,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1828,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,57133.76744186047,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1829,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,54065.081300813006,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1830,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,57133.77906976744,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1831,372.0,7.0,55.0,56.0,4.0,1,2.0,1.0,72623.03278688525,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1832,372.0,7.0,55.0,56.0,4.0,1,4.0,3.0,49748.74371859297,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1833,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,57133.72093023256,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,1.0,0901500010729,1834,372.0,7.0,55.0,56.0,4.0,1,4.0,3.0,49748.76381909548,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,2.0,0901500010729,1835,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,63859.649122807015,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1836,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,57133.72093023256,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1837,372.0,7.0,55.0,56.0,4.0,1,1.0,2.0,57484.61538461538,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1838,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,59916.68333333333,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1840,372.0,7.0,55.0,56.0,4.0,1,1.0,2.0,30666.666666666668,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1842,372.0,7.0,55.0,56.0,4.0,1,3.0,2.0,68852.45901639345,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1843,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,67812.56410256411,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,-1.0,0901500010729,1844,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,45480.807692307695,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1845,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,78372.18604651163,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1846,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,52380.98412698413,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1849,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,54282.82828282828,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1850,372.0,7.0,55.0,56.0,4.0,1,2.0,2.0,49321.42857142857,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1851,372.0,7.0,55.0,56.0,4.0,1,1.0,1.0,81498.84090909091,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1853,372.0,7.0,55.0,56.0,4.0,1,3.0,2.0,59611.11111111111,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4356338,-99.1495107,0.0,0901500010729,1856,372.0,7.0,55.0,56.0,4.0,1,2.0,3.0,44941.86046511628,58525.1937984496,64303.00499913059,50567.1763302663,8081.750973278696,52267.48837209302,59611.11111111111,65782.59649122808
depto,venta,19.4451,-99.1461,0.0,090150001056A,1857,1087.0,19.0,221.0,663.0,8.0,1,3.0,2.0,60273.97260273973,64605.35087719298,74879.53367875647,58016.23931623931,12979.757986164323,60273.97260273973,60273.97260273973,60273.97260273973
depto,renta,19.4289499,-99.1711628,4.0,0901500010926,1860,370.0,2.0,56.0,62.0,5.0,1,2.0,2.0,51275.51020408162,47993.50324837581,69141.4637696983,43097.113289760346,20447.06487443512,33273.423005565855,39274.118738404446,45274.81447124303
depto,renta,19.4278822,-99.1713153,0.0,0901500010926,1861,430.0,1.0,57.0,64.0,9.0,1,2.0,2.0,27272.72727272727,47993.50324837581,55454.536465749086,45390.89984816704,17481.07944456873,33273.423005565855,39274.118738404446,45274.81447124303
depto,renta,19.4119026,-99.1596531,8.0,0901500011375,1862,211.0,6.0,52.0,60.0,4.0,1,1.0,2.2,39560.43956043956,56818.76556776557,60251.59941089838,46145.25139664805,10499.237804618264,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4121714,-99.1620752,12.0,0901500011375,1863,250.0,12.0,55.0,65.0,2.0,1,4.0,4.0,41258.74125874126,45945.98776223776,55971.69480059274,41192.65891579527,10613.262825753103,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4119026,-99.1596531,0.0,0901500011375,1864,211.0,6.0,52.0,60.0,4.0,1,2.0,2.0,59298.96907216495,52572.21707901038,59945.382783882786,44329.82142857143,11333.192418908053,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4115632,-99.1605358,0.0,0901500011375,1865,232.0,10.0,49.0,63.0,7.0,1,2.0,2.0,58074.10256410256,55303.975155279506,59874.603621730384,46722.07977627318,7007.48364764705,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4115632,-99.1605358,0.0,0901500011375,1866,232.0,10.0,49.0,63.0,7.0,1,2.0,2.0,60569.142857142855,55303.975155279506,58819.09706959707,46722.07977627318,6778.273340767635,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4119107,-99.159609,0.0,0901500011375,1867,206.0,6.0,51.0,58.0,4.0,1,1.0,1.0,45000.0,56818.76556776557,60251.59941089838,45475.072825219475,11169.513092547379,43706.293706293705,54470.06329113924,60143.66197183099
depto,renta,19.4126181,-99.1608245,7.0,0901500011375,1868,432.0,206.0,50.0,66.0,6.0,1,2.0,2.0,40233.23615160349,50483.87096774194,58978.49462365591,44918.313069908814,11310.432852430646,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.409876,-99.1611948,27.0,0901500011375,1869,221.0,9.0,36.0,61.0,9.0,1,2.0,2.0,41666.66666666666,57372.50645994832,65372.26982526882,46722.07977627318,11622.822944895435,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4117092,-99.1613624,10.0,0901500011375,1870,247.0,11.0,50.0,70.0,2.0,1,2.0,2.0,45555.55555555556,57372.50645994832,65372.26982526882,44493.45284237726,13997.959761663242,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4116332,-99.1610265,0.0,0901500011375,1871,240.0,10.0,47.0,67.0,3.0,1,1.0,1.0,78372.09302325582,57372.50645994832,59777.33438670412,47927.79710144928,8756.19586711691,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4123123,-99.1613896,10.0,0901500011375,1872,415.0,183.0,53.0,70.0,3.0,1,4.0,3.0,43706.293706293705,43407.148407148416,55322.0785440613,38640.6261110716,13288.561322149282,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41261,-99.16082,,0901500011375,1875,433.0,206.0,50.0,66.0,6.0,1,2.0,2.0,34210.52631578947,50483.87096774194,58978.49462365591,44918.313069908814,10505.656241782684,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1876,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,43621.52173913043,54679.09889558233,62243.07692307692,42990.4763986014,11589.162050417983,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1877,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,40383.037974683546,54679.09889558233,62243.07692307692,44762.56175889328,11213.45401158913,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1878,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,60392.307692307695,50370.132575757576,61345.90361445783,41849.43637883855,11732.86292126135,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1879,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,52554.583333333336,52494.64813800657,62243.07692307692,41849.43637883855,12027.102384015847,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1880,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,48185.681818181816,54679.09889558233,62243.07692307692,41849.43637883855,11917.639170381544,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1881,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,56803.614457831325,50370.132575757576,62243.07692307692,41849.43637883855,11946.749710547381,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1882,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,62860.0,50370.132575757576,59495.1343836886,41849.43637883855,11504.379505682828,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41151,-99.16234,,0901500011375,1883,458.0,10.0,85.0,219.0,3.0,1,2.0,2.0,64677.18446601942,50370.132575757576,59495.1343836886,41849.43637883855,11291.117777949496,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4117,-99.16136,,0901500011375,1884,247.0,11.0,50.0,70.0,2.0,1,2.0,2.0,45555.55555555556,57372.50645994832,65372.26982526882,47927.79710144928,13438.164767572685,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41216,-99.16207,,0901500011375,1886,252.0,12.0,55.0,65.0,2.0,1,4.0,4.0,38109.756097560974,50370.132575757576,55971.69480059274,43642.71473092125,9916.294425410639,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4119,-99.15965,,0901500011375,1887,211.0,6.0,52.0,60.0,4.0,1,2.0,2.0,74315.24547803617,52572.21707901038,58992.75244514935,44329.82142857143,8860.378797095194,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41216,-99.1613,,0901500011375,1888,254.0,13.0,55.0,70.0,3.0,1,4.0,3.0,32450.674974039463,44630.92463092464,62181.731630824375,40489.61242838793,15326.676457357067,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4119,-99.15965,,0901500011375,1889,211.0,6.0,52.0,60.0,4.0,1,1.0,1.0,60873.32911345273,52572.21707901038,58992.75244514935,44329.82142857143,11215.721586288104,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.4119,-99.15965,,0901500011375,1890,211.0,6.0,52.0,60.0,4.0,1,1.0,2.0,49581.00558659218,56818.76556776557,60251.59941089838,44329.82142857143,11462.073299535105,43706.293706293705,54470.06329113924,60143.66197183099
casa,venta,19.4119,-99.15965,,0901500011375,1891,211.0,6.0,52.0,60.0,4.0,0,2.0,2.0,38293.65079365079,56818.76556776557,60251.59941089838,46145.25139664805,10286.555914833187,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1892,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,60263.87640449438,55303.975155279506,58819.09706959707,46722.07977627318,6812.730336627251,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1893,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,60143.66197183099,55303.975155279506,58819.09706959707,46722.07977627318,6825.793905889363,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1894,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,54470.06329113924,56818.76556776557,59874.603621730384,46865.694388270975,7140.206412423215,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1895,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,44105.63829787234,56818.76556776557,59874.603621730384,54613.67790313704,6219.9457239315425,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1896,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,44139.41860465116,56818.76556776557,59874.603621730384,54613.67790313704,6226.592081578847,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1897,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,44106.42857142857,56818.76556776557,59874.603621730384,54613.67790313704,6220.101549450496,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41156,-99.16055,,0901500011375,1898,234.0,10.0,50.0,64.0,7.0,1,2.0,2.0,55044.52173913043,56818.76556776557,59874.603621730384,46722.07977627318,7134.140724623233,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41144,-99.16112,,0901500011375,1899,236.0,10.0,46.0,68.0,3.0,1,2.0,2.0,58317.708333333336,59605.54527162978,65858.81184305908,57372.50645994832,10040.336023804599,43706.293706293705,54470.06329113924,60143.66197183099
depto,venta,19.41144,-99.16112,,0901500011375,1900,236.0,10.0,46.0,68.0,3.0,1,2.0,2.0,57372.50645994832,59605.54527162978,65858.81184305908,57608.80692829458,10017.001279744505,43706.293706293705,54470.06329113924,60143.66197183099
