price_type,lat,lon,years,CVEGEO,new_id,num_comercios_imp,is_consultorio_imp,is_recreativo_imp,is_retail_imp,is_escuela_imp,Baños_imp,Recámaras_imp,precio_m2_final,nearest_50_pct_price,nearest_75_pct_price,nearest_25_pct_price,nearest_std_price,distance_parque,distance_fuente,ageb_precio_m2_25_pct,ageb_precio_m2_50_pct,ageb_precio_m2_75_pct
venta,19.4195256,-99.162549,0.0,0901500011002,374,317.0,17.0,59.0,71.0,15.0,2.0,2.0,68086.41975308642,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,375,317.0,17.0,59.0,71.0,15.0,2.0,2.0,73285.71428571429,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,376,317.0,17.0,59.0,71.0,15.0,2.0,2.0,69580.24691358025,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,16.0,0901500011002,381,317.0,17.0,59.0,71.0,15.0,2.0,3.0,49944.444444444445,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4221518,-99.1603614,14.0,0901500011002,382,281.0,18.0,46.0,48.0,13.0,2.0,2.0,60824.74226804124,48734.17721518988,57766.79841897233,37312.27106227106,16127.525239752878,1445.3935795829207,538.5674568964546,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4184822,-99.1614643,10.0,0901500011002,383,288.0,11.0,62.0,72.0,15.0,1.0,2.0,10657.872727272726,54000.0,74447.20077220077,25072.99270072993,27076.922649031658,1078.1113717896126,302.1514977277406,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,384,317.0,17.0,59.0,71.0,15.0,2.0,3.0,65400.151162790695,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,385,317.0,17.0,59.0,71.0,15.0,2.0,3.0,49944.444444444445,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,1.0,0901500011002,386,317.0,17.0,59.0,71.0,15.0,2.0,3.0,64995.77922077922,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,387,317.0,17.0,59.0,71.0,15.0,1.0,1.0,72385.45454545454,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,390,317.0,17.0,59.0,71.0,15.0,2.0,2.0,66580.24691358025,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,391,317.0,17.0,59.0,71.0,15.0,2.0,2.0,66580.24691358025,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,392,317.0,17.0,59.0,71.0,15.0,2.0,2.0,74792.20779220779,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4184822,-99.1614643,0.0,0901500011002,393,288.0,11.0,62.0,72.0,15.0,2.0,3.0,24087.591240875918,54000.0,74447.20077220077,25072.99270072993,28822.037432095956,1078.1113717896126,302.1514977277406,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.417484,-99.164558,0.0,0901500011002,395,355.0,19.0,50.0,76.0,9.0,1.0,1.0,84224.87037037036,58841.22670807454,75794.74732387354,49450.39682539682,18408.767239064637,766.3113284338923,172.34397892421592,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,397,317.0,17.0,59.0,71.0,15.0,1.0,1.0,71245.61403508772,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.417484,-99.164558,0.0,0901500011002,399,355.0,19.0,50.0,76.0,9.0,1.0,1.0,87524.25396825396,58841.22670807454,75794.74732387354,49450.39682539682,17913.512632057314,766.3113284338923,172.34397892421592,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.417484,-99.164558,0.0,0901500011002,400,355.0,19.0,50.0,76.0,9.0,1.0,1.0,87524.26315789473,58841.22670807454,75794.74732387354,49450.39682539682,17913.5111301401,766.3113284338923,172.34397892421592,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,401,317.0,17.0,59.0,71.0,15.0,1.0,1.0,71611.13333333333,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,402,317.0,17.0,59.0,71.0,15.0,2.0,2.0,62746.47887323944,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,403,317.0,17.0,59.0,71.0,15.0,2.0,2.0,60972.22222222222,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
renta,19.4195256,-99.162549,0.0,0901500011002,404,317.0,17.0,59.0,71.0,15.0,4.0,3.0,38095.2380952381,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.419436,-99.16253,0.0,0901500011002,405,327.0,20.0,58.0,75.0,15.0,2.0,2.0,57777.77777777778,54619.04255319149,74078.86231415643,49613.40206185567,16512.253894967947,1069.4264806511292,190.00671060430884,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,406,317.0,17.0,59.0,71.0,15.0,2.0,1.0,63432.835820895525,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,407,317.0,17.0,59.0,71.0,15.0,1.0,1.0,63859.649122807015,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,408,317.0,17.0,59.0,71.0,15.0,1.0,1.0,59916.66666666666,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4188488,-99.1613324,0.0,0901500011002,409,284.0,11.0,61.0,69.0,18.0,2.0,2.0,60000.0,38014.598540145984,74447.20077220077,24087.591240875918,29580.254127917677,1114.7801166181491,310.67206861978394,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,-1.0,0901500011002,410,317.0,17.0,59.0,71.0,15.0,2.0,2.0,54400.144,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,411,317.0,17.0,59.0,71.0,15.0,2.0,2.0,57777.77777777778,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,1.0,0901500011002,412,317.0,17.0,59.0,71.0,15.0,2.0,3.0,58071.22807017544,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,413,317.0,17.0,59.0,71.0,15.0,1.0,1.0,59916.66666666666,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,414,317.0,17.0,59.0,71.0,15.0,2.0,1.0,64594.59459459459,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,415,317.0,17.0,59.0,71.0,15.0,1.0,1.0,65172.41379310345,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,416,317.0,17.0,59.0,71.0,15.0,1.0,1.0,76410.71794871795,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,417,317.0,17.0,59.0,71.0,15.0,1.0,1.0,79048.78723404255,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
venta,19.4195256,-99.162549,0.0,0901500011002,418,317.0,17.0,59.0,71.0,15.0,2.0,2.0,72385.45454545454,63855.96006300964,66949.31773879142,59916.66666666666,7278.611401251912,1075.4284790384197,190.74727337775565,51428.57142857142,61785.71428571428,68852.45901639345
