main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito
Renta Departamento En Roma Norte,"Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1,depto,renta,6.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,1.0,17500.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,09,015,0001,0998,Urbana
Renta Casa A Estrenar En Condominio Roma Norte,"Cozumel S/n, Roma Norte, Cuauhtémoc, Distrito Federal",6,casa,renta,4.0,19.419022,-99.1709307,4.0,,3.0,800.0,169.0,0.0,45000.0,metros_cubicos,POINT (-99.1709307 19.419022),12624,0901500010998,09,015,0001,0998,Urbana
Roma Norte Venta De Hermosa Casa Con Acabados De Lujo.,"Cozumel Sn, Roma Norte, Cuauhtémoc, Distrito Federal",52,casa,venta,41.0,19.4190796,-99.1709152,3.0,,3.0,800.0,169.0,1.0,11599000.0,metros_cubicos,POINT (-99.1709152 19.4190796),12624,0901500010998,09,015,0001,0998,Urbana
"Confortable Depa En Roma Norte, Cerca De Metro Sevilla, 71465","Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",61,depto,renta,,19.419837,-99.1695818,2.0,1.0,2.0,65.0,65.0,0.0,18500.0,metros_cubicos,POINT (-99.1695818 19.419837),12624,0901500010998,09,015,0001,0998,Urbana
"Increíble Departamento Amueblado Cerca De Fuente De Cibeles, 12380","Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",62,depto,renta,,19.4211777,-99.1667885,2.0,2.0,2.0,98.0,98.0,0.0,26850.0,metros_cubicos,POINT (-99.1667885 19.4211777),12624,0901500010998,09,015,0001,0998,Urbana
Renta Departamento Amueblado Roma Norte,"Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",70,depto,renta,6.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,1.0,22000.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,09,015,0001,0998,Urbana
"Hermoso Departamento Frente A La Fuente De La Cibeles, Roma Norte, 17534","Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",89,depto,renta,,19.4205083,-99.1669138,1.0,1.0,1.0,60.0,60.0,0.0,24500.0,metros_cubicos,POINT (-99.1669138 19.4205083),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento En Roma Norte, Cuauhtémoc Con 2 Recámaras, 65 M², Id: 60663","Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",94,depto,renta,,19.4198706,-99.1695089,2.0,1.0,2.0,65.0,65.0,11.0,17500.0,metros_cubicos,POINT (-99.1695089 19.4198706),12624,0901500010998,09,015,0001,0998,Urbana
"Venta Y/o Renta Departamento A Estrenar En Durango, Roma Nor","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",101,depto,venta,5.0,19.4202688,-99.1642694,3.0,2.0,2.0,192.0,192.0,0.0,9000000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,09,015,0001,0998,Urbana
"14483 Calle Salamanca, Roma Norte","Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",108,depto,venta,,19.419871,-99.169509,2.0,2.0,2.0,89.0,89.0,0.0,8500000.0,metros_cubicos,POINT (-99.16950900000001 19.419871),12624,0901500010998,09,015,0001,0998,Urbana
Gran Oportunidad Departamento En Venta Roma Norte,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",153,depto,venta,6.0,19.4202448,-99.1695894,2.0,1.0,3.0,184.0,184.0,0.0,6500000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,09,015,0001,0998,Urbana
"14323 Valladolid, Roma Norte","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",192,depto,venta,,19.42028,-99.168,2.0,1.0,3.0,109.0,109.0,0.0,6500000.0,metros_cubicos,POINT (-99.16800000000001 19.42028),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta En Colonia Roma,"Sinaloa, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",206,depto,venta,5.0,19.4202448,-99.1695894,2.0,1.0,2.0,85.0,85.0,25.0,4300000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,09,015,0001,0998,Urbana
"14650 Av. Chapultepec, Roma Norte","Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",215,depto,venta,,19.422955,-99.165253,2.0,1.0,2.0,85.0,85.0,0.0,4695000.0,metros_cubicos,POINT (-99.16525300000001 19.422955),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",238,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,49.0,49.0,28.0,1562000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",239,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,53.0,53.0,28.0,1618000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",240,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,54.0,54.0,28.0,1646000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",241,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,54.0,54.0,28.0,1646000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",242,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,78.0,78.0,28.0,3220000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Suite ,roma Norte Gran Oportunidad, Recuperacion Hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",243,depto,venta,1.0,19.42048,-99.1702009,1.0,1.0,1.0,85.0,85.0,28.0,2695000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,09,015,0001,0998,Urbana
"Ocotlán, Roma Norte","Ocotlan, Roma Norte, Cuauhtémoc, Distrito Federal",264,casa,venta,4.0,19.4216027,-99.1694198,3.0,1.0,3.0,150.0,235.0,91.0,14500000.0,metros_cubicos,POINT (-99.1694198 19.4216027),12624,0901500010998,09,015,0001,0998,Urbana
"Uh Departamento En Renta, Roma Norte. Sobre Av. Principal","Avenida Oaxaca 1, Roma Norte, Cuauhtémoc, Distrito Federal",292,depto,renta,2.0,19.41991,-99.1662471,1.0,,2.0,90.0,90.0,0.0,21000.0,metros_cubicos,POINT (-99.16624710000001 19.41991),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento En Roma Norte, Cuauhtémoc Con 2 Recámaras, 109 M², Id: 60556","Medellín, Roma Norte, Cuauhtémoc, Distrito Federal",299,depto,venta,,19.4207309,-99.1667851,2.0,2.0,2.0,109.0,109.0,20.0,6950000.0,metros_cubicos,POINT (-99.1667851 19.4207309),12624,0901500010998,09,015,0001,0998,Urbana
Venta Departamento Roma Norte,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",300,depto,venta,3.0,19.4214968,-99.165573,2.0,2.0,3.0,93.0,93.0,10.0,5950000.0,metros_cubicos,POINT (-99.16557299999999 19.4214968),12624,0901500010998,09,015,0001,0998,Urbana
Venta Departamento Roma Norte,"Venta Departamento, Roma Sur, Cuauhtémoc, Distrito Federal",306,depto,venta,3.0,19.4214968,-99.165573,2.0,2.0,3.0,93.0,93.0,10.0,5950000.0,metros_cubicos,POINT (-99.16557299999999 19.4214968),12624,0901500010998,09,015,0001,0998,Urbana
Casa Uso De Suelo  En  Venta En Colonia Roma Norte,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",313,casa,venta,4.0,19.4221155,-99.1650541,,,,150.0,425.0,26.0,30000000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,09,015,0001,0998,Urbana
"Renta De Departamento Amueblado En Colonia Roma Norte, Cdmx","Roma Norte, Cuauhtémoc, Distrito Federal",315,depto,renta,31.0,19.4221155,-99.1650541,1.0,1.0,3.0,70.0,70.0,45.0,17000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Renta En Col. Roma Norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",322,depto,renta,3.0,19.4202,-99.1684,2.0,1.0,3.0,109.0,109.0,14.0,25000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,09,015,0001,0998,Urbana
Bonito Departamento  Con Balcon Y Con Gimnasio En La Colonia,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",338,depto,renta,2.0,19.4221155,-99.1650541,2.0,2.0,2.0,95.0,95.0,0.0,24000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,09,015,0001,0998,Urbana
#009 Remato Departamento En La Roma Norte,"Av Oaxaca 56, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",345,depto,venta,37.0,19.4207579,-99.1653895,2.0,2.0,3.0,100.0,100.0,17.0,600000.0,metros_cubicos,POINT (-99.1653895 19.4207579),12624,0901500010998,09,015,0001,0998,Urbana
Vendo Departamento En La Roma Con Terraza,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",408,depto,venta,10.0,19.4202853,-99.1696874,2.0,2.0,1.0,158.0,158.0,0.0,6900000.0,metros_cubicos,POINT (-99.1696874 19.4202853),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Roma Norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",448,depto,venta,31.0,19.4202,-99.1684,2.0,2.0,2.0,109.0,109.0,14.0,5700000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,09,015,0001,0998,Urbana
Vendo Increíble Departamento Con Terraza Y Balcon,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",457,depto,venta,1.0,19.4202448,-99.1695894,2.0,2.0,2.0,160.0,160.0,0.0,6900000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,09,015,0001,0998,Urbana
D107 - Av. Chapultepec,"Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",473,depto,venta,,19.423094,-99.164185,2.0,1.0,2.0,85.0,85.0,0.0,4445000.0,metros_cubicos,POINT (-99.164185 19.423094),12624,0901500010998,09,015,0001,0998,Urbana
Departamento Venta  Roma Norte.,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",475,depto,venta,1.0,19.4202688,-99.1642694,2.0,1.0,2.0,0.0,100.0,60.0,4900000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,09,015,0001,0998,Urbana
Venta De Dos Departamentos En Col. Roma Norte,"Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",477,depto,venta,1.0,19.422946,-99.1652713,1.0,,2.0,88.0,88.0,0.0,3500000.0,metros_cubicos,POINT (-99.1652713 19.422946),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Renta Roma Norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",490,depto,renta,31.0,19.4202,-99.1684,2.0,2.0,2.0,109.0,109.0,14.0,22200.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta En Col.roma Norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",492,depto,venta,3.0,19.4202,-99.1684,2.0,1.0,3.0,109.0,109.0,14.0,6500000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,09,015,0001,0998,Urbana
"D439 - Oaxaca, Roma Norte","Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal",507,depto,venta,,19.42234,-99.164163,2.0,,2.0,77.0,77.0,0.0,5440000.0,metros_cubicos,POINT (-99.164163 19.42234),12624,0901500010998,09,015,0001,0998,Urbana
Chapultepec 322 - Roma Norte,"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",523,depto,venta,28.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,2.0,5795000.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,09,015,0001,0998,Urbana
Hermoso Departamento En El Corazón De La Roma,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",528,depto,venta,5.0,19.4229547,-99.1652534,2.0,1.0,2.0,85.0,85.0,0.0,4995000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
"Renta Departamento Roma Norte , Calle Puebla","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",541,depto,renta,35.0,19.4221155,-99.1650541,2.0,,2.0,120.0,120.0,52.0,20000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,09,015,0001,0998,Urbana
"Valladolid, Roma Norte","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",621,depto,venta,5.0,19.419863,-99.1682223,2.0,1.0,2.0,114.0,114.0,11.0,6250000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,09,015,0001,0998,Urbana
Loft En Venta Ubicado En La Colonia Roma Norte,"Roma Norte, Cuauhtémoc, Distrito Federal",692,depto,venta,4.0,19.4219017,-99.1635997,1.0,1.0,,0.0,39.0,0.0,3237500.0,metros_cubicos,POINT (-99.16359970000001 19.4219017),12624,0901500010998,09,015,0001,0998,Urbana
Se Vende Departamento Col. Roma Norte,"Valladolid 3, Roma Norte, Cuauhtémoc, Distrito Federal",708,depto,venta,3.0,19.421949,-99.1689171,2.0,1.0,3.0,107.0,107.0,0.0,4900000.0,metros_cubicos,POINT (-99.1689171 19.421949),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento Con Excelente Distribución, Céntrico, Muy Buena Vista Y Gran Iluminación, A Unas Cuadras De La Bella Zona Turística De La Colonia Roma.","Salamanca 52, Roma Norte, Cuauhtémoc, Distrito Federal",763,depto,venta,3.0,19.41987,-99.169508,2.0,,2.0,0.0,64.0,0.0,4700000.0,metros_cubicos,POINT (-99.16950799999999 19.41987),12624,0901500010998,09,015,0001,0998,Urbana
"3929 Puebla, Roma Norte","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",802,depto,venta,,19.421857,-99.165886,1.0,1.0,2.0,110.0,110.0,0.0,4875000.0,metros_cubicos,POINT (-99.165886 19.421857),12624,0901500010998,09,015,0001,0998,Urbana
Venta Lindo Y Cómodo Depto. Col. Roma Con Roof Garden,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",807,depto,venta,7.0,19.419863,-99.1682223,2.0,2.0,2.0,110.0,110.0,11.0,5700000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Roma Norte (m2d2005),"Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",816,depto,venta,,19.42064,-99.1702226,1.0,,1.0,40.0,40.0,0.0,4120000.0,metros_cubicos,POINT (-99.1702226 19.42064),12624,0901500010998,09,015,0001,0998,Urbana
"Roma Norte, Ubicadísimo Y Lindo Departamento En Renta","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",823,depto,renta,,19.4219472,-99.1689252,2.0,1.0,2.0,107.0,107.0,15.0,25000.0,metros_cubicos,POINT (-99.1689252 19.4219472),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento En Venta, Cuauhtémoc, Ciudad De México","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",856,depto,venta,18.0,19.4221155,-99.1650541,2.0,2.0,3.0,0.0,93.0,0.0,5956000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,09,015,0001,0998,Urbana
Departamento Pent House Nuevo En Venta En Colonia Roma,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",859,depto,venta,4.0,19.4206466,-99.170547,2.0,2.0,2.0,99.0,99.0,0.0,7690640.0,metros_cubicos,POINT (-99.170547 19.4206466),12624,0901500010998,09,015,0001,0998,Urbana
Departamento Pent House Nuevo En Venta En Colonia Roma,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",1015,depto,venta,4.0,19.4206466,-99.170547,2.0,2.0,2.0,107.0,107.0,0.0,9086780.0,metros_cubicos,POINT (-99.170547 19.4206466),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Roma Norte,"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",1020,depto,venta,8.0,19.419863,-99.1682223,1.0,,1.0,0.0,42.0,0.0,3425000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,09,015,0001,0998,Urbana
"D649 - Sinaloa, Roma Norte","Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",1026,depto,venta,,19.420114,-99.170194,2.0,1.0,2.0,103.0,103.0,0.0,6820000.0,metros_cubicos,POINT (-99.170194 19.420114),12624,0901500010998,09,015,0001,0998,Urbana
Increíble Departamento En Renta,"Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal",1082,depto,renta,6.0,19.4196971,-99.1665131,1.0,,2.0,100.0,100.0,2.0,21000.0,metros_cubicos,POINT (-99.1665131 19.4196971),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Con Terraza En La Roma Norte,"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1089,depto,venta,7.0,19.422946,-99.1652713,2.0,1.0,2.0,93.0,93.0,0.0,4595000.0,metros_cubicos,POINT (-99.1652713 19.422946),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Roma Norte,"Av. Insurgentes Sur179, Roma Norte, Cuauhtémoc, Distrito Federal",1173,depto,venta,13.0,19.421902,-99.1636,1.0,,1.0,0.0,34.0,0.0,2820000.0,metros_cubicos,POINT (-99.1636 19.421902),12624,0901500010998,09,015,0001,0998,Urbana
Departamento - Roma Norte,"Puebla 277 Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",1177,depto,venta,36.0,19.4213841,-99.1690072,2.0,2.0,2.0,74.0,71.0,0.0,5580000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,09,015,0001,0998,Urbana
Departamento - Roma Norte,"Puebla 277 Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",1185,depto,venta,36.0,19.4213841,-99.1690072,2.0,2.0,2.0,74.0,71.0,0.0,5625000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,09,015,0001,0998,Urbana
Departamento - Roma Norte,"Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal",1195,depto,venta,36.0,19.4213841,-99.1690072,2.0,2.0,2.0,107.0,104.0,0.0,7390000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,09,015,0001,0998,Urbana
Departamento - Roma Norte,"Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal",1213,depto,venta,36.0,19.4213841,-99.1690072,3.0,2.0,3.0,256.0,123.0,0.0,13800000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,09,015,0001,0998,Urbana
Departamento - Roma Norte,"Puebla 277 Roma Norte, Cuauhtémoc, Distrito Federal",1214,depto,venta,36.0,19.4213841,-99.1690072,2.0,2.0,3.0,320.0,108.0,0.0,12400000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,09,015,0001,0998,Urbana
"9577 Puebla, Roma Norte","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",1250,depto,venta,,19.422406,-99.16488,2.0,2.0,3.0,93.0,93.0,0.0,5956000.0,metros_cubicos,POINT (-99.16488 19.422406),12624,0901500010998,09,015,0001,0998,Urbana
Increible Departamento En La Mejor Zona De La Colonia Roma N,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",1257,depto,venta,,19.4219472,-99.1689252,2.0,1.0,2.0,107.0,107.0,15.0,5950000.0,metros_cubicos,POINT (-99.1689252 19.4219472),12624,0901500010998,09,015,0001,0998,Urbana
Departamento  Venta Roma Exterior Con Balcon,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",1315,depto,venta,1.0,19.420232,-99.1696743,2.0,,2.0,107.0,107.0,11.0,7190000.0,metros_cubicos,POINT (-99.1696743 19.420232),12624,0901500010998,09,015,0001,0998,Urbana
"Chapultepec, Roma Norte","Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1351,depto,venta,5.0,19.4229547,-99.1652534,1.0,,1.0,37.0,37.0,0.0,2878798.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
Roma Norte,"Sinaloa, Roma Sur, Cuauhtémoc, Distrito Federal",1358,depto,venta,8.0,19.4203748,-99.168491,1.0,1.0,1.0,80.0,80.0,0.0,5500000.0,metros_cubicos,POINT (-99.168491 19.4203748),12624,0901500010998,09,015,0001,0998,Urbana
"Preventa En La Colonia Roma Norte, Chapultepec","Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1368,depto,venta,5.0,19.4229547,-99.1652534,,,,34.0,34.0,0.0,2793102.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta En Roma Norte Av Chapultepec 22-3107,"Roma Norte, Cuauhtémoc, Distrito Federal",1370,depto,venta,33.0,19.4229547,-99.1652534,2.0,1.0,2.0,86.0,86.0,0.0,4913500.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta En Avenida Chapultepec 22-3111,"Roma Norte, Cuauhtémoc, Distrito Federal",1371,depto,venta,33.0,19.4229547,-99.1652534,2.0,1.0,2.0,61.0,61.0,0.0,4430000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento En Venta, Cuauhtémoc, Ciudad De México","Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1391,depto,venta,18.0,19.4229547,-99.1652534,2.0,2.0,2.0,0.0,61.0,0.0,4300000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,09,015,0001,0998,Urbana
"D1278 - Salamanca, Roma Norte","Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",1415,depto,venta,,19.42064,-99.17022,1.0,,1.0,40.0,40.0,0.0,4120000.0,metros_cubicos,POINT (-99.17022 19.42064),12624,0901500010998,09,015,0001,0998,Urbana
"Gran Preventa¡¡¡ Departamento De 1 Recamara, Col. Roma Norte","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1416,depto,venta,48.0,19.4200874,-99.1670435,1.0,,,42.0,42.0,0.0,3998850.0,metros_cubicos,POINT (-99.16704350000001 19.4200874),12624,0901500010998,09,015,0001,0998,Urbana
"D1030 - Av. Chapultepec, Roma Norte","Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1456,depto,venta,,19.421948,-99.16916,1.0,,1.0,29.0,29.0,0.0,2752944.0,metros_cubicos,POINT (-99.16916000000001 19.421948),12624,0901500010998,09,015,0001,0998,Urbana
"Departamento Venta Roma Norte, Durango","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1460,depto,venta,1.0,19.4202688,-99.1642694,2.0,1.0,2.0,0.0,100.0,0.0,4930000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,09,015,0001,0998,Urbana
"D1075 - Durango, Roma Norte","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1465,depto,venta,,19.420087,-99.16704,1.0,,1.0,37.0,37.0,0.0,3848548.0,metros_cubicos,POINT (-99.16704 19.420087),12624,0901500010998,09,015,0001,0998,Urbana
Departamento En Venta Roma Norte,"Durando193, Roma Norte, Cuauhtémoc, Distrito Federal",1503,depto,venta,13.0,19.420087,-99.167044,1.0,,1.0,0.0,36.0,0.0,3848548.0,metros_cubicos,POINT (-99.167044 19.420087),12624,0901500010998,09,015,0001,0998,Urbana
Hermoso Departamento Roma Oportunidad De Adquirirlo // Bonfi,"Oaxaca 56, Roma Norte, Cuauhtémoc, Distrito Federal",1550,depto,venta,2.0,19.4207579,-99.1653895,2.0,1.0,3.0,90.0,90.0,5.0,4100000.0,metros_cubicos,POINT (-99.1653895 19.4207579),12624,0901500010998,09,015,0001,0998,Urbana
"Roma Norte, Frente A La Fuente De La Cibeles. Magnifico","Medellín 43, Roma Norte, Cuauhtémoc, Distrito Federal",1556,depto,venta,4.0,19.4205083,-99.1669138,1.0,1.0,1.0,65.0,65.0,30.0,22500.0,metros_cubicos,POINT (-99.1669138 19.4205083),12624,0901500010998,09,015,0001,0998,Urbana
"Un Departamento Para Un Gran Estilo De Vida, Roma Norte Cgc","Oaxaca 56, Roma Norte, Cuauhtémoc, Distrito Federal",1585,depto,venta,2.0,19.4207579,-99.1653895,2.0,2.0,2.0,180.0,180.0,0.0,4100000.0,metros_cubicos,POINT (-99.1653895 19.4207579),12624,0901500010998,09,015,0001,0998,Urbana
Bonito Y Cálido Departamento En La Roma Norte,"Puebla 258, Roma Norte, Cuauhtémoc, Distrito Federal",1588,depto,venta,8.0,19.4213628,-99.1679593,3.0,1.0,3.0,98.0,98.0,0.0,4703000.0,metros_cubicos,POINT (-99.16795930000001 19.4213628),12624,0901500010998,09,015,0001,0998,Urbana
Deparatmento En La Col. Roma Norte,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",1596,depto,venta,7.0,19.4220585,-99.1661464,1.0,,2.0,96.0,96.0,49.0,4800000.0,metros_cubicos,POINT (-99.1661464 19.4220585),12624,0901500010998,09,015,0001,0998,Urbana
Departamento Clásico En Roma Norte Totalmente Renovado,"Puebla 258, Roma Norte, Cuauhtémoc, Distrito Federal",1653,depto,venta,8.0,19.4213628,-99.1679593,3.0,1.0,3.0,103.0,103.0,0.0,4943000.0,metros_cubicos,POINT (-99.16795930000001 19.4213628),12624,0901500010998,09,015,0001,0998,Urbana
"Roma Norte, Frente A La Fuente De La Cibeles. Magnifico","Medellín 43, Roma Norte, Cuauhtémoc, Distrito Federal",1669,depto,venta,4.0,19.4205083,-99.1669138,1.0,1.0,1.0,65.0,65.0,30.0,4650000.0,metros_cubicos,POINT (-99.1669138 19.4205083),12624,0901500010998,09,015,0001,0998,Urbana
Hermosos Departamentos En Roma Norte En Edificio Renovado,"Puebla 258, Roma Norte, Cuauhtémoc, Distrito Federal",1705,depto,venta,8.0,19.4213628,-99.1679593,3.0,1.0,3.0,103.0,103.0,0.0,4943000.0,metros_cubicos,POINT (-99.16795930000001 19.4213628),12624,0901500010998,09,015,0001,0998,Urbana
"Vo Exclusivos Departamentos, Excelentes Acabados, Roma Norte","Salamanca  11, Roma Norte, Cuauhtémoc, Distrito Federal",1722,depto,venta,10.0,19.4214358,-99.1704172,1.0,1.0,1.0,42.0,42.0,0.0,3273000.0,metros_cubicos,POINT (-99.1704172 19.4214358),12624,0901500010998,09,015,0001,0998,Urbana
