main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito
"Departamento En Venta, Roma Norte, Guanajuato (202)","Guanajuato, Cuauhtémoc, Distrito Federal",33,depto,venta,20.0,19.417364,-99.159454,4.0,2.0,3.0,0.0,153.0,0.0,9789570.0,metros_cubicos,POINT (-99.159454 19.417364),12692,0901500011110,09,015,0001,1110,Urbana
Increíble Depto En El Corazón De La Roma,"San Luis Potosi  79, Roma Norte, Cuauhtémoc, Distrito Federal",47,depto,renta,26.0,19.4146191,-99.1581994,2.0,2.0,1.0,102.0,102.0,0.0,22000.0,metros_cubicos,POINT (-99.1581994 19.4146191),12692,0901500011110,09,015,0001,1110,Urbana
4855 Zacatecas 3,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",51,depto,venta,,19.417043,-99.154625,2.0,1.0,1.0,70.0,70.0,0.0,4750000.0,metros_cubicos,POINT (-99.154625 19.417043),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Nuevo En Venta - Roma Norte,"Coahuila 10, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",57,depto,venta,18.0,19.412594,-99.1552653,2.0,1.0,3.0,132.0,95.0,1.0,6870431.0,metros_cubicos,POINT (-99.1552653 19.412594),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Nuevo En Venta - Roma Norte,"Coahuila 10, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",59,depto,venta,18.0,19.412594,-99.1552653,2.0,1.0,3.0,147.0,95.0,1.0,7276231.0,metros_cubicos,POINT (-99.1552653 19.412594),12692,0901500011110,09,015,0001,1110,Urbana
"Excelente Departamento En La Roma Norte, Cuauhtémoc, 37770","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",63,depto,renta,,19.4161493,-99.1575625,2.0,1.0,2.0,130.0,130.0,0.0,25500.0,metros_cubicos,POINT (-99.1575625 19.4161493),12692,0901500011110,09,015,0001,1110,Urbana
Renta Casa En Condominio Roma Norte,"Calle Querétaro 12, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",74,casa,renta,55.0,19.4157141,-99.1553039,2.0,2.0,3.0,102.0,180.0,40.0,37500.0,metros_cubicos,POINT (-99.15530390000001 19.4157141),12692,0901500011110,09,015,0001,1110,Urbana
Casa En Venta / Renta Catalogada Roma Norte,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",78,casa,venta,20.0,19.4159559,-99.1585056,,,,639.0,1050.0,82.0,58000000.0,metros_cubicos,POINT (-99.1585056 19.4159559),12692,0901500011110,09,015,0001,1110,Urbana
Casa En Venta / Renta Catalogada Roma Norte,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",81,casa,renta,14.0,19.4159559,-99.1585056,,,,639.0,1050.0,82.0,380000.0,metros_cubicos,POINT (-99.1585056 19.4159559),12692,0901500011110,09,015,0001,1110,Urbana
Casa En Venta En Roma Norte,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",110,casa,venta,,19.4171982,-99.1555016,2.0,,5.0,211.0,212.0,0.0,14000000.0,metros_cubicos,POINT (-99.15550159999999 19.4171982),12692,0901500011110,09,015,0001,1110,Urbana
Renta Departamento Roma Norte,"Renta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",113,depto,renta,4.0,19.418827,-99.156575,2.0,1.0,2.0,101.0,101.0,15.0,18500.0,metros_cubicos,POINT (-99.156575 19.418827),12692,0901500011110,09,015,0001,1110,Urbana
Renta Departamento Roma Norte,"Renta Departamento, Cuauhtémoc, Distrito Federal",116,depto,renta,4.0,19.418827,-99.156575,2.0,1.0,2.0,101.0,101.0,15.0,18500.0,metros_cubicos,POINT (-99.156575 19.418827),12692,0901500011110,09,015,0001,1110,Urbana
Moderno Departamento Con Roof Privado En La Roma Norte,"Mérida, Roma Norte, Cuauhtémoc, Distrito Federal",127,depto,renta,5.0,19.4183512,-99.1572547,2.0,1.0,2.0,125.0,125.0,0.0,39000.0,metros_cubicos,POINT (-99.1572547 19.4183512),12692,0901500011110,09,015,0001,1110,Urbana
"8066 Frontera, Roma Norte","Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",145,casa,venta,,19.417198,-99.1555,3.0,4.0,6.0,211.0,370.0,0.0,13000000.0,metros_cubicos,POINT (-99.1555 19.417198),12692,0901500011110,09,015,0001,1110,Urbana
"10516 Chihuahua, Roma Norte","Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal",162,depto,venta,,19.418284,-99.15567,1.0,1.0,2.0,65.0,65.0,0.0,3500000.0,metros_cubicos,POINT (-99.15567 19.418284),12692,0901500011110,09,015,0001,1110,Urbana
"Casa En Venta En Roma Norte, Cuauhtemoc  Cjco","Córdoba 199, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",165,casa,venta,6.0,19.4140654,-99.1575447,3.0,2.0,4.0,220.0,360.0,0.0,1053600.0,metros_cubicos,POINT (-99.1575447 19.4140654),12692,0901500011110,09,015,0001,1110,Urbana
"D1354 - Coahuila, Roma Norte","Coahuila, Roma Norte, Cuauhtémoc, Distrito Federal",194,depto,venta,,19.412394,-99.156231,1.0,1.0,1.0,41.0,41.0,0.0,3269750.0,metros_cubicos,POINT (-99.15623100000001 19.412394),12692,0901500011110,09,015,0001,1110,Urbana
"14157 Querétaro, Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",204,depto,venta,,19.415349,-99.15821,2.0,,2.0,30.0,30.0,0.0,3000000.0,metros_cubicos,POINT (-99.15821 19.415349),12692,0901500011110,09,015,0001,1110,Urbana
"14005 Frontera, Roma Norte","Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",208,depto,venta,,19.418009,-99.15571,2.0,1.0,2.0,103.0,103.0,0.0,6214800.0,metros_cubicos,POINT (-99.15571 19.418009),12692,0901500011110,09,015,0001,1110,Urbana
"14134 - Querétaro, Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",209,depto,venta,,19.415349,-99.15821,2.0,1.0,2.0,77.0,77.0,0.0,5800000.0,metros_cubicos,POINT (-99.15821 19.415349),12692,0901500011110,09,015,0001,1110,Urbana
"13944 Frontera, Roma Norte","Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",213,depto,venta,,19.418009,-99.15571,2.0,,2.0,83.0,83.0,0.0,4980000.0,metros_cubicos,POINT (-99.15571 19.418009),12692,0901500011110,09,015,0001,1110,Urbana
"Coahuila, Colonia Roma Norte","Coahuila, Colonia Roma Norte, Cuauhtémoc, Distrito Federal",225,depto,renta,,19.412585,-99.1552635,2.0,1.0,3.0,93.0,93.0,0.0,19900.0,metros_cubicos,POINT (-99.1552635 19.412585),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Venta, Roma Norte, Coahuila (303)","Coahuila, Cuauhtémoc, Distrito Federal",231,depto,venta,2.0,19.417833,-99.154381,2.0,1.0,2.0,0.0,70.0,0.0,4134720.0,metros_cubicos,POINT (-99.154381 19.417833),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Venta, Roma Norte , Coahuila (602)","Coahuila, Cuauhtémoc, Distrito Federal",232,depto,venta,2.0,19.417833,-99.154381,2.0,2.0,2.0,0.0,97.0,0.0,7597110.0,metros_cubicos,POINT (-99.154381 19.417833),12692,0901500011110,09,015,0001,1110,Urbana
"#009-20 Remate Bancario, Casa En Col. Roma Norte, En Una De Las Mejores Zonas De La Ciudad De México. Trato Directo Ante Notario, Excelente Oportunidad Para Invertir!!","Córdoba 199, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",257,casa,venta,1.0,19.4140654,-99.1575447,3.0,2.0,4.0,372.0,220.0,0.0,900000.0,metros_cubicos,POINT (-99.1575447 19.4140654),12692,0901500011110,09,015,0001,1110,Urbana
Habitación En Renta Colonia Roma Norte,"Chiapas  31, Roma Norte, Cuauhtémoc, Distrito Federal",259,depto,renta,4.0,19.413791,-99.1563072,3.0,,4.0,180.0,180.0,0.0,6500.0,metros_cubicos,POINT (-99.1563072 19.413791),12692,0901500011110,09,015,0001,1110,Urbana
"Córdoba, Roma Norte","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",273,casa,venta,7.0,19.4181605,-99.1584569,3.0,,5.0,171.0,151.0,2.0,7450000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Renta Departamento Roma Norte Entrada Directa De La Calle,"Chihuahua 69, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",274,depto,renta,19.0,19.4180754,-99.1574104,1.0,,2.0,90.0,90.0,42.0,13000.0,metros_cubicos,POINT (-99.1574104 19.4180754),12692,0901500011110,09,015,0001,1110,Urbana
"Rav10254, Roma Norte, Departamento En Venta","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",288,depto,venta,3.0,19.4161573,-99.1575643,2.0,2.0,2.0,90.0,90.0,7.0,4500000.0,metros_cubicos,POINT (-99.1575643 19.4161573),12692,0901500011110,09,015,0001,1110,Urbana
"Impecable Departamento En Renta, Frente A  La Plaza Luis Cabrera, Roma Norte","Plaza Luis Cabrera, Roma Norte, Cuauhtémoc, Distrito Federal",290,depto,renta,35.0,19.4164444,-99.1588867,1.0,1.0,2.0,63.0,63.0,23.0,17000.0,metros_cubicos,POINT (-99.1588867 19.4164444),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Esquina Cerca De Corredor Gastronómico Álvaro Obregón,"Chihuahua 60, Roma Norte, Cuauhtémoc, Distrito Federal",295,depto,venta,8.0,19.417918,-99.1569917,1.0,1.0,2.0,88.9,88.9,34.0,3790000.0,metros_cubicos,POINT (-99.15699170000001 19.417918),12692,0901500011110,09,015,0001,1110,Urbana
Córdoba Roma Norte,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",296,depto,venta,,19.412476,-99.157258,1.0,1.0,1.0,63.0,63.0,0.0,4774000.0,metros_cubicos,POINT (-99.157258 19.412476),12692,0901500011110,09,015,0001,1110,Urbana
Porfiriano House For Sale On A Great Street,"Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal",309,casa,venta,55.0,19.4175607,-99.1585603,2.0,,3.0,125.0,255.0,0.0,14800000.0,metros_cubicos,POINT (-99.1585603 19.4175607),12692,0901500011110,09,015,0001,1110,Urbana
"Roma Norte, Departamento En Renta, Cuauhtémoc, Cdmx","Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",321,depto,renta,2.0,19.4150948,-99.1583504,1.0,1.0,2.0,80.0,80.0,0.0,15000.0,metros_cubicos,POINT (-99.1583504 19.4150948),12692,0901500011110,09,015,0001,1110,Urbana
"Mérida, Roma Norte","Merida, Roma Norte, Cuauhtémoc, Distrito Federal",327,casa,venta,7.0,19.4183512,-99.1572547,3.0,1.0,4.0,230.0,210.0,102.0,17000000.0,metros_cubicos,POINT (-99.1572547 19.4183512),12692,0901500011110,09,015,0001,1110,Urbana
"Mérida, Roma Norte","Merida, Roma Norte, Cuauhtémoc, Distrito Federal",333,depto,renta,1.0,19.4183512,-99.1572547,2.0,1.0,2.0,90.0,90.0,3.0,32500.0,metros_cubicos,POINT (-99.1572547 19.4183512),12692,0901500011110,09,015,0001,1110,Urbana
"3063 Córdoba, Roma Norte","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",339,casa,venta,,19.416779,-99.158002,5.0,8.0,7.0,397.0,760.0,0.0,32000000.0,metros_cubicos,POINT (-99.158002 19.416779),12692,0901500011110,09,015,0001,1110,Urbana
" Renta Depto. Tipo Loft En Calle Frontera, Roma Norte, Cuauhtémoc.","Cuauhtémoc, Distrito Federal",343,depto,renta,42.0,19.4182631,-99.1557848,1.0,,1.0,80.0,80.0,0.0,14900.0,metros_cubicos,POINT (-99.15578480000001 19.4182631),12692,0901500011110,09,015,0001,1110,Urbana
"Renta Departamento Penthouse, Balcón, Excelente Iluminación... | Piso 4 | Acepta Mascota | 110 M²","Roma Norte, Cuauhtémoc, Distrito Federal",349,depto,renta,48.0,19.4178125,-99.1585625,1.0,,2.0,0.0,110.0,14.0,21500.0,metros_cubicos,POINT (-99.1585625 19.4178125),12692,0901500011110,09,015,0001,1110,Urbana
Se Vende Excelente Casa En Roma Norte Para Inversión,"Frontera 153, Roma Norte, Cuauhtémoc, Distrito Federal",351,casa,venta,8.0,19.4171982,-99.1555016,-4.0,4.0,5.0,212.0,500.0,64.0,11000000.0,metros_cubicos,POINT (-99.15550159999999 19.4171982),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Renta Coahuila Mel,"Coahuila 1, Roma Norte, Cuauhtémoc, Distrito Federal",355,depto,renta,1.0,19.4129546,-99.1550058,1.0,1.0,2.0,130.0,130.0,3.0,28000.0,metros_cubicos,POINT (-99.1550058 19.4129546),12692,0901500011110,09,015,0001,1110,Urbana
Venta Departamento En Frontera Col Roma Norte,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",363,depto,venta,3.0,19.417,-99.1555,1.0,,1.0,37.0,37.0,5.0,2800000.0,metros_cubicos,POINT (-99.1555 19.417),12692,0901500011110,09,015,0001,1110,Urbana
"Renta Departamento Con Balcón, Sin Estacionamiento... | Piso 3 | Acepta Mascota | 70 M²","Roma Norte, Cuauhtémoc, Distrito Federal",364,depto,renta,48.0,19.4174375,-99.1593125,1.0,,2.0,0.0,70.0,14.0,16000.0,metros_cubicos,POINT (-99.1593125 19.4174375),12692,0901500011110,09,015,0001,1110,Urbana
"D200 - Zacatecas, Roma Norte","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",390,depto,venta,,19.416237,-99.157304,3.0,2.0,3.0,200.0,200.0,0.0,12900000.0,metros_cubicos,POINT (-99.157304 19.416237),12692,0901500011110,09,015,0001,1110,Urbana
"5602 Cordoba, Roma Norte","Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",405,depto,venta,,19.412802,-99.157269,1.0,,1.0,50.0,50.0,0.0,3200000.0,metros_cubicos,POINT (-99.157269 19.412802),12692,0901500011110,09,015,0001,1110,Urbana
"D232 - Zacatecas, Roma Norte","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",413,depto,venta,,19.416248,-99.15731,3.0,1.0,3.0,163.0,163.0,0.0,8500000.0,metros_cubicos,POINT (-99.15731 19.416248),12692,0901500011110,09,015,0001,1110,Urbana
"4260 - Mérida, Roma Norte","Mérida, Roma Norte, Cuauhtémoc, Distrito Federal",425,depto,venta,,19.41673,-99.156967,2.0,,3.0,85.0,85.0,0.0,5500000.0,metros_cubicos,POINT (-99.15696699999999 19.41673),12692,0901500011110,09,015,0001,1110,Urbana
"Vendo Departamento En La Calle De Cordoba Col. Roma Norte, Ciudad De México","Roma Norte, Cuauhtémoc, Distrito Federal",459,depto,venta,32.0,19.4147648,-99.1578207,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.1578207 19.4147648),12692,0901500011110,09,015,0001,1110,Urbana
"Roma Norte, Excelente Loft Con Acabados De Lujo","Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",467,depto,venta,,19.4168626,-99.1545983,1.0,1.0,1.0,43.0,43.0,2.0,3300000.0,metros_cubicos,POINT (-99.1545983 19.4168626),12692,0901500011110,09,015,0001,1110,Urbana
"5423 San Luis Potosí, Roma Norte","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",470,depto,venta,,19.414596,-99.156664,3.0,2.0,3.0,125.0,125.0,0.0,9300000.0,metros_cubicos,POINT (-99.15666400000001 19.414596),12692,0901500011110,09,015,0001,1110,Urbana
Casa En Venta En La Roma,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",513,casa,venta,4.0,19.4181605,-99.1584569,5.0,8.0,8.0,395.0,445.0,0.0,34200000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
"Casa En Venta ,col. Roma Norte, Cuauhtemoc","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",536,casa,venta,13.0,19.4119,-99.1571,2.0,,,235.0,332.0,40.0,18900000.0,metros_cubicos,POINT (-99.1571 19.4119),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Venta Querétaro - Roma Norte,"Querétaro, Cuauhtémoc, Distrito Federal",586,depto,venta,2.0,19.4153499,-99.1582168,2.0,2.0,3.0,129.0,129.0,0.0,10833000.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Venta Querétaro - Roma Norte,"Querétaro, Cuauhtémoc, Distrito Federal",592,depto,venta,2.0,19.4153499,-99.1582168,1.0,1.0,1.0,57.0,57.0,0.0,4377600.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Venta Querétaro - Roma Norte,"Querétaro, Cuauhtémoc, Distrito Federal",596,depto,venta,2.0,19.4153499,-99.1582168,2.0,1.0,2.0,77.0,77.0,0.0,5463500.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Venta Querétaro - Roma Norte,"Querétaro, Cuauhtémoc, Distrito Federal",600,depto,venta,2.0,19.4153499,-99.1582168,3.0,3.0,3.0,164.0,164.0,0.0,13868600.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
Departamento Venta Querétaro - Roma Norte,"Querétaro, Cuauhtémoc, Distrito Federal",601,depto,venta,2.0,19.4153499,-99.1582168,2.0,2.0,2.0,107.0,107.0,0.0,9591000.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Venta, Roma Norte, Guanajuato (101)","Calle Guanajuato, Cuauhtémoc, Distrito Federal",607,depto,venta,2.0,19.417364,-99.159454,4.0,2.0,3.0,0.0,150.0,0.0,10549350.0,metros_cubicos,POINT (-99.159454 19.417364),12692,0901500011110,09,015,0001,1110,Urbana
Exclusivo Desarrollo En Preventa Colonia Roma Con Espacios Amplios Y Luminosos Entrega Mediados 2022,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",610,depto,venta,3.0,19.412471,-99.156222,1.0,,1.0,41.0,41.0,0.0,2740000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Venta Estilo Ecléctico, Roma Norte, Cdmx","Córdoba 223, Roma Norte, Cuauhtémoc, Distrito Federal",691,depto,venta,2.0,19.4128016,-99.1572693,2.0,,2.0,96.5,96.5,0.0,5150000.0,metros_cubicos,POINT (-99.1572693 19.4128016),12692,0901500011110,09,015,0001,1110,Urbana
"Preventa Departamentos En La Roma A Un Par De Cuadras De Mercado Roma, Plaza Insurgentes, Cine Tonalá Y Más","Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",702,depto,venta,3.0,19.412471,-99.156222,2.0,,2.0,51.0,51.0,0.0,3400000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En Roma Norte Calle Cordoba 21-2983,"Roma Norte, Cuauhtémoc, Distrito Federal",765,depto,venta,3.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Venta Departamento Roma Norte,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",775,depto,venta,3.0,19.4164506,-99.1581666,2.0,,2.0,103.0,103.0,50.0,4300000.0,metros_cubicos,POINT (-99.1581666 19.4164506),12692,0901500011110,09,015,0001,1110,Urbana
"Estrena Precioso Departamento En Querétaro, Roma Norte","Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",782,depto,venta,46.0,19.4153499,-99.1582168,2.0,1.0,2.0,77.0,77.0,0.0,5400000.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,09,015,0001,1110,Urbana
"Mérida, Roma Norte","Merida, Roma Norte, Cuauhtémoc, Distrito Federal",786,depto,venta,4.0,19.4183512,-99.1572547,2.0,1.0,2.0,181.0,181.0,3.0,8800000.0,metros_cubicos,POINT (-99.1572547 19.4183512),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Venta Estilo Ecléctico, Roma Norte, Cdmx","Córdoba 223, Roma Norte, Cuauhtémoc, Distrito Federal",787,depto,venta,2.0,19.4128016,-99.1572693,1.0,,2.0,0.0,96.0,0.0,4950000.0,metros_cubicos,POINT (-99.1572693 19.4128016),12692,0901500011110,09,015,0001,1110,Urbana
"Departamento En Córdoba, Roma Norte Cuauhtémoc","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",800,depto,venta,55.0,19.4128016,-99.1572693,1.0,,1.0,50.0,50.0,0.0,3147772.0,metros_cubicos,POINT (-99.1572693 19.4128016),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En Roma Norte,"Roma Norte, Cuauhtémoc, Distrito Federal",825,depto,venta,4.0,19.4184344,-99.1558187,1.0,,1.0,60.0,60.0,0.0,3395000.0,metros_cubicos,POINT (-99.1558187 19.4184344),12692,0901500011110,09,015,0001,1110,Urbana
Roma Norte,"Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",836,depto,venta,15.0,19.4173639,-99.1594532,2.0,2.0,3.0,105.0,105.0,7.0,4650000.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,09,015,0001,1110,Urbana
Deparatmento En Roma Norte En Calle Cordoba 21-4976,"Roma Norte, Cuauhtémoc, Distrito Federal",844,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En Roma Norte Calle Frontera 22-679,"Roma Norte, Cuauhtémoc, Distrito Federal",865,depto,venta,4.0,19.4143573,-99.1546714,1.0,,1.0,60.0,60.0,41.0,3595000.0,metros_cubicos,POINT (-99.1546714 19.4143573),12692,0901500011110,09,015,0001,1110,Urbana
Increíble Departamento En San Luis De Potosi Venta Mls #22-947,"Roma Norte, Cuauhtémoc, Distrito Federal",874,depto,venta,3.0,19.4173639,-99.1594532,2.0,2.0,2.0,158.0,158.0,0.0,10855180.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,09,015,0001,1110,Urbana
Venta Departamento Roma Norte,"Venta Departamento, Roma Sur, Cuauhtémoc, Distrito Federal",894,depto,venta,3.0,19.4164506,-99.1581666,2.0,,2.0,103.0,103.0,50.0,4300000.0,metros_cubicos,POINT (-99.1581666 19.4164506),12692,0901500011110,09,015,0001,1110,Urbana
"11201 Querétaro, Roma Norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",908,depto,venta,,19.416001,-99.15497,2.0,,3.0,177.0,177.0,0.0,6500000.0,metros_cubicos,POINT (-99.15497000000001 19.416001),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta - Roma Norte,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",923,depto,venta,35.0,19.4124914,-99.1572585,1.0,1.0,2.0,76.0,76.0,0.0,4450000.0,metros_cubicos,POINT (-99.1572585 19.4124914),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta Col. Roma,"Coahuila 16, Roma Norte, Cuauhtémoc, Distrito Federal",927,depto,venta,25.0,19.4125569,-99.155507,2.0,1.0,3.0,98.0,98.0,0.0,4200000.0,metros_cubicos,POINT (-99.155507 19.4125569),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En Calle Cordoba 21-4976,"Roma Norte, Cuauhtémoc, Distrito Federal",955,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Exclusivo Desarrollo En Preventa Colonia Roma Con Espacios Amplios Y Luminosos Entrega Mediados 2022,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",959,depto,venta,3.0,19.412471,-99.156222,2.0,,2.0,126.0,126.0,0.0,6000000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En Roma Norte Calle Cordoba ,"Roma Norte, Cuauhtémoc, Distrito Federal",969,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Increíble Departamento En San Luis De Potosi Venta Mls #22-932,"Roma Norte, Cuauhtémoc, Distrito Federal",977,depto,venta,3.0,19.4173639,-99.1594532,2.0,2.0,2.0,146.0,146.0,0.0,9343315.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,09,015,0001,1110,Urbana
"Departamentos En Pre-venta, Calle Queretaro","Roma Norte, Cuauhtémoc, Distrito Federal",981,depto,venta,8.0,19.4162958,-99.1574946,1.0,1.0,1.0,57.0,57.0,0.0,4377600.0,metros_cubicos,POINT (-99.15749460000001 19.4162958),12692,0901500011110,09,015,0001,1110,Urbana
Bello Departamento En San Luis Potosi Venta Mls #22-945,"Roma Norte, Cuauhtémoc, Distrito Federal",994,depto,venta,3.0,19.4173639,-99.1594532,,,,,,,9935982.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,09,015,0001,1110,Urbana
Exclusivo Desarrollo En Preventa Colonia Roma Con Espacios Amplios Y Luminosos Entrega Mediados 2022,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",1006,depto,venta,3.0,19.412471,-99.156222,1.0,,1.0,51.0,51.0,0.0,3280000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,09,015,0001,1110,Urbana
Exclusivo Desarrollo En Preventa Colonia Roma Con Espacios Amplios Y Luminosos Entrega Mediados 2022,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",1029,depto,venta,3.0,19.412471,-99.156222,2.0,,2.0,76.0,76.0,0.0,7245000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,09,015,0001,1110,Urbana
"12056 Av. Cuauhtémoc, Roma Norte","Av  Cuauhtémoc, Roma Norte, Cuauhtémoc, Distrito Federal",1051,depto,venta,,19.417133,-99.15454,2.0,1.0,2.0,117.0,117.0,0.0,5200000.0,metros_cubicos,POINT (-99.15454 19.417133),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta En La Roma,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1067,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,09,015,0001,1110,Urbana
Departamento En Venta Roma Norte,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1069,depto,venta,5.0,19.4147648,-99.1578207,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1578207 19.4147648),12692,0901500011110,09,015,0001,1110,Urbana
