main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,m2_totales_imp,m2_construidos_imp,precio_m2,precio_m2_con,m2_ratio,m2_price_ratio,precio_m2_final
renta departamento en roma norte,"Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1,depto,renta,6.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,1.0,17500.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,9,15,1,0998,Urbana,1,605.0,17.0,106.0,256.0,12.0,1,2.0,2.0,85.0,85.0,35294.11764705882,35294.11764705882,1.0,1.0,35294.11764705882
renta casa a estrenar en condominio roma norte,"Cozumel S/n, Roma Norte, Cuauhtémoc, Distrito Federal",6,casa,renta,4.0,19.419022,-99.1709307,4.0,,3.0,800.0,169.0,0.0,45000.0,metros_cubicos,POINT (-99.1709307 19.419022),12624,0901500010998,9,15,1,0998,Urbana,2,442.0,72.0,67.0,103.0,13.0,0,4.0,3.0,800.0,169.0,9642.857142857141,45646.66103127641,0.21125,4.733727810650888,45646.66103127641
roma norte venta de hermosa casa con acabados de lujo.,"Cozumel Sn, Roma Norte, Cuauhtémoc, Distrito Federal",52,casa,venta,41.0,19.4190796,-99.1709152,3.0,,3.0,800.0,169.0,1.0,11599000.0,metros_cubicos,POINT (-99.1709152 19.4190796),12624,0901500010998,9,15,1,0998,Urbana,3,447.0,72.0,69.0,105.0,13.0,0,3.0,3.0,800.0,169.0,14498.75,68633.13609467456,0.21125,4.733727810650888,68633.13609467456
"confortable depa en roma norte, cerca de metro sevilla, 71465","Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",61,depto,renta,,19.419837,-99.1695818,2.0,1.0,2.0,65.0,65.0,0.0,18500.0,metros_cubicos,POINT (-99.1695818 19.419837),12624,0901500010998,9,15,1,0998,Urbana,4,429.0,32.0,65.0,95.0,14.0,1,2.0,2.0,65.0,65.0,48791.20879120879,48791.20879120879,1.0,1.0,48791.20879120879
"increíble departamento amueblado cerca de fuente de cibeles, 12380","Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",62,depto,renta,,19.4211777,-99.1667885,2.0,2.0,2.0,98.0,98.0,0.0,26850.0,metros_cubicos,POINT (-99.1667885 19.4211777),12624,0901500010998,9,15,1,0998,Urbana,5,362.0,27.0,75.0,55.0,6.0,1,2.0,2.0,98.0,98.0,46967.930029154515,46967.930029154515,1.0,1.0,46967.930029154515
renta departamento amueblado roma norte,"Av Chapultepec 322, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",70,depto,renta,6.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,1.0,22000.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,9,15,1,0998,Urbana,6,605.0,17.0,106.0,256.0,12.0,1,2.0,2.0,85.0,85.0,44369.74789915966,44369.74789915966,1.0,1.0,44369.74789915966
"hermoso departamento frente a la fuente de la cibeles, roma norte, 17534","Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",89,depto,renta,,19.4205083,-99.1669138,1.0,1.0,1.0,60.0,60.0,0.0,24500.0,metros_cubicos,POINT (-99.1669138 19.4205083),12624,0901500010998,9,15,1,0998,Urbana,7,378.0,33.0,67.0,64.0,7.0,1,1.0,1.0,60.0,60.0,70000.0,70000.0,1.0,1.0,70000.0
"departamento en roma norte, cuauhtémoc con 2 recámaras, 65 m², id: 60663","Calle Salamanca, Roma Norte, Cuauhtémoc, Distrito Federal",94,depto,renta,,19.4198706,-99.1695089,2.0,1.0,2.0,65.0,65.0,11.0,17500.0,metros_cubicos,POINT (-99.1695089 19.4198706),12624,0901500010998,9,15,1,0998,Urbana,8,431.0,32.0,67.0,94.0,13.0,1,2.0,2.0,65.0,65.0,46153.84615384615,46153.84615384615,1.0,1.0,46153.84615384615
"venta y/o renta departamento a estrenar en durango, roma nor","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",101,depto,venta,5.0,19.4202688,-99.1642694,3.0,2.0,2.0,192.0,192.0,0.0,9000000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,9,15,1,0998,Urbana,9,327.0,18.0,74.0,61.0,12.0,1,3.0,2.0,192.0,192.0,46875.0,46875.0,1.0,1.0,46875.0
gran oportunidad departamento en venta roma norte,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",153,depto,venta,6.0,19.4202448,-99.1695894,2.0,1.0,3.0,184.0,184.0,0.0,6500000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,9,15,1,0998,Urbana,11,408.0,29.0,64.0,90.0,13.0,1,2.0,3.0,184.0,184.0,35326.086956521736,35326.086956521736,1.0,1.0,35326.086956521736
"14323 valladolid, roma norte","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",192,depto,venta,,19.42028,-99.168,2.0,1.0,3.0,109.0,109.0,0.0,6500000.0,metros_cubicos,POINT (-99.16800000000001 19.42028),12624,0901500010998,9,15,1,0998,Urbana,12,406.0,32.0,74.0,75.0,9.0,1,2.0,3.0,109.0,109.0,59633.02752293578,59633.02752293578,1.0,1.0,59633.02752293578
departamento en venta en colonia roma,"Sinaloa, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",206,depto,venta,5.0,19.4202448,-99.1695894,2.0,1.0,2.0,85.0,85.0,25.0,4300000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,9,15,1,0998,Urbana,13,408.0,29.0,64.0,90.0,13.0,1,2.0,2.0,85.0,85.0,50588.23529411765,50588.23529411765,1.0,1.0,50588.23529411765
"14650 av. chapultepec, roma norte","Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",215,depto,venta,,19.422955,-99.165253,2.0,1.0,2.0,85.0,85.0,0.0,4695000.0,metros_cubicos,POINT (-99.16525300000001 19.422955),12624,0901500010998,9,15,1,0998,Urbana,14,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,85.0,85.0,55235.294117647056,55235.294117647056,1.0,1.0,55235.294117647056
"suite ,roma norte gran oportunidad, recuperacion hipotecaria ","Cuauhtemoc, Cuauhtémoc, Distrito Federal",238,depto,venta,1.0,19.42048,-99.1702009,1.0,,1.0,49.0,49.0,28.0,1562000.0,metros_cubicos,POINT (-99.1702009 19.42048),12624,0901500010998,9,15,1,0998,Urbana,15,411.0,25.0,73.0,94.0,12.0,1,1.0,1.0,49.0,49.0,31877.551020408162,31877.551020408162,1.0,1.0,31877.551020408162
"ocotlán, roma norte","Ocotlan, Roma Norte, Cuauhtémoc, Distrito Federal",264,casa,venta,4.0,19.4216027,-99.1694198,3.0,1.0,3.0,150.0,235.0,91.0,14500000.0,metros_cubicos,POINT (-99.1694198 19.4216027),12624,0901500010998,9,15,1,0998,Urbana,21,407.0,26.0,74.0,82.0,9.0,0,3.0,3.0,150.0,235.0,96666.66666666667,61702.12765957447,1.5666666666666667,0.6382978723404256,61702.12765957447
"uh departamento en renta, roma norte. sobre av. principal","Avenida Oaxaca 1, Roma Norte, Cuauhtémoc, Distrito Federal",292,depto,renta,2.0,19.41991,-99.1662471,1.0,,2.0,90.0,90.0,0.0,21000.0,metros_cubicos,POINT (-99.16624710000001 19.41991),12624,0901500010998,9,15,1,0998,Urbana,22,418.0,34.0,79.0,76.0,11.0,1,1.0,2.0,90.0,90.0,39999.99999999999,39999.99999999999,1.0,1.0,39999.99999999999
"departamento en roma norte, cuauhtémoc con 2 recámaras, 109 m², id: 60556","Medellín, Roma Norte, Cuauhtémoc, Distrito Federal",299,depto,venta,,19.4207309,-99.1667851,2.0,2.0,2.0,109.0,109.0,20.0,6950000.0,metros_cubicos,POINT (-99.1667851 19.4207309),12624,0901500010998,9,15,1,0998,Urbana,23,345.0,28.0,70.0,57.0,7.0,1,2.0,2.0,109.0,109.0,63761.46788990826,63761.46788990826,1.0,1.0,63761.46788990826
venta departamento roma norte,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",300,depto,venta,3.0,19.4214968,-99.165573,2.0,2.0,3.0,93.0,93.0,10.0,5950000.0,metros_cubicos,POINT (-99.16557299999999 19.4214968),12624,0901500010998,9,15,1,0998,Urbana,24,389.0,23.0,93.0,75.0,11.0,1,2.0,3.0,93.0,93.0,63978.49462365591,63978.49462365591,1.0,1.0,63978.49462365591
casa uso de suelo  en  venta en colonia roma norte,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",313,casa,venta,4.0,19.4221155,-99.1650541,,,,150.0,425.0,26.0,30000000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,9,15,1,0998,Urbana,26,416.0,21.0,99.0,91.0,11.0,0,2.2,2.2,150.0,425.0,200000.0,70588.23529411765,2.8333333333333335,0.35294117647058826,70588.23529411765
"renta de departamento amueblado en colonia roma norte, cdmx","Roma Norte, Cuauhtémoc, Distrito Federal",315,depto,renta,31.0,19.4221155,-99.1650541,1.0,1.0,3.0,70.0,70.0,45.0,17000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,9,15,1,0998,Urbana,27,416.0,21.0,99.0,91.0,11.0,1,1.0,3.0,70.0,70.0,41632.65306122448,41632.65306122448,1.0,1.0,41632.65306122448
departamento en renta en col. roma norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",322,depto,renta,3.0,19.4202,-99.1684,2.0,1.0,3.0,109.0,109.0,14.0,25000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,9,15,1,0998,Urbana,28,424.0,32.0,77.0,77.0,10.0,1,2.0,3.0,109.0,109.0,39318.479685452156,39318.479685452156,1.0,1.0,39318.479685452156
bonito departamento  con balcon y con gimnasio en la colonia,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",338,depto,renta,2.0,19.4221155,-99.1650541,2.0,2.0,2.0,95.0,95.0,0.0,24000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,9,15,1,0998,Urbana,29,416.0,21.0,99.0,91.0,11.0,1,2.0,2.0,95.0,95.0,43308.270676691725,43308.270676691725,1.0,1.0,43308.270676691725
vendo departamento en la roma con terraza,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",408,depto,venta,10.0,19.4202853,-99.1696874,2.0,2.0,1.0,158.0,158.0,0.0,6900000.0,metros_cubicos,POINT (-99.1696874 19.4202853),12624,0901500010998,9,15,1,0998,Urbana,31,424.0,28.0,74.0,92.0,13.0,1,2.0,1.0,158.0,158.0,43670.88607594937,43670.88607594937,1.0,1.0,43670.88607594937
departamento en venta roma norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",448,depto,venta,31.0,19.4202,-99.1684,2.0,2.0,2.0,109.0,109.0,14.0,5700000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,9,15,1,0998,Urbana,32,424.0,32.0,77.0,77.0,10.0,1,2.0,2.0,109.0,109.0,52293.577981651375,52293.577981651375,1.0,1.0,52293.577981651375
vendo increíble departamento con terraza y balcon,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",457,depto,venta,1.0,19.4202448,-99.1695894,2.0,2.0,2.0,160.0,160.0,0.0,6900000.0,metros_cubicos,POINT (-99.16958940000001 19.4202448),12624,0901500010998,9,15,1,0998,Urbana,33,408.0,29.0,64.0,90.0,13.0,1,2.0,2.0,160.0,160.0,43125.0,43125.0,1.0,1.0,43125.0
d107 - av. chapultepec,"Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",473,depto,venta,,19.423094,-99.164185,2.0,1.0,2.0,85.0,85.0,0.0,4445000.0,metros_cubicos,POINT (-99.164185 19.423094),12624,0901500010998,9,15,1,0998,Urbana,34,641.0,18.0,118.0,271.0,15.0,1,2.0,2.0,85.0,85.0,52294.117647058825,52294.117647058825,1.0,1.0,52294.117647058825
departamento venta  roma norte.,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",475,depto,venta,1.0,19.4202688,-99.1642694,2.0,1.0,2.0,,100.0,60.0,4900000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,9,15,1,0998,Urbana,35,327.0,18.0,74.0,61.0,12.0,1,2.0,2.0,133.4,100.0,36731.63418290854,49000.0,0.7496251874062968,1.334,36731.63418290854
venta de dos departamentos en col. roma norte,"Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",477,depto,venta,1.0,19.422946,-99.1652713,1.0,,2.0,88.0,88.0,0.0,3500000.0,metros_cubicos,POINT (-99.1652713 19.422946),12624,0901500010998,9,15,1,0998,Urbana,36,612.0,15.0,121.0,245.0,11.0,1,1.0,2.0,88.0,88.0,39772.72727272727,39772.72727272727,1.0,1.0,39772.72727272727
departamento en renta roma norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",490,depto,renta,31.0,19.4202,-99.1684,2.0,2.0,2.0,109.0,109.0,14.0,22200.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,9,15,1,0998,Urbana,37,424.0,32.0,77.0,77.0,10.0,1,2.0,2.0,109.0,109.0,34914.809960681516,34914.809960681516,1.0,1.0,34914.809960681516
departamento en venta en col.roma norte,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",492,depto,venta,3.0,19.4202,-99.1684,2.0,1.0,3.0,109.0,109.0,14.0,6500000.0,metros_cubicos,POINT (-99.16840000000001 19.4202),12624,0901500010998,9,15,1,0998,Urbana,38,424.0,32.0,77.0,77.0,10.0,1,2.0,3.0,109.0,109.0,59633.02752293578,59633.02752293578,1.0,1.0,59633.02752293578
"d439 - oaxaca, roma norte","Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal",507,depto,venta,,19.42234,-99.164163,2.0,,2.0,77.0,77.0,0.0,5440000.0,metros_cubicos,POINT (-99.164163 19.42234),12624,0901500010998,9,15,1,0998,Urbana,39,394.0,20.0,81.0,91.0,13.0,1,2.0,2.0,77.0,77.0,70649.35064935064,70649.35064935064,1.0,1.0,70649.35064935064
chapultepec 322 - roma norte,"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",523,depto,venta,28.0,19.4229918,-99.1642322,2.0,1.0,2.0,85.0,85.0,2.0,5795000.0,metros_cubicos,POINT (-99.1642322 19.4229918),12624,0901500010998,9,15,1,0998,Urbana,40,605.0,17.0,106.0,256.0,12.0,1,2.0,2.0,85.0,85.0,68176.4705882353,68176.4705882353,1.0,1.0,68176.4705882353
hermoso departamento en el corazón de la roma,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",528,depto,venta,5.0,19.4229547,-99.1652534,2.0,1.0,2.0,85.0,85.0,0.0,4995000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,41,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,85.0,85.0,58764.705882352944,58764.705882352944,1.0,1.0,58764.705882352944
"renta departamento roma norte , calle puebla","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",541,depto,renta,35.0,19.4221155,-99.1650541,2.0,,2.0,120.0,120.0,52.0,20000.0,metros_cubicos,POINT (-99.16505410000001 19.4221155),12624,0901500010998,9,15,1,0998,Urbana,42,416.0,21.0,99.0,91.0,11.0,1,2.0,2.0,120.0,120.0,28571.42857142857,28571.42857142857,1.0,1.0,28571.42857142857
"valladolid, roma norte","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",621,depto,venta,5.0,19.419863,-99.1682223,2.0,1.0,2.0,114.0,114.0,11.0,6250000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,9,15,1,0998,Urbana,43,437.0,31.0,77.0,83.0,9.0,1,2.0,2.0,114.0,114.0,54824.56140350877,54824.56140350877,1.0,1.0,54824.56140350877
loft en venta ubicado en la colonia roma norte,"Roma Norte, Cuauhtémoc, Distrito Federal",692,depto,venta,4.0,19.4219017,-99.1635997,1.0,1.0,,,39.0,0.0,3237500.0,metros_cubicos,POINT (-99.16359970000001 19.4219017),12624,0901500010998,9,15,1,0998,Urbana,44,365.0,17.0,79.0,87.0,14.0,1,1.0,1.0,39.0,39.0,83012.82051282052,83012.82051282052,1.0,1.0,83012.82051282052
se vende departamento col. roma norte,"Valladolid 3, Roma Norte, Cuauhtémoc, Distrito Federal",708,depto,venta,3.0,19.421949,-99.1689171,2.0,1.0,3.0,107.0,107.0,0.0,4900000.0,metros_cubicos,POINT (-99.1689171 19.421949),12624,0901500010998,9,15,1,0998,Urbana,45,363.0,10.0,75.0,67.0,8.0,1,2.0,3.0,107.0,107.0,45794.392523364484,45794.392523364484,1.0,1.0,45794.392523364484
"departamento con excelente distribución, céntrico, muy buena vista y gran iluminación, a unas cuadras de la bella zona turística de la colonia roma.","Salamanca 52, Roma Norte, Cuauhtémoc, Distrito Federal",763,depto,venta,3.0,19.41987,-99.169508,2.0,,2.0,,64.0,0.0,4700000.0,metros_cubicos,POINT (-99.16950799999999 19.41987),12624,0901500010998,9,15,1,0998,Urbana,46,431.0,32.0,67.0,94.0,13.0,1,2.0,2.0,116.2,64.0,40447.50430292599,73437.5,0.5507745266781411,1.815625,40447.50430292599
"3929 puebla, roma norte","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",802,depto,venta,,19.421857,-99.165886,1.0,1.0,2.0,110.0,110.0,0.0,4875000.0,metros_cubicos,POINT (-99.165886 19.421857),12624,0901500010998,9,15,1,0998,Urbana,47,364.0,21.0,82.0,66.0,10.0,1,1.0,2.0,110.0,110.0,44318.181818181816,44318.181818181816,1.0,1.0,44318.181818181816
venta lindo y cómodo depto. col. roma con roof garden,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",807,depto,venta,7.0,19.419863,-99.1682223,2.0,2.0,2.0,110.0,110.0,11.0,5700000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,9,15,1,0998,Urbana,48,437.0,31.0,77.0,83.0,9.0,1,2.0,2.0,110.0,110.0,51818.181818181816,51818.181818181816,1.0,1.0,51818.181818181816
"roma norte, ubicadísimo y lindo departamento en renta","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",823,depto,renta,,19.4219472,-99.1689252,2.0,1.0,2.0,107.0,107.0,15.0,25000.0,metros_cubicos,POINT (-99.1689252 19.4219472),12624,0901500010998,9,15,1,0998,Urbana,50,362.0,10.0,75.0,66.0,8.0,1,2.0,2.0,107.0,107.0,40053.40453938584,40053.40453938584,1.0,1.0,40053.40453938584
departamento pent house nuevo en venta en colonia roma,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",859,depto,venta,4.0,19.4206466,-99.170547,2.0,2.0,2.0,99.0,99.0,0.0,7690640.0,metros_cubicos,POINT (-99.170547 19.4206466),12624,0901500010998,9,15,1,0998,Urbana,52,425.0,23.0,78.0,96.0,12.0,1,2.0,2.0,99.0,99.0,77683.23232323233,77683.23232323233,1.0,1.0,77683.23232323233
departamento en venta roma norte,"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",1020,depto,venta,8.0,19.419863,-99.1682223,1.0,,1.0,,42.0,0.0,3425000.0,metros_cubicos,POINT (-99.1682223 19.419863),12624,0901500010998,9,15,1,0998,Urbana,54,437.0,31.0,77.0,83.0,9.0,1,1.0,1.0,42.0,42.0,81547.61904761905,81547.61904761905,1.0,1.0,81547.61904761905
"d649 - sinaloa, roma norte","Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",1026,depto,venta,,19.420114,-99.170194,2.0,1.0,2.0,103.0,103.0,0.0,6820000.0,metros_cubicos,POINT (-99.170194 19.420114),12624,0901500010998,9,15,1,0998,Urbana,55,449.0,75.0,65.0,88.0,12.0,1,2.0,2.0,103.0,103.0,66213.59223300971,66213.59223300971,1.0,1.0,66213.59223300971
increíble departamento en renta,"Oaxaca, Roma Norte, Cuauhtémoc, Distrito Federal",1082,depto,renta,6.0,19.4196971,-99.1665131,1.0,,2.0,100.0,100.0,2.0,21000.0,metros_cubicos,POINT (-99.1665131 19.4196971),12624,0901500010998,9,15,1,0998,Urbana,56,427.0,33.0,77.0,74.0,8.0,1,1.0,2.0,100.0,100.0,36000.0,36000.0,1.0,1.0,36000.0
departamento en venta con terraza en la roma norte,"Av Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1089,depto,venta,7.0,19.422946,-99.1652713,2.0,1.0,2.0,93.0,93.0,0.0,4595000.0,metros_cubicos,POINT (-99.1652713 19.422946),12624,0901500010998,9,15,1,0998,Urbana,57,612.0,15.0,121.0,245.0,11.0,1,2.0,2.0,93.0,93.0,49408.602150537634,49408.602150537634,1.0,1.0,49408.602150537634
departamento en venta roma norte,"Av. Insurgentes Sur179, Roma Norte, Cuauhtémoc, Distrito Federal",1173,depto,venta,13.0,19.421902,-99.1636,1.0,,1.0,,34.0,0.0,2820000.0,metros_cubicos,POINT (-99.1636 19.421902),12624,0901500010998,9,15,1,0998,Urbana,58,365.0,17.0,79.0,87.0,14.0,1,1.0,1.0,34.0,34.0,82941.17647058824,82941.17647058824,1.0,1.0,82941.17647058824
departamento - roma norte,"Puebla 277 Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",1177,depto,venta,36.0,19.4213841,-99.1690072,2.0,2.0,2.0,74.0,71.0,0.0,5580000.0,metros_cubicos,POINT (-99.1690072 19.4213841),12624,0901500010998,9,15,1,0998,Urbana,59,409.0,30.0,79.0,80.0,9.0,1,2.0,2.0,74.0,71.0,75405.4054054054,78591.54929577465,0.9594594594594594,1.0422535211267607,75405.4054054054
"9577 puebla, roma norte","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",1250,depto,venta,,19.422406,-99.16488,2.0,2.0,3.0,93.0,93.0,0.0,5956000.0,metros_cubicos,POINT (-99.16488 19.422406),12624,0901500010998,9,15,1,0998,Urbana,64,379.0,19.0,75.0,83.0,12.0,1,2.0,3.0,93.0,93.0,64043.01075268817,64043.01075268817,1.0,1.0,64043.01075268817
increible departamento en la mejor zona de la colonia roma n,"Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",1257,depto,venta,,19.4219472,-99.1689252,2.0,1.0,2.0,107.0,107.0,15.0,5950000.0,metros_cubicos,POINT (-99.1689252 19.4219472),12624,0901500010998,9,15,1,0998,Urbana,65,362.0,10.0,75.0,66.0,8.0,1,2.0,2.0,107.0,107.0,55607.47663551402,55607.47663551402,1.0,1.0,55607.47663551402
departamento  venta roma exterior con balcon,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",1315,depto,venta,1.0,19.420232,-99.1696743,2.0,,2.0,107.0,107.0,11.0,7190000.0,metros_cubicos,POINT (-99.1696743 19.420232),12624,0901500010998,9,15,1,0998,Urbana,66,411.0,28.0,64.0,91.0,13.0,1,2.0,2.0,107.0,107.0,67196.26168224298,67196.26168224298,1.0,1.0,67196.26168224298
"chapultepec, roma norte","Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1351,depto,venta,5.0,19.4229547,-99.1652534,1.0,,1.0,37.0,37.0,0.0,2878798.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,67,612.0,15.0,120.0,246.0,11.0,1,1.0,1.0,37.0,37.0,77805.35135135135,77805.35135135135,1.0,1.0,77805.35135135135
roma norte,"Sinaloa, Roma Sur, Cuauhtémoc, Distrito Federal",1358,depto,venta,8.0,19.4203748,-99.168491,1.0,1.0,1.0,80.0,80.0,0.0,5500000.0,metros_cubicos,POINT (-99.168491 19.4203748),12624,0901500010998,9,15,1,0998,Urbana,68,434.0,33.0,79.0,78.0,9.0,1,1.0,1.0,80.0,80.0,68750.0,68750.0,1.0,1.0,68750.0
"preventa en la colonia roma norte, chapultepec","Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1368,depto,venta,5.0,19.4229547,-99.1652534,,,,34.0,34.0,0.0,2793102.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,69,612.0,15.0,120.0,246.0,11.0,1,2.2,2.4,34.0,34.0,82150.05882352941,82150.05882352941,1.0,1.0,82150.05882352941
departamento en venta en roma norte av chapultepec 22-3107,"Roma Norte, Cuauhtémoc, Distrito Federal",1370,depto,venta,33.0,19.4229547,-99.1652534,2.0,1.0,2.0,86.0,86.0,0.0,4913500.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,70,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,86.0,86.0,57133.72093023256,57133.72093023256,1.0,1.0,57133.72093023256
departamento en venta en avenida chapultepec 22-3111,"Roma Norte, Cuauhtémoc, Distrito Federal",1371,depto,venta,33.0,19.4229547,-99.1652534,2.0,1.0,2.0,61.0,61.0,0.0,4430000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,71,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,61.0,61.0,72622.95081967213,72622.95081967213,1.0,1.0,72622.95081967213
"departamento en venta, cuauhtémoc, ciudad de méxico","Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1391,depto,venta,18.0,19.4229547,-99.1652534,2.0,2.0,2.0,,61.0,0.0,4300000.0,metros_cubicos,POINT (-99.1652534 19.4229547),12624,0901500010998,9,15,1,0998,Urbana,72,612.0,15.0,120.0,246.0,11.0,1,2.0,2.0,115.4,61.0,37261.69844020797,70491.80327868853,0.5285961871750433,1.8918032786885248,37261.69844020797
"d1030 - av. chapultepec, roma norte","Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1456,depto,venta,,19.421948,-99.16916,1.0,,1.0,,,0.0,2752944.0,metros_cubicos,POINT (-99.16916000000001 19.421948),12624,0901500010998,9,15,1,0998,Urbana,75,370.0,11.0,75.0,71.0,9.0,1,1.0,1.0,53.714,57.0,51251.88963771084,48297.26315789474,1.06117585731839,0.9423508771929825,51251.88963771084
"departamento venta roma norte, durango","Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1460,depto,venta,1.0,19.4202688,-99.1642694,2.0,1.0,2.0,,100.0,0.0,4930000.0,metros_cubicos,POINT (-99.16426939999999 19.4202688),12624,0901500010998,9,15,1,0998,Urbana,76,327.0,18.0,74.0,61.0,12.0,1,2.0,2.0,133.4,100.0,36956.52173913043,49300.0,0.7496251874062968,1.334,36956.52173913043
hermoso departamento roma oportunidad de adquirirlo // bonfi,"Oaxaca 56, Roma Norte, Cuauhtémoc, Distrito Federal",1550,depto,venta,2.0,19.4207579,-99.1653895,2.0,1.0,3.0,90.0,90.0,5.0,4100000.0,metros_cubicos,POINT (-99.1653895 19.4207579),12624,0901500010998,9,15,1,0998,Urbana,79,375.0,28.0,93.0,67.0,13.0,1,2.0,3.0,90.0,90.0,45555.555555555555,45555.555555555555,1.0,1.0,45555.555555555555
bonito y cálido departamento en la roma norte,"Puebla 258, Roma Norte, Cuauhtémoc, Distrito Federal",1588,depto,venta,8.0,19.4213628,-99.1679593,3.0,1.0,3.0,98.0,98.0,0.0,4703000.0,metros_cubicos,POINT (-99.16795930000001 19.4213628),12624,0901500010998,9,15,1,0998,Urbana,82,389.0,29.0,78.0,71.0,7.0,1,3.0,3.0,98.0,98.0,47989.795918367345,47989.795918367345,1.0,1.0,47989.795918367345
