main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,is_depto,Baños_imp,Recámaras_imp,m2_totales_imp,m2_construidos_imp,precio_m2,precio_m2_con,m2_ratio,m2_price_ratio,precio_m2_final
departamento en renta en roma norte,"Avenida Álvaro Obregón, Roma Norte, Cuauhtémoc, Distrito Federal",341,depto,renta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,100.0,100.0,3.0,24000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1271,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,100.0,100.0,41142.85714285714,41142.85714285714,1.0,1.0,41142.85714285714
"departamento en roma norte, cuauhtémoc","San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",342,depto,renta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,80.0,80.0,3.0,23000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1272,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,80.0,80.0,49285.71428571428,49285.71428571428,1.0,1.0,49285.71428571428
departamento en renta,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",372,depto,renta,39.0,19.4181,-99.1655,2.0,1.0,3.0,,90.0,10.0,22000.0,metros_cubicos,POINT (-99.16549999999999 19.4181),12675,0901500011093,9,15,1,1093,Urbana,1274,381.0,19.0,71.0,80.0,7.0,1,2.0,3.0,90.0,90.0,41904.7619047619,41904.7619047619,1.0,1.0,41904.7619047619
roma norte renta  departamento con balcon,"Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",373,depto,renta,19.0,19.418153,-99.1652014,2.0,2.0,2.0,105.0,105.0,2007.0,25000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1275,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,105.0,105.0,40816.32653061224,40816.32653061224,1.0,1.0,40816.32653061224
"casa en venta con uso de suelo comercial - roma norte $21,000,000.00.","Durango 186, Roma Norte, Cuauhtémoc, Distrito Federal",381,casa,venta,3.0,19.419841,-99.165529,,,,149.0,350.0,0.0,21000000.0,metros_cubicos,POINT (-99.16552900000001 19.419841),12675,0901500011093,9,15,1,1093,Urbana,1276,395.0,30.0,86.0,68.0,12.0,0,2.2,2.4,149.0,350.0,140939.59731543623,60000.0,2.348993288590604,0.42571428571428577,60000.0
departamento en venta roma norte,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",382,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,90.0,90.0,11.0,5700000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1277,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,90.0,90.0,63333.333333333336,63333.333333333336,1.0,1.0,63333.333333333336
departamento amueblado en la roma,"Oaxaca 13, Roma Norte, Cuauhtémoc, Distrito Federal",407,depto,renta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,85.0,85.0,12.0,22000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1279,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,85.0,85.0,44369.74789915966,44369.74789915966,1.0,1.0,44369.74789915966
"12223 tabasco, roma norte","Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",453,depto,venta,,19.417644,-99.16664,2.0,,2.0,102.0,102.0,0.0,5180000.0,metros_cubicos,POINT (-99.16664 19.417644),12675,0901500011093,9,15,1,1093,Urbana,1280,317.0,12.0,60.0,68.0,7.0,1,2.0,2.0,102.0,102.0,50784.313725490196,50784.313725490196,1.0,1.0,50784.313725490196
renta departamento roma nte de 2 pisos con terraza,"Av Chapultepec 282, Roma Norte, Cuauhtémoc, Distrito Federal",496,depto,renta,3.0,19.418153,-99.1652014,2.0,2.0,3.0,260.0,260.0,6.0,45000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1283,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,260.0,260.0,29670.329670329666,29670.329670329666,1.0,1.0,29670.329670329666
departamento en venta en roma norte,"Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",540,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1286,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,86.0,86.0,52267.441860465115,52267.441860465115,1.0,1.0,52267.441860465115
venta departamento  roma sur,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",594,depto,venta,4.0,19.4175123,-99.1701999,2.0,1.0,2.0,115.0,115.0,10.0,8650000.0,metros_cubicos,POINT (-99.1701999 19.4175123),12675,0901500011093,9,15,1,1093,Urbana,1288,371.0,68.0,53.0,90.0,9.0,1,2.0,2.0,115.0,115.0,75217.39130434782,75217.39130434782,1.0,1.0,75217.39130434782
increible departamento en preventa col: roma/  colima,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",703,depto,venta,2.0,19.4182766,-99.166438,2.0,2.0,2.0,160.0,160.0,0.0,10600000.0,metros_cubicos,POINT (-99.166438 19.4182766),12675,0901500011093,9,15,1,1093,Urbana,1292,381.0,16.0,76.0,78.0,7.0,1,2.0,2.0,160.0,160.0,66250.0,66250.0,1.0,1.0,66250.0
departamento exterior en roma norte.,"Durango 325, Roma Norte, Cuauhtémoc, Distrito Federal",713,depto,renta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,100.0,100.0,40.0,23500.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1294,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,100.0,100.0,40285.71428571428,40285.71428571428,1.0,1.0,40285.71428571428
lindo y amplio departamento en col. roma,"Jalapa 0, Roma Norte, Cuauhtémoc, Distrito Federal",717,depto,venta,3.0,19.418153,-99.1652014,2.0,2.0,2.0,,123.0,5.0,7600000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1295,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,117.2,123.0,64846.41638225256,61788.617886178865,1.0494880546075085,0.9528455284552846,64846.41638225256
en venta departamento tipo town house en roma nte,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",760,depto,venta,3.0,19.418153,-99.1652014,2.0,2.0,2.0,90.0,90.0,10.0,6100000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1298,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,90.0,90.0,67777.77777777778,67777.77777777778,1.0,1.0,67777.77777777778
"roma, departamentos en preventa en el corazon de la roma jun","Cozumel, Roma Norte, Cuauhtémoc, Distrito Federal",792,depto,venta,,19.4171424,-99.1703275,1.0,1.0,1.0,65.0,65.0,0.0,5570000.0,metros_cubicos,POINT (-99.1703275 19.4171424),12675,0901500011093,9,15,1,1093,Urbana,1299,356.0,69.0,52.0,92.0,8.0,1,1.0,1.0,65.0,65.0,85692.30769230769,85692.30769230769,1.0,1.0,85692.30769230769
departamento en venta col roma norte,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",812,depto,venta,6.0,19.4180712,-99.1653339,2.0,2.0,2.0,110.0,110.0,0.0,9200000.0,metros_cubicos,POINT (-99.16533389999999 19.4180712),12675,0901500011093,9,15,1,1093,Urbana,1300,382.0,19.0,73.0,82.0,9.0,1,2.0,2.0,110.0,110.0,83636.36363636363,83636.36363636363,1.0,1.0,83636.36363636363
"queretaro, 77m2, para estrenar, finos acabados","Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",813,depto,venta,36.0,19.418153,-99.1652014,2.0,1.0,2.0,77.0,77.0,0.0,5400000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1301,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,77.0,77.0,70129.87012987013,70129.87012987013,1.0,1.0,70129.87012987013
"departamento en venta, cuauhtémoc, ciudad de méxico","Valladolid, Roma Norte, Cuauhtémoc, Distrito Federal",879,depto,venta,18.0,19.4175206,-99.1676453,2.0,2.0,2.0,,107.0,0.0,5390000.0,metros_cubicos,POINT (-99.1676453 19.4175206),12675,0901500011093,9,15,1,1093,Urbana,1305,367.0,30.0,56.0,80.0,7.0,1,2.0,2.0,104.4,107.0,51628.35249042145,50373.831775700935,1.024904214559387,0.9757009345794394,51628.35249042145
roma norte,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",995,depto,venta,4.0,19.4181531,-99.1652014,2.0,1.0,2.0,133.0,133.0,0.0,6800000.0,metros_cubicos,POINT (-99.1652014 19.4181531),12675,0901500011093,9,15,1,1093,Urbana,1306,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,133.0,133.0,51127.81954887218,51127.81954887218,1.0,1.0,51127.81954887218
"10405 colima, roma norte","Colima, Roma Norte, Cuauhtémoc, Distrito Federal",1010,depto,venta,,19.417908,-99.17007,2.0,2.0,3.0,110.0,110.0,0.0,6900000.0,metros_cubicos,POINT (-99.17007 19.417908),12675,0901500011093,9,15,1,1093,Urbana,1307,426.0,72.0,61.0,112.0,13.0,1,2.0,3.0,110.0,110.0,62727.27272727273,62727.27272727273,1.0,1.0,62727.27272727273
departamento en venta con terraza en la roma norte,"Av. Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1024,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,93.0,85.0,0.0,4595000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1308,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,93.0,85.0,49408.602150537634,54058.82352941176,0.9139784946236559,1.0941176470588234,49408.602150537634
departamento en venta roma norte,"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",1066,depto,venta,3.0,19.417759,-99.167813,1.0,,1.0,,42.0,0.0,3425000.0,metros_cubicos,POINT (-99.167813 19.417759),12675,0901500011093,9,15,1,1093,Urbana,1309,410.0,35.0,65.0,83.0,9.0,1,1.0,1.0,42.0,42.0,81547.61904761905,81547.61904761905,1.0,1.0,81547.61904761905
departamento en venta en roma norte,"Zacatecas 67, Roma Norte, Cuauhtémoc, Distrito Federal",1078,depto,venta,3.0,19.4191235,-99.1646152,2.0,2.0,3.0,90.0,90.0,16.0,4495000.0,metros_cubicos,POINT (-99.1646152 19.4191235),12675,0901500011093,9,15,1,1093,Urbana,1311,321.0,19.0,58.0,66.0,10.0,1,2.0,3.0,90.0,90.0,49944.444444444445,49944.444444444445,1.0,1.0,49944.444444444445
bello departamento remodelado,"Guanajuato 143, Roma Norte, Cuauhtémoc, Distrito Federal",1090,depto,venta,3.0,19.418153,-99.1652014,3.0,1.0,3.0,180.0,180.0,5.0,5300000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1312,365.0,18.0,67.0,79.0,11.0,1,3.0,3.0,180.0,180.0,29444.444444444445,29444.444444444445,1.0,1.0,29444.444444444445
hermoso departamento roma,"Córdoba  185, Roma Norte, Cuauhtémoc, Distrito Federal",1160,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1313,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,86.0,86.0,52267.441860465115,52267.441860465115,1.0,1.0,52267.441860465115
"4064 tabasco, roma norte","Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1172,depto,venta,,19.418071,-99.165334,2.0,1.0,2.0,110.0,110.0,0.0,9000000.0,metros_cubicos,POINT (-99.165334 19.418071),12675,0901500011093,9,15,1,1093,Urbana,1314,382.0,19.0,73.0,82.0,9.0,1,2.0,2.0,110.0,110.0,81818.18181818182,81818.18181818182,1.0,1.0,81818.18181818182
caminando de la cibeles con terraza. (rentado),"Tabasco 267, Roma Norte, Cuauhtémoc, Distrito Federal",1193,depto,venta,3.0,19.418153,-99.1652014,2.0,2.0,2.0,110.0,110.0,8.0,9000000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1316,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,110.0,110.0,81818.18181818182,81818.18181818182,1.0,1.0,81818.18181818182
caminando de la cibeles con terraza,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1249,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,110.0,100.0,9.0,9500000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1319,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,110.0,100.0,86363.63636363637,95000.0,0.9090909090909091,1.0999999999999999,86363.63636363637
departamento en venta en cuauhtemoc,"Roma Norte Sn, Roma Norte, Cuauhtémoc, Distrito Federal",1405,depto,venta,3.0,19.418153,-99.1652014,2.0,,2.0,,140.0,1.0,7300000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1325,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,146.8,140.0,49727.5204359673,52142.857142857145,0.9536784741144413,1.0485714285714287,49727.5204359673
venta departamento nuevo con lindo balcon en roma norte increíble ubicación,"Colima 318, Roma Norte, Cuauhtémoc, Distrito Federal",1429,depto,venta,3.0,19.418276,-99.166438,2.0,,2.0,105.0,105.0,0.0,7245000.0,metros_cubicos,POINT (-99.166438 19.418276),12675,0901500011093,9,15,1,1093,Urbana,1327,381.0,16.0,76.0,78.0,7.0,1,2.0,2.0,105.0,105.0,69000.0,69000.0,1.0,1.0,69000.0
departamento en renta en la roma norte,"Cda. Salamanca 14, Roma Norte, Cuauhtémoc, Distrito Federal",1458,depto,venta,41.0,19.418153,-99.1652014,1.0,,1.0,62.0,62.0,30.0,3500000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1328,365.0,18.0,67.0,79.0,11.0,1,1.0,1.0,62.0,62.0,56451.6129032258,56451.6129032258,1.0,1.0,56451.6129032258
venta departamento desarrollo casa roma 315,"Bajio  315, Roma Norte, Cuauhtémoc, Distrito Federal",1467,depto,venta,3.0,19.418153,-99.1652014,3.0,2.0,3.0,,112.0,0.0,6790000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1329,365.0,18.0,67.0,79.0,11.0,1,3.0,3.0,110.0,112.0,61727.27272727273,60625.0,1.018181818181818,0.9821428571428571,61727.27272727273
roma vende depto con terraza ,"Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal",1583,depto,venta,3.0,19.418153,-99.1652014,,2.0,,140.0,140.0,7.0,8000000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1332,365.0,18.0,67.0,79.0,11.0,1,2.2,2.2,140.0,140.0,57142.857142857145,57142.857142857145,1.0,1.0,57142.857142857145
pre venta departamento desarrollo sinaloa 145,"Sinaloa 145, Roma Norte, Cuauhtémoc, Distrito Federal",1632,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,2.0,,103.0,0.0,6930000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1333,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,135.8,103.0,51030.927835051545,67281.55339805825,0.7584683357879234,1.3184466019417476,51030.927835051545
depa en renta roma ,"Quintana Roo, Roma Norte, Cuauhtémoc, Distrito Federal",1793,depto,renta,41.0,19.418153,-99.1652014,2.0,2.0,3.0,130.0,130.0,20.0,27500.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1336,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,130.0,130.0,36263.73626373626,36263.73626373626,1.0,1.0,36263.73626373626
pre venta departamento desarrollo chapultepec 430,"Av Chapultepec  430, Roma Norte, Cuauhtémoc, Distrito Federal",1804,depto,venta,3.0,19.418153,-99.1652014,1.0,,1.0,,32.89,0.0,2792170.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1337,365.0,18.0,67.0,79.0,11.0,1,1.0,1.0,33.2,32.89,84101.50602409638,84894.19276375798,0.9906626506024095,1.0094253572514442,84101.50602409638
renta depa en la roma,"Quintana Roo, Roma Norte, Cuauhtémoc, Distrito Federal",1817,depto,renta,41.0,19.418153,-99.1652014,2.0,2.0,3.0,130.0,130.0,20.0,26500.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1338,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,130.0,130.0,34945.054945054944,34945.054945054944,1.0,1.0,34945.054945054944
21544,"Zacatecas, Roma Norte, Cuauhtémoc, Distrito Federal",1844,depto,venta,3.0,19.4181531,-99.1652014,2.0,2.0,3.0,140.0,140.0,0.0,10500000.0,metros_cubicos,POINT (-99.1652014 19.4181531),12675,0901500011093,9,15,1,1093,Urbana,1339,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,140.0,140.0,75000.0,75000.0,1.0,1.0,75000.0
departamento en venta colonia roma,"Roma Sn, Roma Norte, Cuauhtémoc, Distrito Federal",1944,depto,venta,2.0,19.418153,-99.1652014,1.0,1.0,2.0,85.0,85.0,0.0,4200000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1340,365.0,18.0,67.0,79.0,11.0,1,1.0,2.0,85.0,85.0,49411.76470588235,49411.76470588235,1.0,1.0,49411.76470588235
departamento en preventa en roma norte,"Puebla  277, Roma Norte, Cuauhtémoc, Distrito Federal",1978,depto,venta,3.0,19.418153,-99.1652014,2.0,2.0,2.0,,71.0,0.0,5580000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1342,365.0,18.0,67.0,79.0,11.0,1,2.0,2.0,114.6,71.0,48691.09947643979,78591.54929577465,0.6195462478184992,1.6140845070422534,48691.09947643979
departamento  recién remodelado,"Zacatecas  67, Roma Norte, Cuauhtémoc, Distrito Federal",1995,depto,venta,3.0,19.418153,-99.1652014,2.0,1.0,3.0,90.0,90.0,16.0,4495000.0,metros_cubicos,POINT (-99.1652014 19.418153),12675,0901500011093,9,15,1,1093,Urbana,1344,365.0,18.0,67.0,79.0,11.0,1,2.0,3.0,90.0,90.0,49944.444444444445,49944.444444444445,1.0,1.0,49944.444444444445
"12223 tabasco, roma norte",,272,casa,venta,,19.41764,-99.16664,2.0,,2.0,102.0,102.0,,5180000.0,viva_anuncios,POINT (-99.16664 19.41764),12675,0901500011093,9,15,1,1093,Urbana,1345,317.0,12.0,60.0,68.0,7.0,0,2.0,2.0,102.0,102.0,50784.313725490196,50784.313725490196,1.0,1.0,50784.313725490196
"10405 colima, roma norte",,281,casa,venta,,19.4179,-99.17007,2.0,,3.0,110.0,110.0,,6900000.0,viva_anuncios,POINT (-99.17007 19.4179),12675,0901500011093,9,15,1,1093,Urbana,1346,422.0,72.0,61.0,110.0,13.0,0,2.0,3.0,110.0,110.0,62727.27272727273,62727.27272727273,1.0,1.0,62727.27272727273
"4064 tabasco, roma norte",,307,casa,venta,,19.41807,-99.16533,2.0,,2.0,110.0,110.0,,9000000.0,viva_anuncios,POINT (-99.16533 19.41807),12675,0901500011093,9,15,1,1093,Urbana,1347,382.0,19.0,73.0,82.0,9.0,0,2.0,2.0,110.0,110.0,81818.18181818182,81818.18181818182,1.0,1.0,81818.18181818182
departamento en roma norte,,420,depto,venta,,19.41815,-99.1652,2.0,,2.0,117.0,117.0,,9200000.0,viva_anuncios,POINT (-99.1652 19.41815),12675,0901500011093,9,15,1,1093,Urbana,1348,364.0,18.0,66.0,79.0,11.0,1,2.0,2.0,117.0,117.0,78632.47863247863,78632.47863247863,1.0,1.0,78632.47863247863
departamento en venta querétaro roma norte,,428,depto,venta,,19.41815,-99.1652,1.0,,1.0,112.0,112.0,,6850000.0,viva_anuncios,POINT (-99.1652 19.41815),12675,0901500011093,9,15,1,1093,Urbana,1349,364.0,18.0,66.0,79.0,11.0,1,1.0,1.0,112.0,112.0,61160.71428571428,61160.71428571428,1.0,1.0,61160.71428571428
se vende,,480,casa,venta,,19.41815,-99.1652,2.0,,3.0,,,,7000000.0,viva_anuncios,POINT (-99.1652 19.41815),12675,0901500011093,9,15,1,1093,Urbana,1350,364.0,18.0,66.0,79.0,11.0,0,2.0,3.0,204.2,205.6,34280.117531831536,34046.69260700389,1.0068560235063664,0.9931906614785992,34046.69260700389
precioso departamento en la roma,,492,depto,venta,,19.41815,-99.1652,1.0,,2.0,92.0,92.0,,5200000.0,viva_anuncios,POINT (-99.1652 19.41815),12675,0901500011093,9,15,1,1093,Urbana,1351,364.0,18.0,66.0,79.0,11.0,1,1.0,2.0,92.0,92.0,56521.739130434784,56521.739130434784,1.0,1.0,56521.739130434784
departamento roma norte,,653,depto,venta,,19.41815,-99.1652,2.0,,3.0,220.0,220.0,,9000000.0,viva_anuncios,POINT (-99.1652 19.41815),12675,0901500011093,9,15,1,1093,Urbana,1354,364.0,18.0,66.0,79.0,11.0,1,2.0,3.0,220.0,220.0,40909.09090909091,40909.09090909091,1.0,1.0,40909.09090909091
departamento en venta en roma norte,,801,depto,venta,,19.41775,-99.16781,1.0,,1.0,,,,3425000.0,viva_anuncios,POINT (-99.16781 19.41775),12675,0901500011093,9,15,1,1093,Urbana,1355,404.0,35.0,63.0,83.0,9.0,1,1.0,1.0,53.714,57.0,63763.63704062256,60087.71929824561,1.06117585731839,0.9423508771929824,63763.63704062256
sinaloa roma norte,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",13,depto,venta,,19.419891,-99.172019,1.0,1.0,1.0,64.0,64.0,0.0,4100000.0,metros_cubicos,POINT (-99.17201900000001 19.419891),12570,0901500011089,9,15,1,1089,Urbana,1356,476.0,118.0,64.0,84.0,17.0,1,1.0,1.0,64.0,64.0,64062.5,64062.5,1.0,1.0,64062.5
"departamento en roma norte, cuauhtémoc con 2 recámaras, 146 m², id: 56344","Avenida Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",15,depto,venta,,19.4205986,-99.175132,2.0,1.0,2.0,146.0,146.0,50.0,7425000.0,metros_cubicos,POINT (-99.175132 19.4205986),12570,0901500011089,9,15,1,1089,Urbana,1357,299.0,26.0,56.0,85.0,7.0,1,2.0,2.0,146.0,146.0,50856.16438356164,50856.16438356164,1.0,1.0,50856.16438356164
renta departamento en roma norte,"Sinaloa 170, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",28,depto,renta,40.0,19.4193742,-99.171225,2.0,1.0,2.0,92.0,92.0,15.0,21000.0,metros_cubicos,POINT (-99.17122500000001 19.4193742),12570,0901500011089,9,15,1,1089,Urbana,1358,453.0,67.0,73.0,107.0,15.0,1,2.0,2.0,92.0,92.0,39130.434782608696,39130.434782608696,1.0,1.0,39130.434782608696
"durango, colonia roma norte","Durango, Colonia Roma Norte, Cuauhtémoc, Distrito Federal",68,depto,renta,,19.4187681,-99.173099,2.0,1.0,2.0,100.0,100.0,0.0,23000.0,metros_cubicos,POINT (-99.17309899999999 19.4187681),12570,0901500011089,9,15,1,1089,Urbana,1359,364.0,79.0,39.0,62.0,14.0,1,2.0,2.0,100.0,100.0,39428.57142857143,39428.57142857143,1.0,1.0,39428.57142857143
"muy bien ubicado depa amueblado en roma norte, cerca de sevilla, 71757","Puebla, Roma Norte, Cuauhtémoc, Distrito Federal",90,depto,renta,,19.4204845,-99.1719311,1.0,,2.0,100.0,100.0,0.0,18000.0,metros_cubicos,POINT (-99.17193109999999 19.4204845),12570,0901500011089,9,15,1,1089,Urbana,1360,479.0,107.0,93.0,91.0,16.0,1,1.0,2.0,100.0,100.0,30857.142857142855,30857.142857142855,1.0,1.0,30857.142857142855
roma  esquina av. chapultepec venta depto.,"Roma  Esquina Av. Chapultepec Venta Depto., Roma Norte, Cuauhtémoc, Distrito Federal",166,depto,venta,4.0,19.4202476,-99.1763064,2.0,2.0,2.0,110.0,110.0,0.0,5800000.0,metros_cubicos,POINT (-99.1763064 19.4202476),12570,0901500011089,9,15,1,1089,Urbana,1361,253.0,19.0,46.0,86.0,5.0,1,2.0,2.0,110.0,110.0,52727.27272727273,52727.27272727273,1.0,1.0,52727.27272727273
espectacular loft amueblado,"Sinaloa 179, Roma Norte, Cuauhtémoc, Distrito Federal",270,depto,renta,8.0,19.4198868,-99.1720176,1.0,1.0,,50.0,50.0,5.0,18000.0,metros_cubicos,POINT (-99.1720176 19.4198868),12570,0901500011089,9,15,1,1089,Urbana,1363,476.0,118.0,64.0,84.0,17.0,1,1.0,1.4,50.0,50.0,61714.28571428571,61714.28571428571,1.0,1.0,61714.28571428571
amplio y bonito departamento!!,"Acapulco, Roma Norte, Cuauhtémoc, Distrito Federal",275,depto,renta,8.0,19.4196247,-99.1743387,3.0,1.0,2.0,143.0,122.0,27.0,22000.0,metros_cubicos,POINT (-99.17433870000001 19.4196247),12570,0901500011089,9,15,1,1089,Urbana,1364,335.0,28.0,59.0,77.0,10.0,1,3.0,2.0,143.0,122.0,26373.62637362637,30913.348946135826,0.8531468531468531,1.1721311475409835,26373.62637362637
"renta moderno depto. con inmejorable ubicación, roma norte","Acapulco 37, Roma Norte, Cuauhtémoc, Distrito Federal",283,depto,renta,1.0,19.4193691,-99.1743199,3.0,2.0,3.0,105.0,105.0,0.0,25000.0,metros_cubicos,POINT (-99.1743199 19.4193691),12570,0901500011089,9,15,1,1089,Urbana,1365,333.0,28.0,55.0,72.0,10.0,1,3.0,3.0,105.0,105.0,40816.32653061224,40816.32653061224,1.0,1.0,40816.32653061224
"renta departamento amueblado en roma norte, calle sinaloa","Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",337,depto,renta,3.0,19.4199907,-99.1715554,1.0,1.0,2.0,61.0,61.0,0.0,15150.0,metros_cubicos,POINT (-99.1715554 19.4199907),12570,0901500011089,9,15,1,1089,Urbana,1366,454.0,100.0,68.0,91.0,16.0,1,1.0,2.0,61.0,61.0,42576.11241217798,42576.11241217798,1.0,1.0,42576.11241217798
"hermoso departamento en venta, con patio privado, col. roma","Guadalajara, Roma Norte, Cuauhtémoc, Distrito Federal",419,depto,venta,6.0,19.4207,-99.1728,2.0,1.0,2.0,,117.0,8.0,7940000.0,metros_cubicos,POINT (-99.1728 19.4207),12570,0901500011089,9,15,1,1089,Urbana,1367,394.0,68.0,77.0,70.0,13.0,1,2.0,2.0,112.2,117.0,70766.48841354724,67863.24786324786,1.0427807486631016,0.9589743589743589,70766.48841354724
departamento en venta con balcón en la roma,"Sinaloa, Roma Norte, Cuauhtémoc, Distrito Federal",752,depto,venta,8.0,19.4198868,-99.1720176,1.0,1.0,1.0,50.0,50.0,2.0,3700000.0,metros_cubicos,POINT (-99.1720176 19.4198868),12570,0901500011089,9,15,1,1089,Urbana,1368,476.0,118.0,64.0,84.0,17.0,1,1.0,1.0,50.0,50.0,74000.0,74000.0,1.0,1.0,74000.0
