id,price,name,lat,lon,Baños,Recámaras,terreno
452,11670000,"Departamento en Calle Zacatecas, Col. Roma Norte",19.41584,-99.15967,2.0,3,
453,728699,"HERMOSO DEPARTAMENTO EN LA ROMA, CUAUHTEMOC EN REMATE BANCARIO",19.41936,-99.17431,2.0,3,180.0
454,660899,LINDO DEPARTAMENTO EN LA ROMA EN REMATE BANCARIO,19.42207,-99.16695,2.0,3,120.0
455,7264180,"Departamento en venta, Roma Norte, Coahuila (603-S)",19.41736,-99.15945,2.0,2,
456,3465935,"Departamento en Venta, Roma Norte, Coahuila, (301-M)",19.41736,-99.15945,1.0,1,
457,6843000,PREVENTA. HERMOSOS DEPARTAMENTOS PARA ESTRENAR EN ROMA NORTE,19.4134,-99.15668,2.0,2,
458,4495000,"CÓRDOBA 185, ROMA NORTE, CDMX",19.41952,-99.16254,2.0,3,
459,3595000,DEPARTAMENTO ROMA NORTE EN VENTA,19.41952,-99.16254,1.0,1,
470,5950000,Magnifico departamento en PB construido en 2 niveles frente al PARQUE ESPAÑA,19.41699,-99.17101,2.0,3,
471,4500000,"RAV10254, ROMA NORTE, DEPARTAMENTO EN VENTA",19.41615,-99.15756,2.0,2,
473,660998,AMPLIO DEPARTAMENTO EN LA ROMA CUAUHTEMOC REMATE BANCARIO,19.41633,-99.16552,2.0,3,120.0
474,728888,LINDO Y AMPLIO DEPTO EN LA ROMA NORTE REMATE BANCARIO,19.41936,-99.17431,2.0,3,180.0
476,660999,Bonito y Espacioso Departamento en la Roma REMATE BANCARIO,19.42207,-99.16695,2.0,3,120.0
477,829999,Lindo Departamento en Roma Nte REMATE BANCARIO,19.41661,-99.16002,2.0,3,110.0
478,829699,BELLO DEPARTAMENTO EN LA ROMA EN REMATE BANCARIO,19.41661,-99.16002,2.0,3,110.0
479,660884,LINDO DEPARTAMENTO EN MIGUEL HIDALGO,19.42207,-99.16695,2.0,3,120.0
480,7000000,Se Vende,19.41815,-99.1652,2.0,3,
482,5436000,"Departamento en Venta , Roma Norte, Cordoba (502)",19.41736,-99.15945,2.0,2,
483,4774000,"Departamento en Venta, Roma Norte ,Cordoba (101)",19.41736,-99.15945,1.0,2,
484,5190000,"Departamento en Venta Ubicado en Colonia juárez, Cuauhtémoc, CDMX.",19.42566,-99.15458,2.0,3,93.0
490,3275000,DEPARTAMENTO EN PRE VENTA ROMA NORTE,19.41484,-99.16024,1.0,1,
492,5200000,Precioso Departamento en la Roma,19.41815,-99.1652,1.0,2,92.0
494,948631,ATRACTIVO DEPARTAMENTO EN COL ROMA REMATE,19.42193,-99.15585,2.0,3,110.0
495,829653,REMATO DEPARTAMENTO EN ROMA NORTE,19.41661,-99.16002,2.0,3,110.0
496,728614,REMATO DEPARTAMENTO EN COL ROMA NORTE,19.41936,-99.17431,2.0,3,180.0
497,728614,Hermoso Departamento en Roma Norte REMATE BANCARIO,19.41936,-99.17431,2.0,3,180.0
498,660884,Bonito Departamento en Roma REMATE BANCARIO,19.42207,-99.16695,2.0,3,120.0
501,10872225,Venta Depto. 3 Habs. con terraza en Roma Norte,19.41469,-99.16062,3.0,3,
502,7190820,Departamentos de 2 a 3 Habs. en Venta en Colonia Roma Norte,19.41469,-99.16062,2.0,3,
503,19404000,Penthouse 3 Habs. en venta en La Roma Norte,19.41469,-99.16062,3.0,3,
507,5500000,Departamento en venta Colonia Roma,19.41652,-99.16563,2.0,2,107.0
517,4300000,VENTA DEPARTAMENTO ROMA NORTE,19.41645,-99.15816,2.0,2,
518,8650000,VENTA DEPARTAMENTO  ROMA SUR,19.41751,-99.17019,2.0,2,
519,5950000,VENTA DEPARTAMENTO ROMA NORTE,19.42149,-99.16557,2.0,3,
520,3500000,Invierte en Loft 37 m² en la Roma!,19.42141,-99.16414,1.0,1,
521,2900001,Loft 38 m² en la Colonia Roma! Gimnasio y Coworking. Preventa,19.42193,-99.16361,1.0,1,
522,3156000,Preventa Loft 38 m² en la Colonia Roma! Oportunidad de Inversión!,19.42186,-99.16363,1.0,1,
523,3170002,Loft 42m2 en la Colonia Roma. Acabados de Lujo,19.42207,-99.16486,1.0,1,
524,3170000,Preventa Loft 38 m² en la Colonia Roma! Gimnasio y Coworking incluido!,19.42207,-99.16355,1.0,1,
525,3010000,"Preventa Departamento 47m2, tipo Loft en la Roma con estacionamiento!",19.42218,-99.16503,1.0,1,
526,3170001,Preventa Loft 42m2 en la Roma. a 5 min del Parque México,19.42218,-99.16474,1.0,1,
527,3170001,Preventa Loft 42m2 a 5 min del Parque España,19.42215,-99.16506,1.0,1,
528,3348050,"Preventa Depa 47m2 tipo Loft en la Roma, 1 estacionamiento!",19.42206,-99.1656,1.0,1,
529,3470001,Invierte en Loft 37 m² en la Roma! Gran Oportunidad de Inversión.,19.42125,-99.16464,1.0,1,
530,10750000,Preventa Garden House 195m2 en la Roma con gran Terraza,19.41626,-99.16179,2.0,3,
531,9590010,Preventa Depa ROOF GARDEN en Roma Norte 2 habitaciones,19.41658,-99.16141,2.0,2,
534,9590000,"Preventa 204m2, 2 recámaras cerca Parque Luis Cabrera",19.41687,-99.15977,2.0,2,
535,4980000,"Preventa Depa 76m2, 2 Recamara, 2 Baños y 1 Cajon de Estacionamiento",19.41232,-99.15787,2.0,2,
536,4200000,DEPARTAMENTO 1 RECAMARAS EN VENTA,19.41692,-99.1546,1.0,1,
537,5400000,DEPARTAMENTO 3 RECAMARAS EN VENTA,19.42039,-99.16164,2.0,3,
538,2700000,DEPARTAMENTO 1 RECAMARAS EN VENTA,19.41703,-99.15542,1.0,1,
539,2700000,DEPARTAMENTO 3 RECAMARAS EN VENTA,19.4251,-99.15564,1.0,3,
540,2657000,DEPARTAMENTO EN VENTA JALPA 99A CUAUHTEMOC,19.41856,-99.16135,1.0,2,
541,728614,GRAN REMATE BANCARIO DEPARTAMENTO ROMA NORTE,19.42043,-99.17454,2.0,3,180.0
542,829653,OJO MUY BONITO DEPARTAMENTO EN ROMA NORTE REMATE,19.41661,-99.16002,2.0,3,110.0
543,660884,COMODO DEPARTAMENTO EN CUAUHTEMOC,19.42207,-99.16695,2.0,3,120.0
544,4700000,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.4207,-99.17055,2.0,2,
545,5950000,"INCREIBLE DEPARTAMENTO EN LA MEJOR ZONA DE LA COLONIA ROMA NORTE, VENTA/RENTA!!",19.42194,-99.16892,2.0,2,
548,9900000,"Pent-House en VENTA, Roma Sur",19.4208,-99.1615,2.0,3,
549,729000,BONITO DEPTO EN LA ROMA NORTE REMATE BANCARIO,19.41936,-99.17431,2.0,3,180.0
550,949000,BONITO DEPTO EN LA ROMA NORTE REMATE BANCARIO,19.42193,-99.15585,2.0,3,110.0
551,950000,HERMOSO DEPTO EN LA ROMA NORTE REMATE BANCARIO,19.42072,-99.16534,2.0,3,176.0
552,786000,LINDO DEPTO EN LA ROMA NORTE REMATE BANCARIO,19.42399,-99.15701,2.0,3,100.0
559,5400000,Venta de Departamento,19.4143,-99.1581,2.0,2,79.0
570,7932730,Departamento - Cuauhtemoc,19.41469,-99.16062,2.0,2,
571,8200000,Departamento - Roma,19.41969,-99.15603,2.0,2,
573,4231935,ROMA NORTE DEPARTAMENTO EN VENTA,19.41375,-99.161,2.0,2,
574,5500000,"ROMA NORTE, PROYECTO DEL ARQ. ANTONIO FARRÉ, MURAL DE MARCO ZAMUDIO",19.41175,-99.16497,1.0,1,
575,12660000,"ROMA NORTE, INCREÍBLE CONDOMINIO HORIZONTAL SOLO 3 TOWN HOUSE",19.41946,-99.15813,2.0,2,
580,4387165,"Venta de Departamentos en Roma Norte, Cuauhtemoc",19.42143,-99.17041,1.0,1,
582,9200000,Departamento en Venta Col Roma Norte,19.41807,-99.16533,2.0,2,
583,2753666,ULTIMOS REMATES &#34;CUAUHTEMOC&#34; DEPARTAMENTO EN VENTA,19.41142,-99.1643,1.0,2,65.0
585,5400000,Excelente PH en venta en la colonia Roma Norte,19.4212,-99.17272,2.0,3,110.0
590,7690640,Departamento PENT HOUSE Nuevo en Venta en Colonia ROMA,19.42064,-99.17054,2.0,2,
591,9350000,"PH EN VENTA, ROMA NORTE.",19.41682,-99.15964,2.0,2,
592,9789570,"Departamento en Venta, Roma Norte, Guanajuato (202)",19.41736,-99.15945,3.0,3,
600,8250000,"Departamento en venta en Roma Norte, Cuauhtémoc, Distrito Federal",19.42107,-99.15579,2.0,2,
602,5400000,ROMA NORTE PUEBLA,19.4219986055992,-99.1650242,2.0,2,
603,15900000,Departamento en VENTA en Roma Norte,19.41555,-99.16159,3.0,3,90.0
604,4500000,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.41435,-99.15808,2.0,2,
605,2999990,Venta de Departamento en la Roma,19.41601,-99.15644,1.0,2,
606,3000000,Venta de Departamento Roma,19.41913,-99.15751,1.0,2,92.0
607,7250000,DEPARTAMENTO EN VENTA EN CONDESA.,19.41731,-99.17194,2.0,2,138.0
608,5750000,VENTA DEPARTAMENTO AMUEBLADO EN ROMA NORTE,19.41986,-99.17187,2.0,2,69.0
610,3995005,Departamento  en venta en Roma Norte,19.41426,-99.16329,2.0,2,85.0
611,3995005,Departamento en Venta Cuauhtémoc,19.41461,-99.16392,2.0,2,85.0
612,3995005,Departamento en Venta en Roma Norte Cuauhtémoc,19.41426,-99.16329,2.0,2,85.0
613,3585951,Venta de departamentos en Roma Norte Cuauhtemoc,19.41924,-99.16957,1.0,1,44.0
614,3200000,Departamento en Venta en la Condesa,19.42,-99.17,1.0,1,46.0
615,1382000,BONITO DEPARTAMENTO EN ROMA NORTE EN REMATE,19.41821,-99.15546,2.0,2,95.0
616,974000,REMATO DEPARTAMENTO FRENTE A PABELLON CUAUHTEMOC,19.41262,-99.15546,1.0,2,80.0
618,7096919,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.42019,-99.17031,2.0,2,
619,6930000,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.42021,-99.17021,2.0,2,
622,6820000,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.42026,-99.17031,2.0,2,
624,3300000,DEPARTAMENTO 3 RECAMARAS EN VENTA,19.42333,-99.1554,1.0,3,
627,13170500,PH EN VENTA COL. ROMA,19.41538,-99.16197,2.0,2,
629,14382000,GARDEN HOUSE VENTA COL. ROMA,19.41952,-99.16254,3.0,3,
631,840000,ULTIMO DEPTO EN REMATE EN LA ROMA,19.41661,-99.16002,1.0,2,85.0
635,4100000,Sinaloa Roma Norte,19.41988,-99.17201,1.0,1,
636,800000,Departamento en La Condesa,19.41801,-99.17481,3.0,2,
637,5752000,Departamento en La Colonia Roma en Venta,19.4119,-99.15965,2.0,2,
638,10750000,Departamento en Venta en La Roma,19.41682,-99.15964,3.0,3,
639,3500000,Departamento en La Colonia Roma,19.41095,-99.16604,1.0,1,
640,2793102,"Preventa en La Colonia Roma Norte, Chapultepec",19.42295,-99.16525,,6,
641,23000000,PH Para Venta  en Plaza Río de Janeiro Roma Norte,19.42099,-99.16092,3.0,3,
644,12900000,Hermoso Departamento en Venta en El Corazón de Roma Norte!,19.41884,-99.16133,2.0,2,
645,5800000,Muy Buen Departamento en Venta  en Col. Roma Norte,19.41899,-99.16402,2.0,2,
647,9900000,Río Ebro Cuauhtémoc,19.41673,-99.16238,2.0,2,
648,4495000,Departamento  en Venta en la ROMA,19.41584,-99.15967,2.0,3,
651,2400000,DEPARTAMENTO EN PREVENTA ROMA NORTE 1 RECAMARA,19.42194,-99.16917,1.0,1,
653,9000000,DEPARTAMENTO ROMA NORTE,19.41815,-99.1652,2.0,3,220.0
655,4495000,Departamento en Venta en la ROMA,19.41816,-99.15845,2.0,3,
658,3325922,"Departamento en Venta, Roma Norte, Av. Insurgentes (717)",19.41748,-99.16455,1.0,1,
659,10549350,"Departamento en Venta, Roma Norte, Guanajuato (101)",19.41736,-99.15945,3.0,3,
660,5514028,"Departamento en Venta, Roma Norte, Av. Insurgentes (706)",19.41748,-99.16455,1.0,1,
661,4419100,"Departamento en Venta, Roma Sur, Coahuila (405)",19.41736,-99.15945,2.0,2,
662,8026360,"Departamento en Venta, Roma Sur, Coahuila (601)",19.41736,-99.15945,2.0,2,
663,4548143,"Departamento en Venta, Roma Norte ,Av. Insurgentes (615)",19.41748,-99.16455,1.0,1,
667,1842000,"Departamento en Jalapa, Roma Norte, Cuauhtémoc, Ciudad de México",19.41851,-99.16134,1.0,2,145.0
668,3425000,"Departamento en Venta en Roma Norte, Cuahutemoc",19.42156,-99.17041,1.0,1,
669,12900000,PH en venta  Roma Norte 3 recamaras,19.4162,-99.15729,3.0,3,
670,3900000,DEPARTAMENTO 3 RECAMARAS EN VENTA,19.42337,-99.15535,1.0,3,
672,3395000,Frontera Roma Norte,19.41842,-99.15584,1.0,1,
673,5250000,DEPARTAMENTO EN VENTA EN LA CONDESA,19.41592,-99.16369,3.0,3,
674,8000000,"Departamento en Venta en Querétaro, Roma Norte, Cuauhtémoc, Ciudad de México",19.41367,-99.16547,3.0,3,
675,2767000,DEPA ADJUDICADO EN EL CORAZON DE LA ROMA A 5 MIN DE LA GLORIETA DE INSURGENTES,19.4169628055976,-99.16075,,3,148.0
677,1165000,REMATE EN “CUAUHTEMOC” DEPARTAMENTO EN VENTA,19.42124,-99.17266,1.0,2,
678,1541886,ULTIMOS REMATES &#34;CUAUHTEMOC&#34; DEPARTAMENTO EN VENTA,19.42398,-99.16097,1.0,2,66.0
679,1893307,ULTIMOS REMATES &#34;CUAUHTEMOC&#34; DEPARTAMENTO EN VENTA,19.41126,-99.16337,1.0,2,111.0
680,693899,VENTA DE BONITO DEPTO EN REMATE EN ROMA NORTE CUAUHTEMOC,19.4165,-99.16118,1.0,2,60.0
690,5500000,Mérida Roma Norte,19.41673,-99.15696,2.0,3,85.0
691,7250000,DEPARTAMENTO 2 RECAMARAS EN VENTA,19.42063,-99.17288,2.0,2,
692,6250000,Departamento en Venta en Roma Norte,19.41216,-99.1613,4.0,3,
696,3150000,VENTA  DEPARTAMENTO EN COLONIA ROMA,19.41551,-99.1576,1.0,2,
697,4400000,"FRONTERA, VENTA DEPARTAMENTO, ROMA NORTE",19.4226,-99.15661,2.0,2,
698,4290000,"VENTA DEPARTAMENTO COL. ROMA NORTE, CONDESA",19.41785,-99.16021,1.0,2,
699,6550000,"ROMA NORTE, DEPARTAMENTO EN VENTA, PRECIOSO, EXCELENTE UBICACION",19.41682,-99.15964,,6,
700,4650000,VENTA  DEPARTAMENTO COL. ROMA NORTE,19.41449,-99.1583,2.0,2,
701,5985000,"VENTA DEPARTAMENTO COL. ROMA NORTE, CONDESA",19.4204,-99.17167,2.0,2,
703,2820000,Icon Roma,19.4219,-99.16359,1.0,1,
704,4500000,DEPARTAMENTO ROMA NORTE,19.41575,-99.15619,1.0,1,
705,3269750,Departamento en Venta “Unico Roma”,19.4119,-99.15965,1.0,1,
707,3350000,DEPARTAMENTO ROMA NORTE EN PREVENTA,19.41575,-99.15619,1.0,1,
710,3848548,Icon Cibeles! Super Oportunidad Para Inversionistas!,19.42008,-99.16704,1.0,1,
711,5000000,Departamento en Venta en Narvarte Poniente,19.41417,-99.16567,2.0,2,
712,4290000,"VENTA DEPARTAMENTO ROMA, SAN LUIS POTOSÍ",19.41433,-99.15952,2.0,2,
714,4390000,Bonito Departamento en Excelente Ubicación,19.41494,-99.15777,2.0,2,
715,13000000,"Magnifico departamento con Roof Garden privado, en el corazon de la Roma",19.41711,-99.16121,2.0,2,
716,2005000,Departamento en Venta en Roma Norte,19.42048,-99.1702,1.0,1,
720,6950000,::ROMA NORTE OPORTUNIDAD::  Increíbles precios de preventa,19.42408,-99.15982,2.0,2,
723,6550000,"ROMA NORTE, DEPARTAMENTO EN VENTA, PRECIOSO, EXCELENTE UBICACION. *INVERSIONISTA",19.41682,-99.15964,2.0,2,
724,6700000,VENTA DEPARTAMENTO NUEVO - COL. ROMA,19.41454,-99.16111,2.0,2,
727,3200000,Departamento en Venta en Roma Norte,19.4128,-99.15727,1.0,1,
728,2792170,Chapultepec 430,19.42194,-99.16917,1.0,1,
729,5950000,Chapultepec 166,19.42476,-99.15757,2.0,2,
732,9500000,Increíble Departamento,19.41952,-99.16254,2.0,2,
735,8000000,Departamento 3 recamaras Col. Roma Norte Cuauhtemoc,19.41375,-99.16547,2.0,3,
736,3998850,"Gran Preventa¡¡¡ departamento de 1 recamara, Col. Roma Norte, Cuauhtemoc, CDMX.",19.42008,-99.16704,1.0,6,
737,13000000,Penthouse en Colonia Roma de 2 recamaras.,19.41952,-99.16254,2.0,2,
738,2890000,Últimos departamentos en preventa en Roma Norte,19.41479,-99.16212,1.0,1,
739,8500000,Departamento 3 recamaras Col. Roma Norte,19.41375,-99.16547,2.0,3,
740,8200000,Departamento en Venta en Roma Norte,19.42121,-99.16443,2.0,2,
741,4210000,Departamento en Venta en Roma Norte,19.41952,-99.16255,2.0,2,
779,5500000,"Departamentos Nuevos en Venta en Col. Roma Norte, CDMX",19.41202,-99.16428,2.0,2,
780,4800000,"Departamento en venta, Col. Roma",19.4128,-99.15726,1.0,2,
784,4550000,"Venta departamento Roma $4,550,000",19.41783,-99.15438,2.0,2,
785,7000000,Departamento amueblado o sin amueblar Roma Norte,19.41952,-99.16254,1.0,1,
786,4000000,Departamento en Venta en Roma Norte,19.42345,-99.16192,1.0,2,
789,5400000,"Queretaro, Col. Roma Norte. 77m2, para estrenar, finos acabados",19.41534,-99.15821,2.0,2,
790,5751680,Departamento en Venta en Roma Norte,19.41092,-99.16517,2.0,2,
794,3848548,"rEstrene departamento, Col. Roma Norte, Cuauhtemoc",19.42126,-99.16718,1.0,1,
798,4695000,Venta departamento Av Chapultepec,19.42295,-99.16525,2.0,2,
799,4206000,Departamento en Venta en Roma Norte,19.41816,-99.15861,3.0,2,
800,4750000,Departamento en Venta en Roma Norte,19.41704,-99.15462,2.0,1,
801,3425000,Departamento en Venta en Roma Norte,19.41775,-99.16781,1.0,1,
802,3240000,Departamento en Venta en Roma Norte,19.41754,-99.15813,1.0,2,
803,599000,Departamento en Venta en Roma Norte,19.41821,-99.15546,1.0,2,
804,2128000,Departamento en Venta en Roma Norte,19.41127,-99.16337,1.0,2,80.0
805,1686000,Departamento en Venta en Roma Norte,19.41147,-99.16432,1.0,2,
806,1848000,Departamento en Venta en Roma Sur,19.41127,-99.16337,2.0,3,
807,4680000,Departamento en Venta en Roma Norte,19.42294,-99.16527,2.0,2,
810,7100000,VENTA DE HERMOSO DEPARTAMENTO - COL. ROMA,19.4119,-99.15965,1.0,2,
811,6820000,"VENTA 5 DEPARTAMENTOS - Sinaloa 145, Col. Roma",19.42011,-99.17019,2.0,2,
812,9799999,Departamento en Venta en Roma Norte,19.41633,-99.16485,4.0,3,
814,12600000,Departamento en Venta en Roma Norte,19.41736,-99.15945,4.0,3,
816,12000000,"ESPECTACULAR PENTGARDEN EN PRE-VENTA, ROMA NORTE",19.41682,-99.15964,2.0,2,
817,5200000,"Venta Divino Loft Nuevo, Colonia Roma",19.41234,-99.16279,1.0,1,
820,2645000,Departamento en Venta en Roma Norte,19.41742,-99.17195,2.0,3,
821,2670000,Departamento en Venta en Roma Norte,19.41142,-99.16431,2.0,3,
822,2075000,Departamento en Venta en Roma Norte,19.41936,-99.17432,2.0,3,
823,3350000,Departamento en Venta en Roma Norte,19.41634,-99.1606,2.0,3,
827,3800000,PRE-VENTA DEPARTAMENTOS ROMA NORTE,19.41575,-99.15619,1.0,1,
828,3860000,Único Roma - Preventa,19.4119,-99.15965,2.0,2,
833,7201838,Departamento en Venta en Roma Norte,19.42127,-99.16313,2.0,2,
835,6500000,Departamento en Venta en Roma Norte,19.42046,-99.16148,3.0,3,
838,2000000,Departamento en Venta en Roma Sur,19.4119,-99.15893,2.0,3,
843,8000000,Venta de Pent House con Roof Garden Privado Colonia Roma,19.4143,-99.15805,3.0,3,202.0
847,3950000,DEPARTAMENTO EN VENTA,19.42194,-99.16892,2.0,3,107.0
849,6200000,"Hermoso Departamento en Venta en la Condesa con Hermosas vistas, muy iluminado",19.41742,-99.17195,2.0,3,150.0
850,7200000,"Departamento en Venta en Hipódromo Condesa, 1 recámara, 3 niveles, Roof Garden",19.41689,-99.17503,1.0,1,162.0
851,14800000,DEPARTAMENTO EN EDIFICIO BASURTO COLONIA HIPODROMO CONDESA,19.41358,-99.16775,2.0,2,
852,5500000,"TORRE HAMBURGO ESQ SEVILLA, COL. JUAREZ",19.42367,-99.17039,2.0,3,
853,3900000,"Departamento en Venta, Londres Col. Juárez",19.42338,-99.16812,2.0,2,
854,15400000,DEPARTAMENTO VARSOVIA 3 CON TERRAZA ESPECTACULAR EN PLENO REFORMA,19.42582,-99.16896,2.0,3,
855,5387388,Departamento en venta Entrega Inmediata Av Chapultepec Col Juarez y llevate tu REGALO con Gala,19.42414,-99.16284,2.0,2,77.0
856,3624748,"D1393 - Av. Chapultepec, Juárez",19.42172,-99.17365,1.0,1,54.0
858,8300000,ULTIMOS DEPARTAMENTOS FRENTE AL PARQUE ESPAÑA,19.41439,-99.17082,3.0,3,143.0
859,13290000,"PRECIOSO DEPARTAMENTO CON ESPECTACULAR TERRAZA, DE DOS NIVELES",19.41456,-99.16645,2.0,2,206.0
861,7250000,EXCELENTES DEPARTAMENTOS  VENTA CUAUHTÉMOC JUÁREZ,19.42245,-99.17007,1.0,1,82.0
864,6500000,Hipodromo Condesa Moderno Departamento en Venta,19.41595,-99.16647,2.0,2,118.0
865,2447800,"Departamento en venta Juárez, Cuauhtémoc, CDMX -1 recamara, estacionamiento, cerca de Reforma",19.42353,-99.1705,1.0,1,54.0
866,3200000,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 55607",19.4253,-99.16121,1.0,2,84.0
867,5000000,"14129 - Juan Escutia, Colonia Condesa",19.41421,-99.17396,2.0,2,89.0
868,5000000,"14166 Juan Escutia, Condesa",19.41421,-99.17396,2.0,2,89.0
869,10000000,Departamento en pre venta en Ámsterdam Hipódromo Cuauhtémoc,19.41121,-99.16792,2.0,2,
870,6495000,VENTA DE DEPARTAMENTO EN HIPODROMO CONDESA CUAUHTEMOC,19.4122,-99.1718,2.0,2,
872,9450000,Departamentos en Venta en Garden Condesa Ciudad de Mexico,19.4144,-99.17081,2.0,2,
873,7950000,Condesa Venta depto increible nuevo desarrollo con Roof G privado,19.41609,-99.17396,1.0,1,115.0
874,7800000,Condesa hermoso departamento en Venta,19.41142,-99.17089,2.0,2,
875,5363485,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60159",19.41156,-99.16055,2.0,2,89.0
876,4270200,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60161",19.41156,-99.16055,2.0,2,71.0
877,4303135,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60160",19.41156,-99.16055,2.0,2,79.0
878,6218895,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60163",19.41156,-99.16055,2.0,2,141.0
879,4600000,OPORTUNIDAD DE DEPARTAMENTO EN LA CONDESA,19.41187,-99.16716,1.0,2,
880,8000000,Departamento en Venta EN LA CONDESA,19.41118,-99.17229,3.0,4,190.0
883,9324000,DEPTARTAMENTO PREVENTA CONDESA,19.41317,-99.1715,2.0,2,
889,7591980,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60162",19.41156,-99.16055,2.0,2,172.0
890,6792390,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60164",19.41156,-99.16055,2.0,2,154.0
891,6330120,"Venta de Departamento en Roma Sur, Cuauhtémoc con 2 recámaras, ID: 60165",19.41156,-99.16055,2.0,2,115.0
892,6200000,"Venta de Departamento en Condesa, Cuauhtémoc con 2 recámaras, ID: 60399",19.41531,-99.17608,1.0,2,104.0
893,5550000,Departamento en Roma sur,19.41073,-99.16489,2.0,2,
894,6495000,Venta de departamento: Edificio con GYM,19.4122,-99.1718,2.0,2,112.0
895,5395100,Vive en un depa con balcón: Hermosa vista,19.4148,-99.16596,2.0,1,100.0
896,4198875,¡Vive en un lujoso Desarrollo: Departamento en Venta!,19.41144,-99.16112,2.0,2,72.0
897,3800000,Departamento en Venta en COLONIA JUAREZ,19.42555,-99.16614,1.0,3,
898,8300000,"PENTHOUSE Av. Chapultepec Col. Juárez, Alcaldía Cuauhtémoc",19.42451,-99.16069,2.0,3,95.0
899,808998,LINDO Y AMPLIO DEPARTAMENTO EN LA CONDESA REMATE BANCARIO,19.41566,-99.16908,2.0,3,120.0
900,4440632,"Departamento para estrenar en colonia Roma Sur, $4,440,632",19.41144,-99.16112,2.0,2,
901,925000,OPORTUNIDAD BONITO DEPARTAMENTO EN CUAUHTEMOC,19.4148,-99.16596,2.0,3,121.0
903,5500000,SE VENDE DEPARTAMENTO RECIÉN REMODELADO  EN LA CONDESA,19.41323,-99.17148,2.0,1,
904,9500000,Departamento en Venta en CONDESA,19.41784,-99.17634,2.0,2,
905,8231760,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61782",19.41257,-99.17242,2.0,2,106.0
908,6402830,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61764",19.42342,-99.16521,2.0,3,89.0
909,7139085,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61760",19.42342,-99.16521,2.0,2,131.0
910,8862780,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61784",19.41257,-99.17242,2.0,2,118.0
911,8086800,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61761",19.42342,-99.16521,2.0,3,131.0
912,10650597,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61780",19.41257,-99.17242,2.0,2,179.0
913,11506965,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61779",19.41257,-99.17242,2.0,2,184.0
914,5571412,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61762",19.42342,-99.16521,2.0,2,76.0
915,5987992,"Venta de Departamento en Juárez, Cuauhtémoc con 2 recámaras, ID: 61763",19.42342,-99.16521,2.0,2,83.0
916,6478146,"Venta de Departamento en Juárez, Cuauhtémoc con 3 recámaras, ID: 61765",19.42342,-99.16521,2.0,3,93.0
917,11981369,"Venta de Departamento en Hipódromo, Cuauhtémoc con 3 recámaras, ID: 61783",19.41257,-99.17242,2.0,3,175.0
918,6664232,"Venta de Departamento en Hipódromo, Cuauhtémoc con 2 recámaras, ID: 61785",19.41257,-99.17242,2.0,2,92.0
919,8950000,Departamento Condesa,19.41051,-99.17414,2.0,2,164.0
920,875000,Venta Departamento Reforma,19.42399,-99.17588,1.0,1,70.0
921,10950000,Venta Departamento Condesa,19.41642,-99.17478,2.0,2,122.0
922,5395000,Venta - Departamento - Insurgentes Sur - 100 m2 - Piso 10,19.41481,-99.16593,2.0,1,
924,5890000,"Hipódromo, Alcaldía Cuauhtémoc, Ciudad de México, CDMX",19.41088,-99.16714,2.0,2,
933,7800000,Departamento en Venta Cerca del Parque Mexico,19.41236,-99.17331,2.0,2,122.0
934,5550000,Venta - Departamento - Coahuila - 112 m2 - Piso 2,19.4109,-99.16426,2.0,2,
937,6844910,"Venta ultimo departamento; 1 o 2 recamaras. Edificio sustentable. Condesa, CDMX.",19.41531,-99.17238,1.0,2,76.0
939,19500000,Venta Departamento Colonia Condesa,19.41601,-99.17402,3.0,3,234.0
940,4635750,DEPARTAMENTO EN VENTA CON TERRAZA Y BODEGA EN REFORMA,19.42245,-99.17007,2.0,2,
941,1000000,DEPARTAMENTO EN VENTA AMUEBLADO Y EQUIPADO EN ST. REGIS,19.42569,-99.17231,1.0,1,
