main_name,subtitle,link,location,id,price_mod,price_currency,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final
Venta Departamento Nuevo Con Lindo Balcon En Roma Norte Increíble Ubicación,Departamento en venta,https://departamento.metroscubicos.com/MLM-1336906141-venta-departamento-nuevo-con-lindo-balcon-en-roma-norte-increible-ubicacion-_JM#position=37&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Colima 318, Roma Norte, Cuauhtémoc, Distrito Federal",1429,7245000.0,pesos,depto,venta,3,19.418276,-99.166438,2,,2,105.0,105.0,0.0,7245000.0
Departamento En Venta En Roma Norte Durango 22169ru,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320518191-departamento-en-venta-en-roma-norte-durango-22169ru-_JM#position=39&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Roma Norte, Cuauhtémoc, Distrito Federal",1431,8400000.0,pesos,depto,venta,4,19.4195256,-99.162549,3,1,2,122.0,122.0,0.0,8400000.0
Departamento En Venta En Roma Norte 22169al,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320511563-departamento-en-venta-en-roma-norte-22169al-_JM#position=40&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Roma Norte, Cuauhtémoc, Distrito Federal",1432,8400000.0,pesos,depto,venta,4,19.4195256,-99.162549,3,1,2,122.0,122.0,0.0,8400000.0
"D189 Guanajuato 238, Int , Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1317158923-d189-guanajuato-238-int-roma-norte-_JM#position=43&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",1435,9350000.0,pesos,depto,venta,,19.41566,-99.164933,2,2,2,117.0,117.0,0.0,9350000.0
Departamento En Venta En Cuauhtemoc Roma Norte 211895rt,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320579115-departamento-en-venta-en-cuauhtemoc-roma-norte-211895rt-_JM#position=45&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Roma Norte, Cuauhtémoc, Distrito Federal",1437,3640000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,57.0,57.0,0.0,3640000.0
Departamento En Venta En Roma Norte Cuauhtemoc 211897rt,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320598284-departamento-en-venta-en-roma-norte-cuauhtemoc-211897rt-_JM#position=46&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Roma Norte, Cuauhtémoc, Distrito Federal",1438,4278000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,1,67.0,67.0,0.0,4278000.0
Departamento En Venta En Roma Norte 22169nc,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320524170-departamento-en-venta-en-roma-norte-22169nc-_JM#position=47&search_layout=grid&type=item&tracking_id=2f005e8c-7da8-4b61-b63d-dc95b453bf83,"Roma Norte, Cuauhtémoc, Distrito Federal",1439,8400000.0,pesos,depto,venta,4,19.4195256,-99.162549,3,1,2,122.0,122.0,0.0,8400000.0
Departamento En Venta Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1321990939-departamento-en-venta-roma-norte-_JM#position=1&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Querétaro238, Roma Norte, Cuauhtémoc, Distrito Federal",1441,1394590.0,pesos,depto,venta,4,19.41368,-99.1654,1,,3,0.0,89.0,0.0,1394590.0
Acapulco 37 Col. Roma Norte Cuauhtèmoc,Departamento en venta,https://departamento.metroscubicos.com/MLM-892640310-acapulco-37-col-roma-norte-cuauhtemoc-_JM#position=3&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Acapulco 37, Roma Norte, Cuauhtémoc, Distrito Federal",1443,5200000.0,pesos,depto,venta,10,19.4193691,-99.1743199,2,2,3,99.0,99.0,0.0,5200000.0
"Casa En Venta Temozon Roma, Merida",Casa en venta,https://casa.metroscubicos.com/MLM-889943409-casa-en-venta-temozon-roma-merida-_JM#position=8&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma, Temozon Norte, Mérida, Yucatán",1448,3500000.0,pesos,casa,venta,11,20.9897912,-89.6469334,2,3,3,377.0,220.0,0.0,3500000.0
"Roma Norte, Increíble Condominio Horizontal Solo 3 Town Hous",Departamento en venta,https://departamento.metroscubicos.com/MLM-841991716-roma-norte-increible-condominio-horizontal-solo-3-town-hous-_JM#position=9&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1449,17330000.0,pesos,depto,venta,,19.4194601,-99.1581372,2,2,2,204.0,204.0,0.0,17330000.0
Ph En Venta En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1338662110-ph-en-venta-en-roma-norte-_JM#position=10&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1450,12900000.0,pesos,depto,venta,3,19.4195256,-99.162549,3,1,3,284.0,284.0,0.0,12900000.0
Espectacular Departamento En Venta Con Terraza En Colonia Ro,Departamento en venta,https://departamento.metroscubicos.com/MLM-1335745606-espectacular-departamento-en-venta-con-terraza-en-colonia-ro-_JM#position=14&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1454,5000000.0,pesos,depto,venta,3,19.4195256,-99.162549,1,1,1,69.0,69.0,0.0,5000000.0
Departamento En Venta,Departamento en venta,https://departamento.metroscubicos.com/MLM-924757041-departamento-en-venta-_JM#position=15&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1455,5900000.0,pesos,depto,venta,8,19.4217314,-99.160594,1,,3,156.0,156.0,0.0,5900000.0
"D1030 - Av. Chapultepec, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1317034341-d1030-av-chapultepec-roma-norte-_JM#position=16&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Av  Chapultepec, Roma Norte, Cuauhtémoc, Distrito Federal",1456,2752944.0,pesos,depto,venta,,19.421948,-99.16916,1,,1,29.0,29.0,0.0,2752944.0
Departamento En Renta En La Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1362501690-departamento-en-renta-en-la-roma-norte-_JM#position=18&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Cda. Salamanca 14, Roma Norte, Cuauhtémoc, Distrito Federal",1458,3500000.0,pesos,depto,venta,41,19.418153,-99.1652014,1,,1,62.0,62.0,30.0,3500000.0
"Espectacular Pentgarden En Pre-venta, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1336943262-espectacular-pentgarden-en-pre-venta-roma-norte-_JM#position=19&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",1459,12000000.0,pesos,depto,venta,3,19.4168211,-99.1596475,2,2,2,187.0,187.0,0.0,12000000.0
"Departamento Venta Roma Norte, Durango",Departamento en venta,https://departamento.metroscubicos.com/MLM-874416180-departamento-venta-roma-norte-durango-_JM#position=20&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1460,4930000.0,pesos,depto,venta,1,19.4202688,-99.1642694,2,1,2,0.0,100.0,0.0,4930000.0
Oportunidad Casa En La Roma Nte Dvt,Casa en venta,https://casa.metroscubicos.com/MLM-1329883903-oportunidad-casa-en-la-roma-nte-dvt-_JM#position=21&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Queretaro 00, Roma Norte, Cuauhtémoc, Distrito Federal",1461,696207.0,pesos,casa,venta,3,19.4148447,-99.1602414,2,2,4,291.0,450.0,10.0,696207.0
En Venta Ph Para Estrenar En La Colonia Roma.,Departamento en venta,https://departamento.metroscubicos.com/MLM-1337411986-en-venta-ph-para-estrenar-en-la-colonia-roma-_JM#position=23&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Guanajuato 238, Roma Norte, Cuauhtémoc, Distrito Federal",1463,9900000.0,pesos,depto,venta,3,19.415659,-99.164933,2,,3,199.0,199.0,0.0,9900000.0
Departamento En Venta En Colonia Roma Muy Bien Ubicado,Departamento en venta,https://departamento.metroscubicos.com/MLM-1372891466-departamento-en-venta-en-colonia-roma-muy-bien-ubicado-_JM#position=24&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"San Luis Potosi 107, Roma Norte, Cuauhtémoc, Distrito Federal",1464,4299999.0,pesos,depto,venta,3,19.4143332,-99.1595289,1,1,2,92.7,92.7,50.0,4299999.0
"D1075 - Durango, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1319516756-d1075-durango-roma-norte-_JM#position=25&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Durango, Roma Norte, Cuauhtémoc, Distrito Federal",1465,3848548.0,pesos,depto,venta,,19.420087,-99.16704,1,,1,37.0,37.0,0.0,3848548.0
Departamento En Roma Norte Mx20-jq5513,Departamento en venta,https://departamento.metroscubicos.com/MLM-1358535393-departamento-en-roma-norte-mx20-jq5513-_JM#position=26&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Cuauhtémoc, Distrito Federal",1466,1200000.0,pesos,depto,venta,54,19.4168211,-99.1596475,2,,2,83.0,83.0,0.0,1200000.0
Venta Departamento Desarrollo Casa Roma 315,Departamento en venta,https://departamento.metroscubicos.com/MLM-1339461774-venta-departamento-desarrollo-casa-roma-315-_JM#position=27&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Bajio  315, Roma Norte, Cuauhtémoc, Distrito Federal",1467,6790000.0,pesos,depto,venta,3,19.418153,-99.1652014,3,2,3,0.0,112.0,0.0,6790000.0
"1camt Excelente Departamento En Venta Atraves De Remate Bancario, Col. Roma Norte, Cuauthemoc, Cdmx,   2 Recmaras, 2 Baños",Departamento en venta,https://departamento.metroscubicos.com/MLM-1369527806-1camt-excelente-departamento-en-venta-atraves-de-remate-bancario-col-roma-norte-cuauthemoc-cdmx-2-recmaras-2-banos-_JM#position=28&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Calle Querétaro 80, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1468,855000.0,pesos,depto,venta,20,19.4150948,-99.1583507,2,1,2,70.0,70.0,0.0,855000.0
Departamento En Venta En Roma Norte Zacatecas 211904ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320611039-departamento-en-venta-en-roma-norte-zacatecas-211904ig-_JM#position=29&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1469,3750000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,57.0,57.0,0.0,3750000.0
Departamento En Roma Norte Mx21-kn8813,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317754013-departamento-en-roma-norte-mx21-kn8813-_JM#position=30&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Cuauhtémoc, Distrito Federal",1470,2428000.0,pesos,depto,venta,4,19.4112713,-99.1633655,2,1,2,90.0,90.0,0.0,2428000.0
"Roma Norte, Increíble Condominio Horizontal Solo 3 Town Hous",Departamento en venta,https://departamento.metroscubicos.com/MLM-841996276-roma-norte-increible-condominio-horizontal-solo-3-town-hous-_JM#position=31&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1471,12660000.0,pesos,depto,venta,,19.4194601,-99.1581372,2,2,2,149.0,149.0,0.0,12660000.0
Departamento En Venta Roma Norte Cdmx Cuauhtemoc Ro - Dv21354,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366752806-departamento-en-venta-roma-norte-cdmx-cuauhtemoc-ro-dv21354-_JM#position=32&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Cuauhtémoc, Distrito Federal",1472,3595001.0,pesos,depto,venta,29,19.4356338,-99.1495107,1,,1,60.0,60.0,0.0,3595001.0
Penthouse En Venta En Zacatecas Roma Norte Cuauhtemoc 212447rt,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320604464-penthouse-en-venta-en-zacatecas-roma-norte-cuauhtemoc-212447rt-_JM#position=35&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1475,14700000.0,pesos,depto,venta,4,19.4195256,-99.162549,3,2,3,284.0,284.0,0.0,14700000.0
Muy Buen Departamento En Venta  En Col. Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1343478246-muy-buen-departamento-en-venta-en-col-roma-norte-_JM#position=37&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Colima, Roma Norte, Cuauhtémoc, Distrito Federal",1477,5800000.0,pesos,depto,venta,10,19.4189983,-99.1640265,2,1,2,90.0,90.0,21.0,5800000.0
Departamento En Venta En Roma Norte Zacatecas 211909ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320585358-departamento-en-venta-en-roma-norte-zacatecas-211909ig-_JM#position=39&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1479,4455000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,2,71.0,71.0,0.0,4455000.0
Querétaro 37  / Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1367136382-queretaro-37-roma-norte-_JM#position=40&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",1480,3225000.0,pesos,depto,venta,28,19.4157572,-99.1561936,1,,1,45.0,45.0,0.0,3225000.0
"Departamento En Roma Norte, Cuauhtémoc",Departamento en venta,https://departamento.metroscubicos.com/MLM-1361697673-departamento-en-roma-norte-cuauhtemoc-_JM#position=41&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Av Chapultepec 322, Roma Norte, Cuauhtémoc, Distrito Federal",1481,4445000.0,pesos,depto,venta,43,19.418153,-99.1652014,2,1,2,0.0,85.0,0.0,4445000.0
Venta De Departamento Con Roof Privado Roma Norte Increíble Pent House,Departamento en venta,https://departamento.metroscubicos.com/MLM-1336888758-venta-de-departamento-con-roof-privado-roma-norte-increible-pent-house-_JM#position=42&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Colima 318, Roma Norte, Cuauhtémoc, Distrito Federal",1482,12234650.0,pesos,depto,venta,3,19.419525,-99.162549,2,,2,0.0,216.0,0.0,12234650.0
"Roma Norte, Departamento Remate , Cuauhtémoc ,cdmx",Departamento en venta,https://departamento.metroscubicos.com/MLM-1313114297-roma-norte-departamento-remate-cuauhtemoc-cdmx-_JM#position=43&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Medellin, Roma Norte, Cuauhtémoc, Distrito Federal",1483,2250000.0,pesos,depto,venta,4,19.4112559,-99.1642982,2,1,2,68.0,68.0,0.0,2250000.0
San Luis Potosí Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317108931-san-luis-potosi-roma-norte-_JM#position=45&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",1485,6853000.0,pesos,depto,venta,,19.414793,-99.156543,2,1,2,96.0,96.0,0.0,6853000.0
"D255 - Guanajuato, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1317107146-d255-guanajuato-roma-norte-_JM#position=46&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",1486,10400000.0,pesos,depto,venta,,19.41618,-99.163456,3,1,3,149.0,149.0,0.0,10400000.0
Loft En  Roma Norte Preventa,Departamento en venta,https://departamento.metroscubicos.com/MLM-1370007873-loft-en-roma-norte-preventa-_JM#position=48&search_layout=grid&type=item&tracking_id=33ded5de-6d45-4bda-87ed-933aefe68a30,"Roma Norte, Cuauhtémoc, Distrito Federal",1488,2785000.0,pesos,depto,venta,20,19.4195256,-99.162549,1,1,1,34.0,34.0,0.0,2785000.0
Bonito Departamento En Venta. Andador Adolfo Ruiz. Mls 22-942,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366938368-bonito-departamento-en-venta-andador-adolfo-ruiz-mls-22-942-_JM#position=1&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1489,8026715.0,pesos,depto,venta,28,19.4173639,-99.1594532,2,2,2,111.0,111.0,1.0,8026715.0
Bonito Departamento En Venta. San Luis De Potosi. Mls 22-946,Departamento en venta,https://departamento.metroscubicos.com/MLM-1367022014-bonito-departamento-en-venta-san-luis-de-potosi-mls-22-946-_JM#position=2&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1490,5090055.0,pesos,depto,venta,28,19.4173639,-99.1594532,1,1,1,60.0,60.0,1.0,5090055.0
Bonito Departamento En Venta. San Luis De Potosi. Mls 22-943,Departamento en venta,https://departamento.metroscubicos.com/MLM-1367015272-bonito-departamento-en-venta-san-luis-de-potosi-mls-22-943-_JM#position=3&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1491,4492244.0,pesos,depto,venta,28,19.4173639,-99.1594532,1,1,1,60.0,60.0,1.0,4492244.0
"Departamento En Venta Roma Norte, Calle De Durango 21-3640. Nc",Departamento en venta,https://departamento.metroscubicos.com/MLM-1340315178-departamento-en-venta-roma-norte-calle-de-durango-21-3640-nc-_JM#position=4&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1492,3848545.0,pesos,depto,venta,3,19.4356338,-99.1495107,1,1,1,37.0,37.0,0.0,3848545.0
Departamento En Venta En Roma Sur Tlacotalpan 212373ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320585403-departamento-en-venta-en-roma-sur-tlacotalpan-212373ig-_JM#position=5&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1493,5145000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,2,91.0,91.0,0.0,5145000.0
Departamento En Venta En Roma Norte Cuauhtemoc 211905ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320604585-departamento-en-venta-en-roma-norte-cuauhtemoc-211905ig-_JM#position=6&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1494,4390000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,2,71.0,71.0,0.0,4390000.0
Departamento En Venta En Cuauhtémoc Roma Norte 21-3640ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320610335-departamento-en-venta-en-cuauhtemoc-roma-norte-21-3640ig-_JM#position=7&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1495,3848548.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,37.0,37.0,0.0,3848548.0
Departamento En Venta En Roma Norte Calle Cordoba 21-2983,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320524254-departamento-en-venta-en-roma-norte-calle-cordoba-21-2983-_JM#position=8&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1496,4826900.0,pesos,depto,venta,4,19.4181605,-99.1584569,2,1,2,78.0,78.0,0.0,4826900.0
"Departamento En Remate, Medellin, Roma Norte, Cuauhtemoc",Departamento en venta,https://departamento.metroscubicos.com/MLM-1317715329-departamento-en-remate-medellin-roma-norte-cuauhtemoc-_JM#position=9&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Cuauhtémoc, Distrito Federal",1497,2300000.0,pesos,depto,venta,4,19.4356338,-99.1495107,1,1,2,75.0,75.0,0.0,2300000.0
"Roma Norte, Increíble Condominio Horizontal Solo 3 Pent Hous",Departamento en venta,https://departamento.metroscubicos.com/MLM-841998856-roma-norte-increible-condominio-horizontal-solo-3-pent-hous-_JM#position=13&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",1501,14345000.0,pesos,depto,venta,,19.4194601,-99.1581372,2,2,2,185.0,185.0,0.0,14345000.0
"D079 - Querétaro 240, Roma Norte",Departamento en venta,https://departamento.metroscubicos.com/MLM-1317122637-d079-queretaro-240-roma-norte-_JM#position=14&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",1502,8000000.0,pesos,depto,venta,,19.413754,-99.165467,3,1,3,135.0,135.0,0.0,8000000.0
Departamento En Venta Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1373196519-departamento-en-venta-roma-norte-_JM#position=15&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Durando193, Roma Norte, Cuauhtémoc, Distrito Federal",1503,3848548.0,pesos,depto,venta,13,19.420087,-99.167044,1,,1,0.0,36.0,0.0,3848548.0
Departamento En Venta Col.roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1369493756-departamento-en-venta-colroma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",1505,6700000.0,pesos,depto,venta,21,19.4141267,-99.1647512,2,,3,167.0,167.0,46.0,6700000.0
Increible Departamento En Venta. San Luis De Potosi. Mls 22-939,Departamento en venta,https://departamento.metroscubicos.com/MLM-1366938548-increible-departamento-en-venta-san-luis-de-potosi-mls-22-939-_JM#position=18&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1506,7904170.0,pesos,depto,venta,28,19.4173639,-99.1594532,2,2,2,111.0,111.0,1.0,7904170.0
Bonito Departamento En Venta. Andador Adolfo Ruiz. Mls 22-940,Departamento en venta,https://departamento.metroscubicos.com/MLM-1367002903-bonito-departamento-en-venta-andador-adolfo-ruiz-mls-22-940-_JM#position=19&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1507,4296668.0,pesos,depto,venta,28,19.4173639,-99.1594532,1,1,1,60.0,60.0,1.0,4296668.0
"Departamento En Venta Calle De Durango,roma Norte. Ru 21-3640",Departamento en venta,https://departamento.metroscubicos.com/MLM-1353194381-departamento-en-venta-calle-de-durangoroma-norte-ru-21-3640-_JM#position=20&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1508,3848544.0,pesos,depto,venta,2,19.4356338,-99.1495107,1,1,1,37.0,37.0,0.0,3848544.0
Oportunidad De Inmueble En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1348593533-oportunidad-de-inmueble-en-roma-norte-_JM#position=21&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Cuauhtémoc, Distrito Federal",1509,3240000.0,pesos,depto,venta,2,19.4114785,-99.1643187,1,1,2,70.0,70.0,40.0,3240000.0
"Departamento En Venta En Roma Norte, Con Amenidades",Departamento en venta,https://departamento.metroscubicos.com/MLM-1326133694-departamento-en-venta-en-roma-norte-con-amenidades-_JM#position=22&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1510,3269750.0,pesos,depto,venta,4,19.4123937,-99.1562314,1,1,1,0.0,41.0,0.0,3269750.0
Departamento En Venta En Roma Norte Zacatecas 211908ig,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320604582-departamento-en-venta-en-roma-norte-zacatecas-211908ig-_JM#position=23&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1511,4780000.0,pesos,depto,venta,4,19.4195256,-99.162549,2,1,1,74.0,74.0,0.0,4780000.0
Departamento En Venta En Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320525350-departamento-en-venta-en-roma-norte-_JM#position=24&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1512,2980000.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,39.0,39.0,0.0,2980000.0
Departamento En Venta En De Durango Roma Norte 213640al,Departamento en venta,https://departamento.metroscubicos.com/MLM-1320530725-departamento-en-venta-en-de-durango-roma-norte-213640al-_JM#position=25&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Roma Norte, Cuauhtémoc, Distrito Federal",1513,3848548.0,pesos,depto,venta,4,19.4195256,-99.162549,1,1,1,37.0,37.0,0.0,3848548.0
Guanajuato Roma Norte,Departamento en venta,https://departamento.metroscubicos.com/MLM-1317115390-guanajuato-roma-norte-_JM#position=28&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",1516,10432709.0,pesos,depto,venta,,19.416128,-99.161594,2,2,2,127.0,127.0,0.0,10432709.0
"Departamento En Venta, Cuauhtémoc, Ciudad De México",Departamento en venta,https://departamento.metroscubicos.com/MLM-1371025439-departamento-en-venta-cuauhtemoc-ciudad-de-mexico-_JM#position=29&search_layout=grid&type=item&tracking_id=b1ff9b1d-a969-4178-9c4e-488aa19984bd,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",1517,10549350.0,pesos,depto,venta,18,19.4168211,-99.1596475,3,2,3,0.0,185.0,0.0,10549350.0
